Original_Target,Suggested_Simplified_Target and Disease Common Name,Target_Type,Causal organism,Count,Examples,Notes,,,,Count:,4092
Mealy bugs,Mealy bugs,Insect,,28,Imidacloprid 75 WP AG; AgriDiatomSil; A171.13; CENOL D200; Golden Pest Spray Oil,,,,,,
mealy bugs,mealy bugs,Insect,,4,UNICORN DELTA HPC; Hi-Yield Kill-A-Bug II Indoor-Outdoor Spray; Unicorn Deltamethrin HPC 3 RTU; Zep Hitman DM,,,,,,
Mealy Plum Aphid,Aphids,Insect,,4,Diazinon AG500,,,,,,
Mealy plum aphid,Aphids,Insect,,27,SEVIN 80 Solupak; Sevin XLR PLUS Carbaryl Insecticide; Drexel Chlorpyrifos 4E-AG; Sefina® Insecticide; Drexel Chlorpyrifos 4E-AG2,,,,,,
mealy plum aphid,Aphids,Insect,,3,Pilot 4E; Malathion 50% EC,,,,,,
Mealy Plum Aphid eggs,Aphids,Insect,,5,Diazinon AG600 WBC Insecticide,,,,,,
Mealy plum aphid eggs,Aphids,Insect,,5,Drexel Diazinon Insecticide,,,,,,
Mealy plum aphids,Aphids,Insect,,3,Drexel Carbaryl 4L,,,,,,
Mealy-bugs,Mealy-bugs,Insect,,9,Super Insecticidal Soap Concentrate,,,,,,
Mealybug,Mealybugs,Insect,,135,A122.03; AG35814 R334.2 70 WP Insecticide; ADA 11280 Insecticide; Acetamiprid 30 SC; A122.05,,,,,,
mealybug,Mealybugs,Insect,,1,Malathion 50% EC,,,,,,
Mealybug (Crawlers),Mealybugs,Insect,,1,Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC,,,,,,
Mealybug (crawlers),Mealybugs,Insect,,3,Imidacloprid Plus Bifenthrin 1 + 1 SC; Brigadier HPG Insecticide; Brigadier Insecticide,,,,,,
Mealybug species,Mealybugs,Insect,,4,Endigo® ZC; Endigo® ZCX,,,,,,
Mealybug spp,Mealybugs,Insect,,2,Scorpion® 35SL Insecticide,,,,,,
Mealybugs,Mealybugs,Insect,,1403,A171.01™; A1115.04; A171.06™; 14ACP703 SC Insecticide/Miticide; A171.02,,,,,,
mealybugs,Mealybugs,Insect,,64,Concern INSECT KILLING SOAP Ready To Use; Chemsico Insecticide Concentrate 16L; Acme® Dormant Oil Spray; BONIDE HOME PEST ELIMINATOR; BIO KILL brand INSECTICIDE,,,,,,
Mealybugs (crawlers),Mealybugs,Insect,,2,LEVERAGE 360 Insecticide; A177.04,,,,,,
medic,medic,Other,,4,Dimension® 0.25G,Review needed - unclear target type,,,,,
medic (black),medic (black),Other,,16,Chemsico Herbicide Formula D,Review needed - unclear target type,,,,,
Mediterranean flour moth,Caterpillars/Moths,Insect,,12,HERCON® DISRUPT® IMM HA MATING DISRUPTANT; CIDETRAK® IMM MEC; Cidetrak IMM,,,,,,
Mediterranean Flour Moths,Caterpillars/Moths,Insect,,57,A.C. Southern Spray-Tox Insecticide; ENTECH FOG-3; LN 1% PY; Entech Fog-10 Space Spray; A145.01,,,,,,
Mediterranean flour moths,Caterpillars/Moths,Insect,,1,Envi EC-X Emulsifiable Concentrate Insecticide,,,,,,
Mediterranean Fruit Fly,Flies,Insect,,2,SA-50 Malathion 50% E.C.; Sharda Malathion 50% EC,,,,,,
Mediterranean fruit fly,Flies,Insect,,6,Malathion 8; METH-O-GAS® Q; Metabrom 100; Meth-O-Gas 100; Malathion 8 Aquamul,,,,,,
Medusahead,Medusahead,Other,,11,Battalion Pro,Review needed - unclear target type,,,,,
Megalometis spp.,Megalometis spp.,Other,,2,Metabrom 100,Review needed - unclear target type,,,,,
Melanconium Dieback,Melanconium Dieback,Other,,3,IMISOL; Fungisol; ABASOL,Review needed - unclear target type,,,,,
Melanose,Melanose,Other,,139,A225.05; A225.09; 3 LB. COPPER FLOWABLE FUNGICIDE; A19649 Crop; A-Zox 50WDG,Review needed - unclear target type,,,,,
Melanose Scab,Scab,Disease,,1,NutriBP017,,,,,,
Melanose spot,Leaf Spot,Disease,,1,Cueva 2.4 Copper Soap,,,,,,
Melanotus sp.,Melanotus sp.,Other,,1,Sepresto 75 WS,Review needed - unclear target type,,,,,
Melochia corchorifolia,Melochia corchorifolia,Other,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Meloidogyne,Meloidogyne,Other,,36,CH2970/CH3000,Review needed - unclear target type,,,,,
Meloidogyne species,Meloidogyne species,Other,,18,Kansas 3 SC,Review needed - unclear target type,,,,,
Meloidogyne spp. (root-knot nematodes),Meloidogyne spp. (root-knot nematodes),Other,,22,MBI-601 EP,Review needed - unclear target type,,,,,
Melon Aphid,Aphids,Insect,,11,METHOMYL 29 SL Insecticide; Dinotefuran 70 SG Insecticide; Lannate SP; Lannate LV Insecticide; AX Methomyl 29LV Insecticide,,,,,,
Melon aphid,Aphids,Insect,,22,AG35802-A B 50 WDG Insecticide; Dinotefuran 10SL; A151.01; Avalaire Pymetrozine; AG35802-a C 50 WDG Insecticide,,,,,,
Melon aphids,Aphids,Insect,,18,TRABON EC,,,,,,
Melon fly (Bactrocera cucurbitae),Flies,Insect,,2,Scentry Cue-Lure Plug,,,,,,
Melon fruit fly,Flies,Insect,,1,Metabrom 100,,,,,,
melon fruit fly,Flies,Insect,,3,METH-O-GAS® Q; Meth-O-Gas 100; Methyl Bromide 100,,,,,,
Melon thrips,Thrips,Insect,,3,Terpenoid Blend QRD 460 EC; QRD 452 (Requiem EC),,,,,,
Melon thrips (Thrips palmi),Thrips,Insect,,2,A103.02,,,,,,
Melon Worm,Melon Worm,Insect,,5,AMBUSH Insecticide; MARTIN'S VIPER INSECT DUST; Unicorn Permethrin Dust; AMBUSH 25W Insecticide Water Soluble Pack; Unicorn Multi-Use .25% Permethrin Dust,,,,,,
Melon worm,Melon worm,Insect,,12,A132.01; Avalaire Methoxy 2F; Cyclaniliprole-Acetamiprid 130SL; Cyclaniliprole 50SL Insecticide; Entrust,,,,,,
melon worm,melon worm,Insect,,4,Blackhawk; A1101.04; SpinTor 2SC; Methoxyfenozide 2SC,,,,,,
Melon-worm,Melon-worm,Insect,,2,Chlorantraniliprole 47.85SC Insecticide; E2Y45-848 insect control,,,,,,
Melon/cotton aphid (Aphis gossypii),Aphids,Insect,,6,LN 1% PY,,,,,,
Melonworm,Melonworm,Insect,,303,A115.04; A110.08; A110.03; A110.05; A115.02,,,,,,
melonworm,melonworm,Insect,,10,Hi-Yield,,,,,,
Melonworms,Melonworms,Insect,,90,Agree WG; Bifen 25% EC - CAL; Bifen 25% EC; 2016BIFENTHRIN; BIFEN 25% EC,,,,,,
Merchant Grain Beetles,Beetles,Insect,,3,MGK AgriPest Cropfume P-H with Pyrethrins/PBO; TURBOCIDE GOLD WITH PYROCIDE,,,,,,
Merriam’s kangaroo rats,Rats/Mice,Vertebrate,,1,Zinc Phosphide in Oat Pellets,,,,,,
Merriam's Kangaroo Rat,Rats/Mice,Vertebrate,,1,ZP Rodent Oat Bait AG,,,,,,
Merriam's kangaroo rat,Rats/Mice,Vertebrate,,1,WILCO ZINC AG BAIT,,,,,,
Mesocriconema,Mesocriconema,Other,,2,CH2970/CH3000,Review needed - unclear target type,,,,,
Mesocriconema species,Mesocriconema species,Other,,1,Kansas 3 SC,Review needed - unclear target type,,,,,
Mexican,Mexican,Other,,6,Velpar® L CU; Tide Hexazinone 75 WDG; Velpar DF CU,Review needed - unclear target type,,,,,
Mexican Bean Beetle,Beetles,Insect,,95,Bonide® RTU Vegetable & Ornamental Insect Spray; Acephate 90EG; AX ACEPHATE 90 WDG; BONIDE Pyrethrin Concentrate 60-6; BONIDE BONTOX MULTI-PURPOSE INSECTICIDE CONCENTRATE,,,,,,
Mexican bean beetle,Beetles,Insect,,18,Pyrenone Garden Spray; Brigadier HPG Insecticide; Synergy Brand,,,,,,
Mexican Bean Beetles,Beetles,Insect,,39,EI-791 Insecticide; Unicorn House Plant Spray; Ortho Malathion 50 Insect Spray; LN 1% PY; Pyrocide® Garden Spray Pressurized 30211,,,,,,
Mexican bean beetles,Beetles,Insect,,23,"Ortho Tomato & Vegetable Insect Killer; Drexel Carbaryl 4L; Envi EC-X Emulsifiable Concentrate Insecticide; Bonide Rose, Flower & Ornamental Insect Spray Ready-to-Use; MEEN™",,,,,,
Mexican Beetles,Beetles,Insect,,2,DEBUG OPTIMO,,,,,,
Mexican fruit fly,Flies,Insect,,2,Surround WP Agricultural Crop Protectant; SURROUND CF AGRICULTURAL CROP PROTECTANT,,,,,,
Mexican mealybug,Mealybugs,Insect,,6,LN 1% PY,,,,,,
Mexican sprangletop,Mexican sprangletop,Other,,5,FreeHand 1.75G Herbicide,Review needed - unclear target type,,,,,
Mexican Yellow,Mexican Yellow,Other,,1,Tempo Concentrate Insecticide,Review needed - unclear target type,,,,,
Mexicanweed,Weeds,Weed,,2,Metribuzin 75DF; Metri 4F Herbicide,,,,,,
Mice,Mice,Other,,12,Zinc Phosphide on Wheat; ZP Rodent Bait AG; Prozap® Zinc Phosphide Oat Bait,Review needed - unclear target type,,,,,
Micro-lepidoptera leafminers,Leafminers,Insect,,8,BYI 8330 150 OD Insecticide; Ultor; Movento; Movento HL,,,,,,
Microbial population,Microbial population,Other,,3,Anthium AGP,Review needed - unclear target type,,,,,
Microdochium Blight,Blight,Disease,,3,Tepera Plus Fungicide; Penncozeb 4FL Flowable Fungicide; TEPERA Plus HD fungicide + insecticide,,,,,,
Microdochium blight,Blight,Disease,,8,Imbrex Xemium Fungicide Technical; Priaxor Xemium Brand Fungicide; Merivon Xemium Brand Fungicide; Dithane M-45; Dithane DF Rainshield,,,,,,
microdochium blight,Blight,Disease,,1,Dithane F-45,,,,,,
Microdomium Blight,Blight,Disease,,1,Fluoxastrobin 480 SC Fungicide,,,,,,
Micronutrient supplement (Sulfur),Micronutrient supplement (Sulfur),Other,,12,SULFUR 80 DF,Review needed - unclear target type,,,,,
Microorganisms,Microorganisms,Other,,5,"Sodium Hypochlorite Solution, 11.5%; Sodium Hypochlorite Solution, 14%; Sodium Hypochlorite Solution, 12.5%; SABRECHLOR 25",Review needed - unclear target type,,,,,
microorganisms,microorganisms,Other,,1,Formula 1582,Review needed - unclear target type,,,,,
Microsphaera,Microsphaera,Other,,3,Carb-O-Nator,Review needed - unclear target type,,,,,
Microsphaera (powdery mildew),Powdery Mildew,Disease,,1,Carb-O-Nator,,,,,,
Microsphaera spp.,Microsphaera spp.,Other,,1,PROPICONAZOLE 14.3 SELECT,Review needed - unclear target type,,,,,
Microsphaera spp. (Powdery Mildew),Powdery Mildew,Disease,,1,PROPICONAZOLE 14.3% ME,,,,,,
Microsphaeria (powdery mildew),Powdery Mildew,Disease,,1,Carb-O-Nator,,,,,,
Midges,Midges,Insect,,98,Dominion 1.47% Plus Lambda 0.5% Liquid; Envi EC-X Emulsifiable Concentrate Insecticide; Bonide Lambda 0.5% Concentrate; Kontrol 30-30 Concentrate; AllPro Aqualuer 4-4,,,,,,
midges,midges,Insect,,1,Chemsico Insecticide Concentrate 16L,,,,,,
Midges (biting and non-biting),Midges (biting and non-biting),Insect,,7,Prentox Perm-X UL 30-30,,,,,,
Midges (plant pests),Midges (plant pests),Insect,,1,Sphynx,,,,,,
Mildew,Mildew,Disease,,6,DEBUG OPTIMO; SULFORIX,,,,,,
Mildews,Mildews,Disease,,1,Perasan OG,,,,,,
Milkweed,Weeds,Weed,,10,F7127 SE HERBICIDE,,,,,,
Milkweed bugs,Milkweed bugs,Insect,,20,Chemsico Aerosol Insecticide GSF,,,,,,
Millet,Millet,Other,,10,A363.01; IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
Millipedes,Millipedes,Other,,129,"Envi EC-X Emulsifiable Concentrate Insecticide; Aerosol NEU1161 RTU; Chemsico Aerosol Insecticide GSF; Corry’s Slug, Snail & Insect Killer; 10% Sevin Granules",Review needed - unclear target type,,,,,
Mimosa Webworm,Mimosa Webworm,Insect,,2,ACECAP Systemic Insecticide Implants,,,,,,
Mimosa webworm,Mimosa webworm,Insect,,2,Bonide Systemic Insect Control,,,,,,
Mimosa Webworms,Mimosa Webworms,Insect,,7,BOXERTM Insecticide-Miticide; Bioprotec Caterpillar Insecticide Concentrate,,,,,,
Mimosa Yellow,Mimosa Yellow,Other,,1,Tempo Concentrate Insecticide,Review needed - unclear target type,,,,,
Miner’s,Miner’s,Insect,,4,Velpar DF CU; Velpar® L CU,,,,,,
Miner’s Lettuce,Miner’s Lettuce,Insect,,3,Galigan 2E,,,,,,
Miner's lettuce,Miner's lettuce,Insect,,2,Tide Hexazinone 75 WDG,,,,,,
miners,miners,Insect,,10,F7127 SE HERBICIDE,,,,,,
Minerslettuce,Minerslettuce,Insect,,5,A229.02; BLASTWAVE 480 SC,,,,,,
minor,minor,Other,,6,ENDORSE Water Dispersible Granules,Review needed - unclear target type,,,,,
Minors,Minors,Other,,3,IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
Mirid Bug,Mirid Bug,Insect,,1,Unicorn Multi-Use .25% Permethrin Dust,,,,,,
Mite,Mites,Insect,,32,Capture LFR Soil Insecticide; PREV-GARD; PREV-AM ULTRA; VISTA CLEAR SPRAY OIL II,,,,,,
mite,Mites,Insect,,2,Surround WP Agricultural Crop Protectant,,,,,,
Mite (eggs),Mites,Insect,,16,BVA Spray 13E; LESCO Horticultural Oil Plus; SPRAY OIL 470; GLACIAL SPRAY FLUID; RTSA Horticultural Oil,,,,,,
Mite (eggs) including European Red Mite,Mites,Insect,,4,RTSA Horticultural Oil; LESCO Horticultural Oil Plus,,,,,,
Mite Eggs,Mites,Insect,,13,Liberty 440 Supreme Spray Oil; BONIDE® HORTICULTURAL AND DORMANT SPRAY OIL; PN All Season Spray Oil; PureSpray Spray Oil 10E; Leaf Life Gavicide Green 415,,,,,,
Mite eggs,Mites,Insect,,3,LIME-SULFUR SOLUTION AGRICULTURAL FUNGICIDE; Diazinon AG500; ClearGuard™ Horticultural Spray Oil,,,,,,
Mite Suppression,Mites,Insect,,1,CSC Dusting Sulfur,,,,,,
Mites,Mites,Insect,,1819,A894.01; ACRAMITE-75WG; A103.04; A145.01; 0.3% Bifenthrin Liquid Concentrate,,,,,,
mites,Mites,Insect,,81,Acti-Min FE; Concern INSECT KILLING SOAP Ready To Use; Fyfanon 57% EC; Agrisolutions Dimate 4E; FBS Defense 500TM,,,,,,
Mites (Almond,Mites,Insect,,2,Drexel Suffa,,,,,,
Mites (Atlantic,Mites,Insect,,1,Drexel Suffa,,,,,,
Mites (Banks Grass,Mites,Insect,,10,2016BIFENTHRIN; FG14002-80; Discipline 2EC,,,,,,
Mites (Blister,Mites,Insect,,3,Drexel Suffa,,,,,,
Mites (Blister),Mites,Insect,,2,Drexel Sulfur 90W,,,,,,
Mites (Broad,Mites,Insect,,4,Discipline 2EC; FG14002-80; Drexel Suffa,,,,,,
Mites (Bud),Mites,Insect,,2,Drexel Sulfur 90W,,,,,,
Mites (Carmine),Mites,Insect,,1,2016BIFENTHRIN,,,,,,
Mites (Citrus Red),Mites,Insect,,1,BVA Spray 13E,,,,,,
Mites (Citrus),Mites,Insect,,1,Drexel Sulfur 90W,,,,,,
Mites (eggs),Mites,Insect,,27,Damoil Supreme; BioCover SS; BioCover MLT; BIOCOVER UL; BIOCOVER LS,,,,,,
Mites (eggs) including European red mite,Mites,Insect,,2,Summit Year-Round Spray Oil,,,,,,
Mites (except Carmine mites),Mites,Insect,,2,Drexel Sulfur 90W,,,,,,
Mites (except Rust mite),Mites,Insect,,4,Dimethoate 2.67 EC; Dimethoate 400,,,,,,
Mites (except Rust mites),Mites,Insect,,3,Drexel Dimethoate LV-2.67,,,,,,
Mites (except rust mites),Mites,Insect,,16,DIMETHOATE 480 g/L; DIMETHOATE 25 WP; DIMETHOATE 2.67 EC; Dimethoate 400; Dimethoate 4E,,,,,,
mites (except rust mites),Mites,Insect,,3,Agrisolutions Dimate 4E,,,,,,
Mites (except Rust),Mites,Insect,,8,DREXEL DIMETHOATE 4EC; Drexel Dimethoate LV-4,,,,,,
mites (except rust),Mites,Insect,,3,Agrisolutions Dimate 4E,,,,,,
Mites (Flat,Mites,Insect,,2,Drexel Suffa,,,,,,
Mites (Flat),Mites,Insect,,1,Drexel Sulfur 90W,,,,,,
Mites (including Carmine),Mites,Insect,,1,FG14002-80,,,,,,
Mites (Including European Red Mite),Mites,Insect,,1,VISTA CLEAR SPRAY OIL II,,,,,,
Mites (including European Red Mite),Mites,Insect,,2,Brandt STS Horticultural Oil,,,,,,
Mites (including Pear leaf Blister Mite),Mites,Insect,,2,Brandt STS Horticultural Oil,,,,,,
Mites (including Rust Mite & Spider Mite),Mites,Insect,,1,JMS STYLET-OIL,,,,,,
Mites (Orchard),Mites,Insect,,1,BVA Spray 13E,,,,,,
Mites (Pacific Spider),Mites,Insect,,2,BVA Spray 13E,,,,,,
Mites (Red berry on Raspberry),Mites,Insect,,2,Drexel Suffa,,,,,,
Mites (Red spider,Mites,Insect,,1,Drexel Suffa,,,,,,
Mites (Red Spider),Mites,Insect,,5,BVA Spray 13E,,,,,,
Mites (Rust),Mites,Insect,,1,BVA Spray 13E,,,,,,
Mites (Silver),Mites,Insect,,1,Drexel Sulfur 90W,,,,,,
Mites (Sixspotted),Mites,Insect,,1,Drexel Sulfur 90W,,,,,,
Mites (Spider and Russet),Mites,Insect,,18,LN 1% PY,,,,,,
Mites (summer use),Mites,Insect,,1,BVA Spray 13E,,,,,,
Mites (suppression),Mites,Insect,,31,LEAF LIFE GAVICIDE GREEN 440; FBS Carbon Defense; SUNSPRAY 9C,,,,,,
Mites (Tomato russet,Mites,Insect,,1,Drexel Suffa,,,,,,
Mites (Twospotted Spider,Mites,Insect,,1,Discipline 2EC,,,,,,
Mites (Twospotted Spider and Yellow),Mites,Insect,,2,2016BIFENTHRIN; FG14002-80,,,,,,
Mites (Yuma),Mites,Insect,,1,Drexel Sulfur 90W,,,,,,
Mites),Mites,Insect,,3,EVERGREEN Crop Protection EC 60-6,,,,,,
Modify sex expression for hybrid seed production,Modify sex expression for hybrid seed production,Other,,2,Nufarm Ethephon 2 Plant Growth Regulator,Review needed - unclear target type,,,,,
Mold,Mold,Disease,,4,TwinOxide COMPONENT A; NuPro™,,,,,,
Mold and Mildew,Mold and Mildew,Disease,,1,NAC 7,,,,,,
Mold rot,Rot Diseases,Disease,,1,Freshgard 25,,,,,,
Molds,Molds,Disease,,2,Plasma Neem Oil EC; TNO RTU,,,,,,
Molds and other fungi causing storage loss,Molds and other fungi causing storage loss,Disease,,4,Captan 4 Flowable Seed Protectant,,,,,,
Moldy Core,Moldy Core,Disease,,4,STK-73; STK-20 (Regev),,,,,,
Moldy core and Core rot,Rot Diseases,Disease,,2,ENDORSE Water Dispersible Granules,,,,,,
Moldy core and core rot,Rot Diseases,Disease,,2,ENDORSE Water Dispersible Granules,,,,,,
Mole Cricket,Mole Cricket,Vertebrate,,18,Perma Guard Garden and Plant Protection Insecticide,,,,,,
Mole cricket,Mole cricket,Vertebrate,,1,F4092-3,,,,,,
Mole Crickets,Mole Crickets,Vertebrate,,12,Diazinon AG500; Turf Pride® Fertilizer with 0.069% Bifenthrin Insecticide; Ortho ZBP Granules; AzaGuard,,,,,,
Mole crickets,Mole crickets,Vertebrate,,35,"Drexel Diazinon Insecticide; Corry’s Slug, Snail & Insect Killer; Drexel Carbaryl 2% Bait/Granule; DREXEL CARBARYL 5% BAIT; Carbaryl Cutworm Bait",,,,,,
Mollugo verticillata,Mollugo verticillata,Other,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Mollusks,Mollusks,Other,,36,Ally 33; IRF166; IRF 135,Review needed - unclear target type,,,,,
Monilina spp.,Monilina spp.,Other,,3,RTSA 14.3% Propiconazole,Review needed - unclear target type,,,,,
Monilinea fruit and blossom rot,Rot Diseases,Disease,,17,PB133,,,,,,
Monilinia,Monilinia,Other,,53,Pentathlon DF Fungicide Dispersible Granules; ELIXIR™ fungicide; A295.01; Manzate Flowable Fungicide; Penncozeb 4FL Flowable Fungicide,Review needed - unclear target type,,,,,
Monilinia (blossom and twig blight,Blight,Disease,,1,Carb-O-Nator,,,,,,
Monilinia (blossom brown rot),Rot Diseases,Disease,,1,Carb-O-Nator,,,,,,
Monilinia (blossom rot,Rot Diseases,Disease,,1,Carb-O-Nator,,,,,,
Monilinia (brown rot,Rot Diseases,Disease,,3,Carb-O-Nator,,,,,,
Monilinia (brown rot),Rot Diseases,Disease,,3,Carb-O-Nator,,,,,,
Monilinia (twig blight,Blight,Disease,,1,Carb-O-Nator,,,,,,
Monilinia Blight,Blight,Disease,,6,LPI.A005; Prothioconazole 4L; Sharda Bos. 25.2% + Pyra. 12.8% WG,,,,,,
Monilinia blight,Blight,Disease,,24,Imbrex Xemium Fungicide Technical; Cabrio® EG Fungicide; A253.03; AURELIA 480 SC; HM-2117 Fungicide,,,,,,
Monilinia blight and Mummy berry,Blight,Disease,,2,FLU+DFO,,,,,,
Monilinia blight and mummy berry,Blight,Disease,,30,Mibelya Fungicide; Endura Pro fungicide; Cevya Fungicide; Merivon Xemium Brand Fungicide; Luna Tranquility,,,,,,
Monilinia Blight and Mummyberry Blight,Blight,Disease,,6,Ravanis; Inspire Super; A253.05 [Vango ESQ],,,,,,
Monilinia blight and Mummyberry blight,Blight,Disease,,5,LIBERTY PYRAC-DCZ; A20259 Crop; A253.07; A253.02,,,,,,
Monilinia Blossom Blight,Blight,Disease,,4,Sharda Boscalid 70% WDG,,,,,,
Monilinia blossom blight,Blight,Disease,,9,Cabrio® EG Fungicide; LIBERTY PYRAC-PPZ; Endura Fungicide,,,,,,
Monilinia brown rot,Rot Diseases,Disease,,7,Botran 75-W; Botran P 5F Fungicide,,,,,,
Monilinia brown rot and blossom blight,Rot Diseases,Disease,,3,NEU1140F Copper Soap,,,,,,
Monilinia brown rot blossom blight,Rot Diseases,Disease,,4,VEGGIETURBO 5SC,,,,,,
Monilinia brown rot fruit rot,Rot Diseases,Disease,,4,VEGGIETURBO 5SC,,,,,,
Monilinia Diseases,Monilinia Diseases,Disease,,2,CAPTEVATE 68 WDG Fungicide,,,,,,
Monilinia fructicola,Monilinia fructicola,Other,,8,PHC 25279,Review needed - unclear target type,,,,,
Monilinia fructicola),Monilinia fructicola),Other,,8,PHC 25279,Review needed - unclear target type,,,,,
Monilinia laxa,Monilinia laxa,Other,,7,Iprodione 4L AG; PHC 25279,Review needed - unclear target type,,,,,
Monilinia rots,Rot Diseases,Disease,,2,FLU+DFO,,,,,,
Monilinia species,Monilinia species,Other,,1,Phobos FC,Review needed - unclear target type,,,,,
Monilinia species diseases,Monilinia species diseases,Disease,,4,AX TM-540,,,,,,
Monilinia spp,Monilinia spp,Other,,2,Mentor EC,Review needed - unclear target type,,,,,
Monilinia spp.,Monilinia spp.,Other,,66,ALSA Propiconazole 14.3 EC; ARMOUR-Zen 15%; Bumper 14.3 EC; Banner MAXX II; Alamo Fungicide,Review needed - unclear target type,,,,,
Monilinia spp. (Blossom and Fruit Blight),Blight,Disease,,1,PROPICONAZOLE 14.3% ME,,,,,,
Monilinia spp. (Blossom blight),Blight,Disease,,3,Propicon 14.3 ME,,,,,,
Monilinia spp. (Brown Rot),Rot Diseases,Disease,,2,PROPICONAZOLE 14.3% ME,,,,,,
Monilinia spp. (Brown rot),Rot Diseases,Disease,,3,Propiconazole 1.3 ME T&O,,,,,,
Monilinia spp. (brown rot/blossom blight),Rot Diseases,Disease,,8,ROMEO,,,,,,
Monilinia spp. (Flower blight),Blight,Disease,,9,A223.06; Colony; Quali-Pro Propiconazole 14.3 EC,,,,,,
Monilochaetes infuscans,Monilochaetes infuscans,Other,,1,Botran 75-W,Review needed - unclear target type,,,,,
Monochaetia,Monochaetia,Other,,5,Pentathlon DF Fungicide Dispersible Granules; PHOENIX WINGMAN; Pentathlon LF,Review needed - unclear target type,,,,,
Monosporascus cannonballus,Monosporascus cannonballus,Other,,2,QST 713 FS; SERENADE ASO,Review needed - unclear target type,,,,,
Moose,Moose,Other,,3,TRICO,Review needed - unclear target type,,,,,
Mormon Cricket,Mormon Cricket,Other,,18,Perma Guard Garden and Plant Protection Insecticide,Review needed - unclear target type,,,,,
Mormon cricket,Mormon cricket,Other,,4,Surround WP Agricultural Crop Protectant; SURROUND CF AGRICULTURAL CROP PROTECTANT,Review needed - unclear target type,,,,,
Mormon Crickets,Mormon Crickets,Other,,1,Bioceres EC,Review needed - unclear target type,,,,,
Mormon crickets,Mormon crickets,Other,,12,ISARID; NOFLY™ WP; LILLY MILLER® Grasshopper & Earwig Bait,Review needed - unclear target type,,,,,
