Original_Target,Count,Examples,Suggested_Simplified_Target,Target_Type,Notes
Leaf Roller Eggs,7,Leaf Life Gavicide Green 415,,,
Leaf Rollers,12,Fanfare 2 SC Insecticide/Miticide; Bifenthrin 17.15 FC; Fanfare 2EC; A110.04; Bifen 2EC Select Insecticide,,,
Leaf Rust,404,A223.02; A225.09; A223.05; A-Zox 50WDG; A225.08,,,
Leaf Scab,10,ArmorTech™ 462 F; Azoxystrobin 200 g/L + Tebuconazole 300 g/L SC Turf and Ornamental Fungicide,,,
Leaf Scabs,6,Andersons Golf Products Fungo Flo; Thiophanate-Methyl 50% WSB Fungicide; 3336 Plus Systemic Fungicide; Premium Systemic Fungicide,,,
Leaf Scorch,55,AG Copp 75; Avalaire T-Methyl 70 WSP; AX TFM 4.5 FL; AmeriCop 40 DF; Avalaire T-Methyl 4.5F,,,
Leaf Scorch (Diplocarpon),1,Quali-Pro™ 4.5,,,
Leaf Silvering,1,Midac FC,,,
Leaf Spot,551,A223.02; A223.05; 3 LB. COPPER FLOWABLE FUNGICIDE; A201.08; A225.08,,,
Leaf Spot (Cercospora brassicicola,3,Vismax Specialty,,,
Leaf Spot (Septoria albopucatata),1,Crop Protect Direct Propicon 3.6EC,,,
Leaf Spot (Septoria spp.),1,Crop Protect Direct Propicon 3.6EC,,,
Leaf Spot Blight,2,OLD BRIDGE BASIC COPPER SULFATE,,,
Leaf Spot Diseases,2,Postiva,,,
Leaf Spot and Blotch,65,A23089 Fungicide; Abound Flowable Fungicide; A19649 Crop; A225.13; A21461 Crop,,,
Leaf Spot and Stem Canker,53,A223.02; ALB 4010B; Avalaire AzoxyProp; Arysta Propiconazole 41.8 EC Fungicide; A225.08,,,
Leaf Spot and Stem canker,1,PPZ AG-EC Fungicide,,,
Leaf Spots,74,A225.09; A253.08; A-Zox 50WDG; A225.13; A253.05 [Vango ESQ],,,
Leaf Spots and Blights,60,Nufarm T-Methyl SPC 4.5 F Fungicide; FANATE 70WSB; 3336 EG; 3336 F; ArmorTech™ 462 F,,,
Leaf Spots and Blotches,3,A225.13; AZteroid FC 3.3,,,
Leaf Spots/Foliar Blights,22,Chlorothalonil 82.5 SDG; Quali-Pro Chlorothalonil DF; Chlorothalonil Flowable 720; A265.02; Daconil 720 Flowable Fungicide,,,
Leaf Tier,18,Perma Guard Garden and Plant Protection Insecticide,,,
Leaf and Bacterial Spots,3,TERRASTAT 22-S; Perasan OG; TERRASTAT 1522-S,,,
Leaf and Cane Spot,93,A223.02; A223.05; ALB 4010B; AmTide Propiconazole 41.8% EC Fungicide; A225.08,,,
Leaf and Cane Spots,1,Lilly Miller KOP-R-SPRAY Concentrate,,,
Leaf and Cane spot,11,C-O-C-S WDG; Sharda Propiconazole 41.8%; Fitness Fungicide; DREXEL Propiconazole 41.8 EC; Basic Kopper Sulfate,,,
Leaf and Stem Canker,1,AzoxyProZone,,,
Leaf and cane spot,7,NORDOX 30/30 WG; Propiczone; NORDOX Super Micronized Fungicide; Nordox 75 WG,,,
Leaf and fruit spot,3,NEU1140F Copper Soap,,,
Leaf and fruit spots,6,Cueva 2.4 Copper Soap; NEU1140F Copper Soap,,,
Leaf beetles,55,AmTide Imidacloprid 2F T&O; A171.13; Bane 75 WSP; IMI 2 LB Greenhouse & Nursery Insecticide; AXIMIDA 4#,,,
Leaf beetles (including Elm and Viburnum leaf beetles),2,LADA 1.0G Nursery Insecticide,,,
Leaf beetles (including Elm leaf & Viburnum leaf beetles),3,Mallet 2.5 G Insecticide,,,
Leaf beetles (including elm and viburnum leaf beetles),5,Merit 60 WSP Greenhouse and Nursery Insecticide,,,
Leaf blight,103,A20259 Crop; A23089 Fungicide; A225.05; A201.04; A201.06,,,
Leaf blight (Phomopsis spp.),1,Avalaire Myclobutanil 40 WSP,,,
Leaf blight (Pseudocercospora vitis),1,Revus Top,,,
Leaf blight/spots (Coccomyces hiemalis),1,Propiconazole Fungicide,,,
Leaf blights,2,OXYCOP DRY FUNGICIDE; Bonide Copper Spray or Dust,,,
Leaf blights/spots,1,Armor Tech PPZ 143 MC,,,
Leaf blotch,36,Andiamo; Affiance Fungicide; AG33037 B 3.4FL Fungicide; AG33037 A 3.4FL Fungicide; AG33037 C 3.4FL Fungicide,,,
Leaf blotch of apples,1,Novel 0.5% SC Fungicide,,,
Leaf bugs,1,IMA-jet 10%,,,
Leaf curl,165,Barrachlor Fungicide; AVALAIRE CHLOROTHALONIL 720 F; A265.02; A265.01; AX CHLOROTHALONIL,,,
Leaf curl (Taphrina deformans),4,Ensign 82.5%,,,
Leaf curl (Taphrina),2,Unicorn Multi-Purpose Fungicide,,,
Leaf cutter ants,1,Bug-Juice Insecticide Coating,,,
Leaf drop,1,Alphaset IPE,,,
Leaf feeding caterpillars,4,LAMBDA 0.5% CONCENTRATE; Dominion 1.47% Plus Lambda 0.5% Liquid; LAMBDA 0.002% READY TO USE,,,
Leaf footed bug,3,DoubleTake,,,
Leaf footed seed bugs,1,IMA-jet 10%,,,
Leaf hopper species,21,LIBERTY TEB-LAMBDA EC; Liberty Lambda-Cy 1 EC; Willowood Lambda-Cy 1EC,,,
Leaf hopper spp.,3,HERO Insecticide; Sharda Bifen. 11.25% + Zeta-Cyper. 3.75% EC; Brigadier Insecticide,,,
Leaf hoppers,10,ISARID; Safer Brand End All RTU,,,
Leaf miner,21,CruiserMaxx® Potato Extreme; Imida PC 2F Select; LPI Imidacloprid 2F Insecticide; LADA 2L TERMITICIDE/INSECTICIDE; Imidacloprid Plus Bifenthrin 1 + 1 SC,,,
Leaf miners,38,Ampl er; AG35814 C 8.5SL Insecticide; Cruiser® 70WS Insecticide; Actara 240 SC; Cheminova Malathion 57% Low VOC,,,
Leaf mold,54,A20259 Crop; A23089 Fungicide; A253.01; A19649 Crop; A20560 Crop Fungicide,,,
Leaf mold (Fulvia fulva),1,Revus Top,,,
Leaf mold of tomatoes,1,Novel 0.5% SC Fungicide,,,
Leaf retention,4,"VitaGib 40% Soluble Powder Plant Growth Regulator; Falgro 4L; ProGibb LV PLUS Plant Growth Regulator Solution; Progibb 40% Plant Growth Regulator, Water Soluble Granule",,,
Leaf rollers,21,Dominion 1.47% Plus Lambda 0.5% Liquid; Envi EC-X Emulsifiable Concentrate Insecticide; Bonide Lambda 0.5% Concentrate; Capture LFR Soil Insecticide; AX BIFEN LFR FC,,,
Leaf rust,181,A20259 Crop; A201.04; A19649 Crop; A18993 Fungicide; A201.06,,,
Leaf scabs,2,3336 70EG; Thiophanate-Methyl 45% F Fungicide,,,
Leaf scorch,34,BC18-WG; Agri-Life; AKOTOP 85 WG; A201.06; ALSA Propiconazole 14.3 EC,,,
Leaf scorch (Septoria spp.),2,Propiconazole Fungicide; Bumper 14.3 EC,,,
Leaf silvering,17,Advise 2FL; Avalaire Imidacloprid 2 SC; ADVISE FOUR; A171.06™; Dominion 4 LB,,,
Leaf skeletonizers,5,LAMBDA 0.5% CONCENTRATE; Dominion 1.47% Plus Lambda 0.5% Liquid; LAMBDA 0.002% READY TO USE; Bonide Lambda 0.5% Concentrate,,,
Leaf spot,411,A20259 Crop; A253.01; A225.05; A201.04; A201.06,,,
Leaf spot (Blumeriella jaapii),2,HELMSTAR PLUS SC,,,
Leaf spot (Cladosporium spp.),1,Bumper 14.3 EC,,,
Leaf spot (Mycosphaerella spp.),1,Avalaire Myclobutanil 40 WSP,,,
Leaf spot (Peacock),1,KOP-OXY 85,,,
Leaf spot (current season infection),1,Captan 4L,,,
Leaf spot (post-harvest),1,DREXEL Propiconazole 41.8 EC,,,
Leaf spot (postharvest),2,Captan 4L; Captan 50 Wettable Powder,,,
Leaf spot (severe),1,BORDO 13 WP,,,
Leaf spot and Stem Canker,1,Miravis Ace,,,
Leaf spot and Stem canker,9,Nufarm Propiconazole 41.8 EC Fungicide; Sharda Propiconazole 41.8%; Fitness Fungicide; Bumper 41.8 EC,,,
Leaf spot and blotch,36,FLU+DFO; LIBERTY PYRAC-DCZ; Endura Pro fungicide; Cabrio® EG Fungicide; Cevya Fungicide,,,
Leaf spot and stem canker,4,Propiczone; LIBERTY PYRAC-PPZ,,,
Leaf spots,54,Bacillus subtilis CX-9090; Bonide Vegetable Floral Dust; BmJ WG; A225.05; CX-9030,,,
Leaf spots & foliar blights,1,Echo 825,,,
Leaf spots and blights,1,3336 70EG,,,
Leaf spots and foliar blights,1,Chlorothalonil 720 Select,,,
Leaf spots/Foliar blights,6,Ensign 82.5%; Chlorothalonil 82.5 WDG; Daconil Zn Flowable Fungicide,,,
Leaf tier,1,Pyrenone Garden Spray,,,
Leaf tiers,1,Envi EC-X Emulsifiable Concentrate Insecticide,,,
Leaf-Curl,2,OLD BRIDGE BASIC COPPER SULFATE,,,
Leaf-feeding Insects,22,XPECTRO OD; Bioceres EC,,,
Leaf-feeding Lepidoptera,2,XPULSE,,,
Leaf-feeding beetles,4,A24902A Conc,,,
Leaf-feeding caterpillars,4,A24902A Conc,,,
Leaf-feeding insects,21,Bioceres,,,
Leaf-footed Bugs,6,Bifender FC 3.1; A110.05; Chemsico Insecticide Concentrate 22L; Sniper LFR,,,
Leaf-footed bug,5,Drexel L-C Insecticide; Sharda Gamma-Cyhalothrin 14.40% CS,,,
Leafcurl ash aphid,1,Tempo Concentrate Insecticide,,,
Leaffolders,1,TOLFENPYRAD 15SC Insecticide,,,
Leaffooted Bug,164,Avalaire Lambda-Cy 1 EC; Adama Lambda CY VC 223; A115.04; A115.02; Actylis Lambda-Cy Insecticide,,,
Leaffooted Bugs,85,ACETO BIFENTHRIN 2 EC; A198.01; A198.03; A110.03; 2016BIFENTHRIN,,,
Leaffooted bug,43,Baythroid XL; AZ Lambda 2ME; A177.04; Athena Insecticide; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,
Leaffooted bugs,10,VKM32 insect control; Sniper; Sharda Bifenthrin 2E; Fastac CS Insecticide,,,
Leaffooted plantbug,1,Warhawk ClearForm,,,
Leafhopper,391,Acephate90SP; Acephate 90EG; A110.08; Acephate 75 SP Homeowner; Acephate 90% WSP,,,
Leafhopper (Bean),3,Super K-GRO Malathion 50 Insect Spray,,,
Leafhopper (Potato),3,Super K-GRO Malathion 50 Insect Spray,,,
Leafhopper Species,6,F6126 EW Insecticide; HERO Insecticide,,,
Leafhopper species,245,Avalaire Lambda-Cy 1 EC; A115.04; AZ Lambda 2ME; AX LAMBDA-CY CRI; A115.02,,,
Leafhopper spp,8,Scorpion® 35SL Insecticide,,,
Leafhopper spp.,316,A198.01; Adama Lambda CY VC 223; A198.03; Athena Insecticide; Actylis Lambda-Cy Insecticide,,,
Leafhoppers,3435,A110.04; A110.03; 2016BIFENTHRIN; A110.05; 0.3% Bifenthrin Liquid Concentrate,,,
Leafhoppers & grasshoppers,8,Ninja Neem,,,
Leafhoppers & sharpshooters,1,MGK - 2905,,,
Leafhoppers (Aster),1,Evercide® 2.5 Permethrin Concentrate/Repellent,,,
Leafhoppers (Grape),6,Ortho Malathion 50 Insect Spray,,,
Leafhoppers (Potato),1,Evercide® 2.5 Permethrin Concentrate/Repellent,,,
Leafhoppers (Suppression Only),1,Sharda Indoxacarb 30% WDG,,,
Leafhoppers (including Glassy winged sharpshooter),9,LPI Imidacloprid 75WP Insecticide; LPI Imidacloprid 75WSP Insecticide,,,
Leafhoppers (including Glassy-winged Sharpshooter),1,RD 1648 Insecticide,,,
Leafhoppers (including Glassy-winged sharpshooter),9,Imidacloprid 75WSP Select; LPI Imidacloprid 2F Insecticide; Mallet 2.5 G Insecticide,,,
Leafhoppers (including glassy-winged sharp-shooter),4,Tide Imidacloprid 2F T&O,,,
Leafhoppers (including glassy-winged sharpshooter),64,IMI 4 lb Insecticide; Imidacloprid 2F T&O Insecticide; Imida PC 2F Select; IMI 1.47% Concentrate; IMI 2 lb Insecticide,,,
Leafhoppers (suppression only),1,AVAUNT,,,
Leafhoppers / Sharpshooters,10,VCP-034,,,
Leafhoppers / sharpshooters,8,Equil Imi 4F Insecticide,,,
Leafhoppers and sharpshooters,1,Sphynx,,,
Leafhoppers/Sharp-shooters,5,AmTide Imidacloprid 75% WDG Insecticide,,,
Leafhoppers/Sharpshooters,242,Advise 2FL; Avalaire Imidacloprid 2 SC; ADVISE FOUR; AmTide Imidacloprid 75% WDG Insecticide; Admire® 2 Flowable Insecticide,,,
Leafhoppers/Sharpshooters (Glassy-winged sharpshooter),10,A177.04,,,
Leafhoppers/Sharpshooters (including Glassy-winged sharpshooter),9,LEVERAGE 360 Insecticide,,,
Leafhoppers/sharpshooters,6,Imi 0.235; Dominion 4 LB,,,
Leafminer,260,A171.01™; A148.01 Insecticide; A110.08; A171.02; A110.05,,,
Leafminer (Adults),1,Sharda Bifen. 9.72% + Zeta-Cyper. 3.24% EC,,,
Leafminer (Dipteran),1,A122.03,,,
Leafminer (Liriomyza spp.),5,AX Oxamyl 24% SL,,,
Leafminer (Suppression Only),1,Sharda Indoxacarb 30% WDG,,,
Leafminer (adults),1,F6126 EW Insecticide,,,
Leafminer (suppression only),2,AVAUNT,,,
Leafminer Species,1,HERO Insecticide,,,
Leafminer larvae (Liriomyza species),1,DuPont Dermacor X-151,,,
Leafminer species,90,Bonide FT09; Avalaire Lambda-Cy 1 EC; A115.04; AX LAMBDA-CY CRI; A115.02,,,
Leafminer species (suppression only),4,AZ Lambda 2ME,,,
Leafminer spp,8,Scorpion® 35SL Insecticide,,,
Leafminer spp.,65,Bonide FT09; CSI Lambda 1EC; Adama Lambda CY VC 223; Athena Insecticide; Actylis Lambda-Cy Insecticide,,,
Leafminer/rosy apple aphid,1,SURROUND CF AGRICULTURAL CROP PROTECTANT,,,
Leafminers,1221,A110.05; A110.03; 2016BIFENTHRIN; 887 Multi-Use Insecticide Spray; 0.3% Bifenthrin Liquid Concentrate,,,
Leafminers (Adults),8,LAMBDA 0.5% CONCENTRATE; Sharda Zeta-Cypermethrin 9.15% EC; Sharda Clothianidin 23% SC (CRASH SC); Dominion 1.47% Plus Lambda 0.5% Liquid,,,
Leafminers (Dipteran),12,A122.01™; AX-NOVAL; ADA 11280 Insecticide; A122.03,,,
Leafminers (Larvae),3,Sharda Clothianidin 23% SC (CRASH SC),,,
Leafminers (Lepidopteran),10,A122.01™; ADA 11280 Insecticide; A122.03,,,
Leafminers (Lepidopterous),3,AX-NOVAL,,,
Leafminers (Liriomyza species),4,Cyclaniliprole 50SL Insecticide,,,
Leafminers (Liriomyza spp.),6,Cyclaniliprole 50SL Insecticide; PFR-97 10% ES,,,
Leafminers (Spotted and Western tentiform),1,A122.01™,,,
Leafminers (Suppression),5,Sharda Clothianidin 23% SC (CRASH SC); V-10170 5 FS Insecticide; SHARDA CLOTHIANIDIN 48% FS,,,
Leafminers (adult),7,V-10170 2.13 SC Insecticide; LAMBDA 0.002% READY TO USE; HM-1508 INSECTICIDE,,,
Leafminers (adults),15,EP152 EW Insecticide; F9114 EC Insecticide; A198.01; A198.03; F6578 EW Insecticide,,,
Leafminers (including Birch and Boxwood),3,Mallet 2.5 G Insecticide,,,
Leafminers (larvae),17,Spinner Insecticide; Shenzi SC Insecticide; Minecto Duo Insecticide; Chlorantraniliprole 47.85SC Insecticide; Plaid 70WG Insect Control,,,
Leafminers (larvae) (suppression),3,V-10170 2.13 SC Insecticide,,,
Leafminers (suppression),3,V-10170 2.13 SC Insecticide,,,
Leafmininers,1,BLACK FLAG Home Insect Control Concentrate,,,
Leafroller,115,Avalaire Diflubenzuron 2 L; A110.08; Avalaire Bifen FC; A110.05; BIFEN 25% EC,,,
Leafroller (Filbert,6,LPI Diflubenzuron 2L,,,
Leafroller (Fruit tree),5,Super K-GRO Malathion 50 Insect Spray,,,
Leafroller (Red-banded),5,Super K-GRO Malathion 50 Insect Spray,,,
Leafroller (Strawberry),5,Super K-GRO Malathion 50 Insect Spray,,,
Leafroller Eggs,1,Liberty 440 Supreme Spray Oil,,,
Leafroller species,197,Avalaire Lambda-Cy 1 EC; A115.04; AZ Lambda 2ME; AX LAMBDA-CY CRI; A115.02,,,
Leafroller spp.,199,Bonide FT09; Bonide Lambda 0.025% Dust; Adama Lambda CY VC 223; Athena Insecticide; Actylis Lambda-Cy Insecticide,,,
Leafrollers,920,A122.03; A110.03; A122.05; 2016BIFENTHRIN; 0.3% Bifenthrin Liquid Concentrate,,,
Leafrollers (European,6,A122.01™; AX-NOVAL,,,
Leafrollers (Fruit Tree),6,Ortho Malathion 50 Insect Spray,,,
Leafrollers (Oblique-Banded,1,Ecto B715 Insecticide,,,
Leafrollers (Oblique-banded,1,AX-NOVAL,,,
Leafrollers (Oblique-banded),5,A122.01™; UNICORN 2.5% Permethrin RTS; Evercide® 2.5 Permethrin Concentrate/Repellent; Permethrin 2.5 EWC,,,
Leafrollers (Pandemis,1,A122.01™,,,
Leafrollers (Red-Banded),6,Ortho Malathion 50 Insect Spray,,,
Leafrollers (Redbanded),3,Evercide® 2.5 Permethrin Concentrate/Repellent; UNICORN 2.5% Permethrin RTS; Permethrin 2.5 EWC,,,
Leafrollers (Strawberry),12,Ortho Malathion 50 Insect Spray,,,
Leafrollers (Tortrix),2,Dibrom 8 Emulsive,,,
Leafspot,16,SULFUR 6 FLOWABLE; Spray Oil 22E; Captan 38.75% FL; Spray Oil 15E; Helena Liquid Sulfur Six,,,
Leafspots,1,Bacillus subtilis CX-9090,,,
Leafspots & Foliar Blights,23,Chlorothalonil 90DF; ArmorTech CLT 825 DF; Echo Ultimate ETQ; Echo Lite; ArmorTech CLT 720 FL,,,
Leafspots and Foliar Blights,3,CTL + Ipro Turf and Ornamental Fungicide,,,
Leafspots/foliar blights,1,SA 50 Liquid Ornamental and Vegetable Flowable Fungicide,,,
Leaftiers,136,"Aerosol NEU1161 RTU; Chemsico Aerosol Insecticide GSF; LN 1% PY; Bonide Rose, Flower & Ornamental Insect Spray Ready-to-Use; Dairy & Livestock Spray Concentrate",,,
Leafy Knotweed,6,A313.01; LPI.A011; Comet Selective Herbicide,,,
Leafy spot,2,Bonide Vegetable Floral Dust,,,
Leafy spurge,3,OBTAIN 40% WDG Herbicide; Liberty Fluroxypyr Herbicide,,,
Leak,10,BC18-WG; NEATLAND SHIELD WG; Neatland Guard SC; Ridomil Gold MZ WG; Quadris Ridomil Gold SL,,,
Leak (Pythium spp.),1,Vireo WDG,,,
Leather Rot,48,A288.01; A225.09; Abound Flowable Fungicide; Aliette WDG Fungicide; A225.13,,,
Leather Rot (Phytophthora cactorum),3,OxiPhos,,,
Leather rot,26,Metalaxyl 2E AG; NUP-08099; A216.03; Helmstar Fungicide; Mefenoxam 2E,,,
Leather rot (Phytophthora cactorum),1,MAXIPHITE Fungicide,,,
Leather rot (Phytophthora spp.),1,Forum Fungicide,,,
Leathers,1,BONIDE Pyrethrin Concentrate 60-6,,,
Lecanium Scale,174,Avalaire Pyriprox 0.86 EC; AX PYRIPROXYFEN 0.86 EC; A118.01; A118.04; AVALAIRE PYRIPROXYFEN 0.86 EC,,,
Lecanium Scale (Crawlers),6,Sharda Bifen. 11.25% + Zeta-Cyper. 3.75% EC; Discipline 2EC; FG14002-80; Bifenthrin 2E; 2016BIFENTHRIN,,,
Lecanium Scale (crawlers),7,F7293-1 Dust Insecticide; BIFENTURE 10DF Insecticide/Miticide; Capture LFR Soil Insecticide; A110.04; A110.03,,,
Lecanium Scales,32,AX PYRIPROXYFEN 35 WSB; A118.02; Avalaire Pyriproxyfen 35 WSP,,,
Lecanium scale,8,TOLFENPYRAD 15SC Insecticide; SEVIN 80 Solupak; AX BIFEN LFR FC; Sniper LFR; Tolfenpyrad 15EC Insecticide,,,
Lecanium scale (crawlers),13,BIFENTHRIN LFC 1.5; F4120-1; Brigade WSB Insecticide/Miticide; F6126 EW Insecticide; Bifenture LFC Insecticide,,,
Lepidoptera,9,CINNACURETM A300S; Cyclaniliprole 50SL Insecticide; Cyclaniliprole 50SL Ornamental Insecticide; Ax Zeta-Cyper 915,,,
Lepidoptera caterpillars and larvae,15,PFR-97 20% WP; PFR-97 10% ES,,,
Lepidoptera larvae,25,Captiva®; Captiva Prime; GH CMT,,,
Lepidoptera pests,22,Dipel DF Biological Insecticide Dry Flowable,,,
Lepidopteran Larvae,7,Basin®,,,
Lepidopteran foliage feeding caterpillars,2,A167.02; MANA Diflubenzuron 2L,,,
Lepidopteran larvae,50,Javelin WG 2; Javelin WG; Condor,,,
Lepidopteran pests,2,Sympatico WG Biological Insecticide Wettable Granule,,,
Lepidopterous Larvae,3,Fury 1.5 EW Insecticide; Unicorn Multi-Use .25% Permethrin Dust,,,
Lepidopterous foliage feeding caterpillars,1,A167.02,,,
Lepidopterous larva,2,Drexel Chlorpyrifos 4E-AG,,,
Lepidopterous larvae,37,Entrust SC; Btk32 Biological Insecticide; Entrust; Delegate WG; Pilot 4E,,,
Lepidopterous miners,1,MANA Diflubenzuron 2L,,,
Leptoglossus spp.,2,Metabrom 100,,,
Leptosphaeria,5,Pentathlon DF Fungicide Dispersible Granules; PHOENIX WINGMAN; Pentathlon LF,,,
Leptosphaerulma Leaf Spot,1,GWN-4620,,,
Lesion,15,Paladin; Paladin Pic-21; Paladin EC,,,
Lesion (Pratylenchus spp.),20,Fluensulfone 480EC,,,
Lesion Nematode,56,VBC-90062 Nematicide; Oxamyl 24% SL; AX Oxamyl 24% SL; Oxamyl 42% SL; OutReach SC Nematicide,,,
Lesion nematode,93,BAFI TW; Salibro; DuPont™ Vydate® C-LV; Oxamyl 42 Insecticide/Nematicide; Salibro CA,,,
Lesion nematode (Pratylenchus spp.),2,Votivo 240 FS,,,
Lesion nematodes,39,LALNIX ACT DC; GRANDEVO; Biostat 10% WP; DiTera ES Biological Nematicide,,,
Lesion nematodes (Pratylenchus spp.),3,TRI-CON 80/20,,,
Lesser Apple Worm,42,ArVida 70 WP; Acetamiprid Concentrate Insecticide; Avalaire Acetamip 30 SG; AG35814 R334.2 70 WP Insecticide; ASSAIL® 70 WP Insecticide,,,
Lesser Appleworm,176,A198.01; A122.03; A115.04; A122.05; A115.02,,,
Lesser Appleworms,4,Chemsico Insecticide Concentrate 22L; Sharda Lambda-Cyhalothrin 120 EC,,,
Lesser Grain Beetles,4,Entech Fog-10 Space Spray; PYRENONE 3-15 Space Spray,,,
Lesser Peach Tree Borer,97,Bonide® RTU Vegetable & Ornamental Insect Spray; A198.01; A198.03; BONIDE BONTOX MULTI-PURPOSE INSECTICIDE CONCENTRATE; Ax Zeta-Cyper 915,,,
Lesser Peachtree Borer,45,Agrisel Tengard Pro Termiticide/Insecticide; A122.03; ADA 11280 Insecticide; AMBUSH 25W Insecticide Water Soluble Pack; A122.05,,,
Lesser Peachtree Borers,1,Ecto B715 Insecticide,,,
Lesser appleworm,73,A152.03; A152.02; A197.05; A132.01; A177.04,,,
Lesser peach tree borer,65,Baythroid XL; Drexel Chlorpyrifos 4E-AG; A177.04; ARCTIC® 3.2 EC; Baythroid 2 Emulsifiable Pyrethroid Insecticide,,,
Lesser peach twig borer,1,Malathion 8,,,
Lesser peachtree borer,20,MGK 74731; Isomate LPTB Plus; MGK® 74721; EVERCIDE® Permethrin Dust 2786; AX-NOVAL,,,
Lesser peachtree borer (Synanthedon pictipes),5,ISOMATE®-PTB DUAL,,,
Lesser peachtree borers,13,Ecto B736 Insecticide; Bonide Eight Insect Control Yard & Garden Ready To Spray; Permethrin 10 E.W.C.; Bonide Eight Insect Control Concentrate; Hi-Yield Kill-A-Bug II,,,
Lesser webworm,3,SEVIN 80 Solupak; Sevin XLR PLUS Carbaryl Insecticide,,,
Lesser webworms,2,Drexel Carbaryl 4L,,,
Lettuce,43,Clean Slate®; CLOPYR AG; BLASTWAVE 480 SC; A229.02; A335.05,,,
Lettuce Drop,3,Companion® Maxx Liquid Biological Fungicide; PHC 25279,,,
Lettuce aphid,10,AG35802-A B 50 WDG Insecticide; Endeavor; A151.01; Avalaire Pymetrozine; AG35802-a C 50 WDG Insecticide,,,
Lettuce downy mildew,2,Priaxor Xemium Brand Fungicide; Merivon Xemium Brand Fungicide,,,
Lettuce drop,5,Priaxor Xemium Brand Fungicide; DuPont™ Aproach®; Endura Pro fungicide; VEGGIETURBO 5SC,,,
Lettuce drop (Sclerotinia minor),1,Sercadis Xemium Brand Fungicide,,,
Lettuce drop (Sclerotinia sclerotiorum),1,Sercadis Xemium Brand Fungicide,,,
Lettuce drop caused by Sclerotinia minor,1,Merivon Xemium Brand Fungicide,,,
Leveillula,1,Carb-O-Nator,,,
Leveillula (powdery mildew),2,Carb-O-Nator,,,
Leveillula Taurica/Oidiopsis Taurica,6,Vismax Specialty,,,
Lewis Mite,30,Basin®; BASIN-T,,,
Lewis Spider Mite,7,TetraSan EZ Miticide/Ovicide; A221.04,,,
Lewis mite,2,Floramite; Sysstem Ready BLUE,,,
Lice,43,PyGanic Crop Protection EC 5.0; Envi EC-X Emulsifiable Concentrate Insecticide; PYGANIC Crop Protection EC 1.4; Dairy & Livestock Spray Concentrate; BONIDE Pyrethrin Concentrate 60-6,,,
Lichen,7,CUPROQUIM NU-COP 40DF; Basic Copper 50 HB; Copper Hydroxide 20% DF; 3 LB. COPPER FLOWABLE FUNGICIDE; COC WP,,,
Light Brown Apple Moth,35,SPLAT LBAM HD-O; Bioprotec PLUS; CheckMate LBAM-F; Agree WG; Sharda Indoxacarb 30% WDG,,,
Light brown apple moth,209,A197.05; A132.01; Altacor Insect Control; Avalaire Methoxy 2F; AVAUNT,,,
Light-brown apple moth,6,Crymax®,,,
Lilac Borer,1,Hi-Yield 10% Permethrin Concentrate,,,
Lilac borer,7,ISOMATE® P Pheromone,,,
Limonius sp.,1,Sepresto 75 WS,,,
Linaria vulgaris,8,F6285 4F CAL Herbicide,,,
Linden Aphid,3,TRISTAR 8.5 SL INSECTICIDE,,,
Liriomyza Leafminer,6,Averland FC; VCP-030,,,
Liriomyza Leafminers,6,F9318; VCP-030,,,
Liriomyza leafminer,15,ABBA 0.15 ME; ABACUS LoV/ABACUS V; Abamectin 0.15 EC Select; Willowood Abamectin 0.15EC,,,
Liriomyza leafminers,112,A152.02; A131.01; A131.02; A131.04; A131.03,,,
Liriomyza spp. Leafminer,7,Willowood Oxamyl L; Vydate L,,,
Listed Broadleaf Weeds,20,NNH-1792 SC Herbicide/Defoliant,,,
Listed Insect Pests,2,Pyganic® Crop Protection EC 5.0II,,,
Listed Weeds,8,Strada Herbicide,,,
Listed broadleaf weeds,29,ET® Herbicide/Defoliant,,,
Listed insect pests,74,NEU1161; PYROL-O; F6130 G Insecticide,,,
Listed insect pests as specified on label,1,LYNX EC 1.4,,,
Listed insects,44,PYROCIDE® Home and Garden Spray 74403; NEU1138I CONCENTRATE; SOUTHERN PREEN PLUS BIFENTHRIN; Ortho ZB Granules,,,
Listeria monocytogenes,32,Victory; ProduceMaxx; Antimicrobial Fruit & Vegetable Treatment,,,
Listroderes spp.,2,Metabrom 100,,,
Little,1,A229.02,,,
Little Leaf Notcher,37,A198.01; A110.04; A110.03; A110.08; A110.05,,,
Little Leaf Notcher (Artipus floridanus),4,Imidacloprid Plus Bifenthrin 1 + 1 SC; Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC; Brigadier Insecticide,,,
Little Leaf Notchers,3,2016BIFENTHRIN; FG14002-80; Discipline 2EC,,,
Little Yellow,1,Tempo Concentrate Insecticide,,,
