Simplified_Target,Target_Type,Total_Count,Original_Targets
Uniform opening and coloring,Other,2,Uniform opening and coloring
Sprout growth retardation,Other,2,Sprout growth retardation
Anthracnose (Colletotrichum orbiculare,Insect,2,Anthracnose (Colletotrichum orbiculare
nitrification,Other,2,nitrification
Squash bug species,Insect,2,Squash bug species
Squash bug spp.,Insect,2,Squash bug spp.
Blueberry,Other,2,Blueberry
nematodes),Other,2,nematodes)
Squash vine borer species,Insect,2,Squash vine borer species
mummy berry,Other,2,mummy berry
Stalk Borer spp.,Insect,2,Stalk Borer spp.
Stalk Borers,Insect,2,Stalk Borers
Uniform ripening and coloring without loosening,Other,2,Uniform ripening and coloring without loosening
pin cherry,Other,2,pin cherry
Stalk borer (before larvae bore into stalk or fruit),Insect,2,Stalk borer (before larvae bore into stalk or fruit)
Spiral Nematode,Other,2,Spiral Nematode
Span worm,Insect,2,Span worm
robust),Other,2,robust)
rindworms,Insect,2,rindworms
rindworm species complex,Insect,2,rindworm species complex
Weevil Adult,Insect,2,Weevil Adult
rice weevils,Insect,2,rice weevils
Sphaceloma,Other,2,Sphaceloma
Various foliar diseases,Disease,2,Various foliar diseases
redbanded,Other,2,redbanded
red stele,Other,2,red stele
red banded leaf roller,Insect,2,red banded leaf roller
Bog rushes,Weed,2,Bog rushes
raspberry fruitworm,Insect,2,raspberry fruitworm
American Shuckworm,Insect,2,American Shuckworm
purple scale,Insect,2,purple scale
purple nutsedge,Weed,2,purple nutsedge
primocane suckers,Other,2,primocane suckers
Boll Worms,Insect,2,Boll Worms
Anastrepha spp.,Other,2,Anastrepha spp.
potato vine desiccation,Other,2,potato vine desiccation
Weevil species (Adults),Insect,2,Weevil species (Adults)
Big bud,Other,2,Big bud
Whisker Mold,Disease,2,Whisker Mold
mealy bug,Insect,2,mealy bug
fruit tree leaf roller,Insect,2,fruit tree leaf roller
Anthracnose ripe rot,Insect,2,Anthracnose ripe rot
Stored Product Insects,Other,2,Stored Product Insects
Stored product insects (e.g.,Other,2,Stored product insects (e.g.
hornworm species,Insect,2,hornworm species
hickory nut plant bug species,Insect,2,hickory nut plant bug species
Strawberry Clipper Weevil,Insect,2,Strawberry Clipper Weevil
Blossom and Shoot Blast,Other,2,Blossom and Shoot Blast
grub,Insect,2,grub
Blossom & Shoot Blast (Pseudomonas),Other,2,Blossom & Shoot Blast (Pseudomonas)
Anthracnose leaf spot,Insect,2,Anthracnose leaf spot
green fruit worm,Insect,2,green fruit worm
greater peach tree borer,Insect,2,greater peach tree borer
insect pests,Other,2,insect pests
Tylenchulus semipenetrans,Other,2,Tylenchulus semipenetrans
Verticillium),Other,2,Verticillium)
Strawberry vine weevils,Insect,2,Strawberry vine weevils
Streptomyces spp.,Other,2,Streptomyces spp.
granary weevils,Insect,2,granary weevils
glassywinged sharpshooter,Other,2,glassywinged sharpshooter
garden webworm,Insect,2,garden webworm
garden symphylans,Other,2,garden symphylans
galinsoga,Other,2,galinsoga
fruittree,Other,2,fruittree
White campion,Other,2,White campion
Typiness,Other,2,Typiness
Undesirable vegetation,Other,2,Undesirable vegetation
Stink Bug (except Brown),Insect,2,Stink Bug (except Brown)
Stem Mildew,Disease,2,Stem Mildew
Stem and Bulb Nematode,Other,2,Stem and Bulb Nematode
Stem and cyst nematodes,Other,2,Stem and cyst nematodes
macadamia nut stink bug species,Insect,2,macadamia nut stink bug species
Blue mold (Penicillium expansum),Disease,2,Blue mold (Penicillium expansum)
lygus bug species,Insect,2,lygus bug species
Stimulate uniform sprouting,Other,2,Stimulate uniform sprouting
looper spp.,Other,2,looper spp.
Sting nematode (Belonolamus spp.),Other,2,Sting nematode (Belonolamus spp.)
locust,Other,2,locust
Anthracnose (Gnomonia leptostyla),Insect,2,Anthracnose (Gnomonia leptostyla)
lacanobia fruitworm,Insect,2,lacanobia fruitworm
lesser peach tree borer,Insect,2,lesser peach tree borer
Anthracnose (suppression),Insect,2,Anthracnose (suppression)
Stink Bugs (including Brown),Insect,2,Stink Bugs (including Brown)
lepidopterous larvae (maintenance only),Insect,2,lepidopterous larvae (maintenance only)
leaffooted bugs,Insect,2,leaffooted bugs
leaf rollers,Insect,2,leaf rollers
leaf hoppers,Insect,2,leaf hoppers
Blossom worm,Insect,2,Blossom worm
leaf,Other,2,leaf
Stink bugs (including Brown Marmorated Stink Bugs),Insect,2,Stink bugs (including Brown Marmorated Stink Bugs)
Vine Kill,Other,2,Vine Kill
Pear Psylla (summer),Other,2,Pear Psylla (summer)
Coloring,Other,2,Coloring
Gloeosporium (anthracnose,Insect,2,Gloeosporium (anthracnose
Proeulia spp.,Other,2,Proeulia spp.
Glover,Other,2,Glover
Promote return bloom,Other,2,Promote return bloom
Cranberry blossom weevil,Insect,2,Cranberry blossom weevil
Other Listed Insects Commonly Found on Ornamental Plants,Insect,2,Other Listed Insects Commonly Found on Ornamental Plants
Other Lepidopterous Larvae,Insect,2,Other Lepidopterous Larvae
Promote root growth,Other,2,Promote root growth
Leaf scorch (Septoria spp.),Other,2,Leaf scorch (Septoria spp.)
Cranberry Weevil (Adults),Insect,2,Cranberry Weevil (Adults)
Promotion of return bloom,Other,2,Promotion of return bloom
Other 2,Other,2,Other 2
Gloeosporium (gray bark,Other,2,Gloeosporium (gray bark
Promotion of staminate flowers,Other,2,Promotion of staminate flowers
Gloeosporium (anthracnose),Insect,2,Gloeosporium (anthracnose)
Leaf-Curl,Other,2,Leaf-Curl
Reduction of terminal growth and biomass production,Other,2,Reduction of terminal growth and biomass production
Pseudomonas Blossom Blast,Other,2,Pseudomonas Blossom Blast
Citrus scale,Insect,2,Citrus scale
Pseudomonas Slight,Other,2,Pseudomonas Slight
Diaporthe citri,Other,2,Diaporthe citri
Oregon voles (M. oregoni),Vertebrate,2,Oregon voles (M. oregoni)
Pseudoperonospora cubensis,Other,2,Pseudoperonospora cubensis
Pseudopeziza,Other,2,Pseudopeziza
California red scales,Insect,2,California red scales
California red scale (suppression),Insect,2,California red scale (suppression)
Psyllid (suppression only),Other,2,Psyllid (suppression only)
Oregon Vole,Vertebrate,2,Oregon Vole
Glassy winged sharpshooter,Other,2,Glassy winged sharpshooter
Psyllid spp,Other,2,Psyllid spp
Psyllid spp (suppression only),Other,2,Psyllid spp (suppression only)
Citrus root weevils,Insect,2,Citrus root weevils
California redscale (crawlers),Insect,2,California redscale (crawlers)
Cranberry blossomworm,Insect,2,Cranberry blossomworm
Other foliar diseases,Disease,2,Other foliar diseases
Pandemis,Other,2,Pandemis
Palmer Amaranth,Insect,2,Palmer Amaranth
Potato leafroll virus,Disease,2,Potato leafroll virus
Pacific Spider),Insect,2,Pacific Spider)
Pacific Spider and Twospotted Spider),Insect,2,Pacific Spider and Twospotted Spider)
Oyster Scale,Insect,2,Oyster Scale
Oxeye daisy,Other,2,Oxeye daisy
Cranberry fruitworm (Acrobasis vaccinii),Insect,2,Cranberry fruitworm (Acrobasis vaccinii)
Overwintering Spores,Other,2,Overwintering Spores
Canada thistle (suppression),Weed,2,Canada thistle (suppression)
Grape vine root borer (adult),Insect,2,Grape vine root borer (adult)
Canada thistle (suppression only),Weed,2,Canada thistle (suppression only)
Grape species,Other,2,Grape species
Grape root borer,Insect,2,Grape root borer
Grape leaf skeletonizers,Other,2,Grape leaf skeletonizers
Other seedborne fungi causing seed decay and damping-off,Other,2,Other seedborne fungi causing seed decay and damping-off
Grape colaspis larvae,Insect,2,Grape colaspis larvae
Grape Vine Root Borer (Adults),Insect,2,Grape Vine Root Borer (Adults)
Leaf curl (Taphrina),Other,2,Leaf curl (Taphrina)
Prairie voles (M. ochrogaster),Vertebrate,2,Prairie voles (M. ochrogaster)
Campylomma (mullein plant bug),Insect,2,Campylomma (mullein plant bug)
Pre-Harvest Fruit Drop Control,Other,2,Pre-Harvest Fruit Drop Control
Grape Phylloxera spp. (suppression),Other,2,Grape Phylloxera spp. (suppression)
Pre-harvest fruit drop (D’Anjou),Other,2,Pre-harvest fruit drop (D’Anjou)
Preharvest desiccation,Other,2,Preharvest desiccation
Cranberry borers,Insect,2,Cranberry borers
Grape Cane Borer,Insect,2,Grape Cane Borer
Preharvest fruit cracking suppression,Other,2,Preharvest fruit cracking suppression
California voles (M. californicus),Vertebrate,2,California voles (M. californicus)
Psyllid spp. (suppression only),Other,2,Psyllid spp. (suppression only)
California pearslug,Other,2,California pearslug
Puccinia,Other,2,Puccinia
Fungus Gnat larvae,Insect,2,Fungus Gnat larvae
Cottony Peach Scales,Insect,2,Cottony Peach Scales
Fungal growth,Disease,2,Fungal growth
Disinfection,Disease,2,Disinfection
Cabbage Webworms,Insect,2,Cabbage Webworms
Lepidopteran pests,Other,2,Lepidopteran pests
Fungal Leaf Scorch,Disease,2,Fungal Leaf Scorch
Red scales,Insect,2,Red scales
Lepidopterous larva,Other,2,Lepidopterous larva
Red-Banded Leaf Roller,Insect,2,Red-Banded Leaf Roller
Fruit/Seed Set,Other,2,Fruit/Seed Set
Fruit worm,Insect,2,Fruit worm
Redneck cane borer,Insect,2,Redneck cane borer
Odor and slime forming bacteria,Disease,2,Odor and slime forming bacteria
Leptoglossus spp.,Other,2,Leptoglossus spp.
Fruit size increase,Other,2,Fruit size increase
Fruit size improvement,Other,2,Fruit size improvement
Fruit set stimulation,Other,2,Fruit set stimulation
Fruit set reduction,Other,2,Fruit set reduction
C. lagenarium),Other,2,C. lagenarium)
Fruit set induction,Other,2,Fruit set induction
Obscure root weevil,Insect,2,Obscure root weevil
Obscure Root Weevil,Insect,2,Obscure Root Weevil
Obliquebanded Leaf roller,Insect,2,Obliquebanded Leaf roller
Reduce fruiting,Other,2,Reduce fruiting
Cotton Fleahopper,Insect,2,Cotton Fleahopper
Lesion nematode (Pratylenchus spp.),Disease,2,Lesion nematode (Pratylenchus spp.)
Reduce rind creasing and delay rind aging,Other,2,Reduce rind creasing and delay rind aging
Oakroot Fungus,Disease,2,Oakroot Fungus
Oak webworm,Insect,2,Oak webworm
Olive scales (Parlatoria scales),Insect,2,Olive scales (Parlatoria scales)
Omnivorous Leaf Roller,Insect,2,Omnivorous Leaf Roller
California pear slug,Other,2,California pear slug
Diplodia natalensis,Other,2,Diplodia natalensis
Orange-striped oakworm,Insect,2,Orange-striped oakworm
Diaprepes root weevil (Diaprepes abbreviatus),Insect,2,Diaprepes root weevil (Diaprepes abbreviatus)
Purplestem Beggarticks,Other,2,Purplestem Beggarticks
California Vole,Vertebrate,2,California Vole
California Scale,Insect,2,California Scale
Geotrichum citri-aurantii,Insect,2,Geotrichum citri-aurantii
Putnam scale,Insect,2,Putnam scale
California Red,Other,2,California Red
Garden webworms,Insect,2,Garden webworms
Garden Webworms,Insect,2,Garden Webworms
Pythium Leak (Pythium spp.),Other,2,Pythium Leak (Pythium spp.)
Orange dog,Other,2,Orange dog
Garden Tortrix,Other,2,Garden Tortrix
Dieback,Other,2,Dieback
Garden,Other,2,Garden
Orange Cane Blotch,Other,2,Orange Cane Blotch
Fusicoccum (Godronia) Canker,Disease,2,Fusicoccum (Godronia) Canker
Quality and yield improvement,Other,2,Quality and yield improvement
Leaf-feeding Lepidoptera,Other,2,Leaf-feeding Lepidoptera
Raisin production,Other,2,Raisin production
Raisin production maturity,Other,2,Raisin production maturity
Cracking and Dyeing,Other,2,Cracking and Dyeing
Omnivorous leaf roller,Insect,2,Omnivorous leaf roller
Raspberry (briar),Other,2,Raspberry (briar)
Fusarium Seed-Piece Decay,Other,2,Fusarium Seed-Piece Decay
Raspberry crown borers,Insect,2,Raspberry crown borers
Raspberry fruitworms,Insect,2,Raspberry fruitworms
Cladosporium fulvum,Other,2,Cladosporium fulvum
Diplocarpon rosae,Other,2,Diplocarpon rosae
Cranberry spanworm,Insect,2,Cranberry spanworm
Delay rind aging and reduce physiological disorders,Other,2,Delay rind aging and reduce physiological disorders
Leaf Folder,Other,2,Leaf Folder
Increased yield per acre,Other,2,Increased yield per acre
Chinquapin navel orangeworm,Insect,2,Chinquapin navel orangeworm
Italian (annual),Other,2,Italian (annual)
Phylloxera species (leaf infestations),Other,2,Phylloxera species (leaf infestations)
Cercospora (Cercospora arachidicola),Other,2,Cercospora (Cercospora arachidicola)
Hornets,Other,2,Hornets
Pecan leaf phyloxera,Other,2,Pecan leaf phyloxera
Pecan leaf phylloxeras,Other,2,Pecan leaf phylloxeras
Hickory shuckworms,Insect,2,Hickory shuckworms
Cross-striped Cabbage Worm,Insect,2,Cross-striped Cabbage Worm
Phytophthora damping-off,Other,2,Phytophthora damping-off
Phytophthora fragariae (Red Stele),Other,2,Phytophthora fragariae (Red Stele)
Celery leaf tiers,Other,2,Celery leaf tiers
Italian Pear Scale crawlers,Insect,2,Italian Pear Scale crawlers
Phytophthora sp,Other,2,Phytophthora sp
Cyperus esculentus,Other,2,Cyperus esculentus
Phytophthora trunk canker,Disease,2,Phytophthora trunk canker
Pecan casebearer spp.,Other,2,Pecan casebearer spp.
Pickle Worms,Insect,2,Pickle Worms
Hickory Shuckworm (Cydia caryana),Insect,2,Hickory Shuckworm (Cydia caryana)
Citricola scale (suppression),Insect,2,Citricola scale (suppression)
Pierce’s Disease,Disease,2,Pierce’s Disease
Pillbug,Insect,2,Pillbug
Citricola scales,Insect,2,Citricola scales
Jim Hill (tumble),Other,2,Jim Hill (tumble)
Jointvetch,Other,2,Jointvetch
Pecan LeafPhylloxera,Other,2,Pecan LeafPhylloxera
Citrocloa Scale,Insect,2,Citrocloa Scale
Citrocola Scale,Insect,2,Citrocola Scale
Pine Needleminer,Insect,2,Pine Needleminer
Cylindrocladium spp.,Other,2,Cylindrocladium spp.
Hornworms (Manduca quinquemaculata),Insect,2,Hornworms (Manduca quinquemaculata)
Hemicycliophor,Other,2,Hemicycliophor
Phomopsis Cane and Twig Borer,Insect,2,Phomopsis Cane and Twig Borer
Increase berry size with minimal harvest delay,Other,2,Increase berry size with minimal harvest delay
Cherry fruitworm species,Insect,2,Cherry fruitworm species
Cherry fruitworm (Grapholita packardi),Insect,2,Cherry fruitworm (Grapholita packardi)
Pepino mosaic virus,Disease,2,Pepino mosaic virus
Penicillium decays,Other,2,Penicillium decays
Increase berry set,Other,2,Increase berry set
Cherry laurel leaftier,Other,2,Cherry laurel leaftier
Pepper Weevil (Adults),Insect,2,Pepper Weevil (Adults)
Increase length of lateral bloom pedicels,Other,2,Increase length of lateral bloom pedicels
Pecan weevils,Insect,2,Pecan weevils
Pepper Weevil (adult),Insect,2,Pepper Weevil (adult)
Pepper weevil (adult) (suppression only),Insect,2,Pepper weevil (adult) (suppression only)
Pepper weevils (adults),Insect,2,Pepper weevils (adults)
Pecan stem phylloxeras,Other,2,Pecan stem phylloxeras
Cherry (except black),Other,2,Cherry (except black)
Curculios,Other,2,Curculios
Phaeoacremonium aleophilum,Other,2,Phaeoacremonium aleophilum
Crown canker,Disease,2,Crown canker
Increased flower bud development,Other,2,Increased flower bud development
Pecan spittlebugs,Insect,2,Pecan spittlebugs
Imported cabbage worms,Insect,2,Imported cabbage worms
Phaeomoniella spp.,Other,2,Phaeomoniella spp.
Cut worms,Insect,2,Cut worms
Pharaoh,Other,2,Pharaoh
Ice-nucleating bacteria,Disease,2,Ice-nucleating bacteria
Chaff,Other,2,Chaff
Pecan phylloxera spp.,Other,2,Pecan phylloxera spp.
Increased fruit retention and yield,Other,2,Increased fruit retention and yield
Phoma lingam,Other,2,Phoma lingam
Pine needleminers,Insect,2,Pine needleminers
Pine voles (M. pinetorum),Vertebrate,2,Pine voles (M. pinetorum)
Leaf Curl (suppression),Other,2,Leaf Curl (suppression)
Melon-worm,Insect,2,Melon-worm
Greenhouse),Other,2,Greenhouse)
Podosphaera xanthii and Leveillula taurica),Insect,2,Podosphaera xanthii and Leveillula taurica)
Podospheara,Other,2,Podospheara
Green striped mapleworm,Insect,2,Green striped mapleworm
Pomegranate Budworm,Insect,2,Pomegranate Budworm
Decrease June drop,Other,2,Decrease June drop
Poor root growth,Other,2,Poor root growth
Poplar tentmaker,Other,2,Poplar tentmaker
Citrus Canker (suppression only),Disease,2,Citrus Canker (suppression only)
Citrus Greening,Other,2,Citrus Greening
Poronospora pepo,Other,2,Poronospora pepo
Laconobia,Other,2,Laconobia
Laconobia fruitworm species,Insect,2,Laconobia fruitworm species
Green Stinkbug,Insect,2,Green Stinkbug
Ladythumb,Other,2,Ladythumb
Lady’s-thumb,Other,2,Lady’s-thumb
Peach Twigborer,Insect,2,Peach Twigborer
Post-harvest sanitization,Other,2,Post-harvest sanitization
Peach Twig Borer spp.,Insect,2,Peach Twig Borer spp.
Larger,Other,2,Larger
Citrus Root Weevil,Insect,2,Citrus Root Weevil
Green Citrus Root Weevil,Insect,2,Green Citrus Root Weevil
Leaf Alternaria,Other,2,Leaf Alternaria
Citrus Snow Scale,Insect,2,Citrus Snow Scale
Potato Leaf Roll Virus,Disease,2,Potato Leaf Roll Virus
Gray mold (tank mix),Disease,2,Gray mold (tank mix)
Gray mold (Botrytis cinerea),Disease,2,Gray mold (Botrytis cinerea)
Citrus peel miner,Insect,2,Citrus peel miner
Potato Y Virus,Disease,2,Potato Y Virus
Plum Curculio (larvae),Insect,2,Plum Curculio (larvae)
Plum Curculio (Adults),Other,2,Plum Curculio (Adults)
June drop,Other,2,June drop
Pear Borer,Insect,2,Pear Borer
Cross striped cabbageworm,Insect,2,Cross striped cabbageworm
Pearly everlasting,Other,2,Pearly everlasting
Helicotylenchus,Other,2,Helicotylenchus
Pistillate flower abortion (PFA),Other,2,Pistillate flower abortion (PFA)
Pear slugs,Other,2,Pear slugs
Harvester ants,Insect,2,Harvester ants
Katydid Grasshoppers,Insect,2,Katydid Grasshoppers
Cross Striped Cabbageworm,Insect,2,Cross Striped Cabbageworm
Pear psylla (suppression only),Other,2,Pear psylla (suppression only)
Cashew leaffooted bug,Insect,2,Cashew leaffooted bug
Crop reduction,Other,2,Crop reduction
Hard and Soft Scales,Insect,2,Hard and Soft Scales
Casebearer,Other,2,Casebearer
Carrot weevils (adults),Insect,2,Carrot weevils (adults)
Carrot weevils,Insect,2,Carrot weevils
Kudzu Bug,Insect,2,Kudzu Bug
Pear Psyllas,Other,2,Pear Psyllas
Pear Psylla spp.,Other,2,Pear Psylla spp.
Hairy Fleabane,Other,2,Hairy Fleabane
Pear Psylla Nymphs (suppression),Insect,2,Pear Psylla Nymphs (suppression)
Pear Psylla (suppression),Other,2,Pear Psylla (suppression)
Plant bugs/Lygus,Insect,2,Plant bugs/Lygus
Pear Psylla (suppression only),Other,2,Pear Psylla (suppression only)
Plant height and leaf length,Insect,2,Plant height and leaf length
Lacanobia,Other,2,Lacanobia
Pear Leaf Midge,Insect,2,Pear Leaf Midge
Plantbug (lygus spp),Insect,2,Plantbug (lygus spp)
Deadnettle,Other,2,Deadnettle
Canopy growth,Other,2,Canopy growth
Reduced flowering and fruiting,Other,2,Reduced flowering and fruiting
Cadelies,Other,2,Cadelies
Removal of undesired fruit,Other,2,Removal of undesired fruit
Early uniform color development,Other,2,Early uniform color development
