Original_Target,Suggested_Simplified_Target and Disease Common Name,Target_Type,Crop/Specification,Causal organism,Count,Examples,Notes,,,,Count:,2584
Jacket Rot/Green Fruit Rot,Green Fruit Rot (Jacket Rot),Disease,,,12,Milagrum Plus; DISTINGUISH 480 SC FUNGICIDE; BACIX,,,,,,
Jacquemontia tamnifolia,Jacquemontia tamnifolia,Other,,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Japanese Bean Beetles,Japanese Beetles,Insect,,,6,Ortho Malathion 50 Insect Spray,,,,,,
Japanese Beetle,Japanese Beetles,Insect,,,713,A122.03; A115.04; A110.04; A110.08; A115.02,,,,,,
Japanese beetle,Japanese Beetles,Insect,,,430,Acti-Min FE; A197.05; A171.06™; A177.04; Admire® 2 Flowable Insecticide,,,,,,
Japanese Beetle (Adult),Japanese Beetles,Insect,,,99,A115.04; A110.08; A110.03; A110.05; A115.02,,,,,,
Japanese Beetle (adult),Japanese Beetles,Insect,,,22,ACETO BIFENTHRIN 2 EC; Bifenthrin 25.1% EC; A198.01; A198.03; Brigade WSB Insecticide/Miticide,,,,,,
Japanese beetle (adult),Japanese Beetles,Insect,,,70,ACETO BIFENTHRIN 2 EC; Aceto Bifenthrin 2E; Advise 2FL; Altacor Insect Control; Athena Insecticide,,,,,,
Japanese beetle (adults,Japanese Beetles,Insect,,,3,Willowood Imidacloprid 2SC; Imi 0.235; TRIMAX Insecticide,,,,,,
Japanese Beetle (Adults Feeding on Foliage),Japanese Beetles,Insect,,,1,VCP-034,,,,,,
Japanese Beetle (Adults),Japanese Beetles,Insect,,,9,Sharda Bifen. 11.25% + Zeta-Cyper. 3.75% EC; Ridgeback; Bifenthrin 2E; Midac FC; Sharda Bifen. 9.72% + Zeta-Cyper. 3.24% EC,,,,,,
Japanese Beetle (adults),Japanese Beetles,Insect,,,8,LADA 2F INSECTICIDE; Rotam Imidacloprid 70WG Insecticide,,,,,,
Japanese beetle (adults),Japanese Beetles,Insect,,,26,Imidacloprid 70DF; Couraze 4 Insecticide; LAMBDA 0.002% READY TO USE; Dominion 4 LB; Equil Imi 4F Insecticide,,,,,,
Japanese Beetle (Grubs),Japanese Beetles,Insect,,,1,AX BIFEN LFR FC,,,,,,
Japanese Beetle (grubs),Japanese Beetles,Insect,,,1,ACETO BIFENTHRIN 2 EC,,,,,,
Japanese beetle (grubs),Japanese Beetles,Insect,,,1,Sniper,,,,,,
Japanese Beetle (Larvae),Japanese Beetles,Insect,,,1,Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC,,,,,,
Japanese beetle (larvae),Japanese Beetles,Insect,,,6,Liberty Imidacloprid Bifenthrin; Liberty BIFEN-IMIDA 2-1 SC; Brigadier HPG Insecticide; SKYRAIDER; Brigadier Insecticide,,,,,,
Japanese Beetle (suppression),Japanese Beetles,Insect,,,4,Tetraniliprole SC 200 Insecticide AG; F4260-1 Insecticide,,,,,,
Japanese Beetle Adult,Japanese Beetles,Insect,,,6,Brigade 2EC Insecticide/Miticide; BIFEN 2EC AG INSECTICIDE/MITICIDE; Voliam Flexi®,,,,,,
Japanese Beetle Adults,Japanese Beetles,Insect,,,8,Fanfare 2 SC Insecticide/Miticide; Discipline 2EC; AgSaverTM Bifenthrin 2EC; FG14002-80; 2016BIFENTHRIN,,,,,,
Japanese beetle adults,Japanese Beetles,Insect,,,11,Super K-GRO Malathion 50 Insect Spray; Tolfenpyrad 15EC Insecticide; SEVIN,,,,,,
Japanese beetle and Oriental beetle),Japanese Beetles,Insect,,,1,TRIMAX Insecticide,,,,,,
Japanese Beetle Grub,Japanese Beetles,Insect,,,1,VCP-030,,,,,,
Japanese Beetle Grubs,Japanese Beetles,Insect,,,21,Argyle Insecticide; BIFEN 2EC AG INSECTICIDE/MITICIDE; 2016BIFENTHRIN; A110.05; Bifen 2EC Select Insecticide,,,,,,
Japanese beetle grubs,Japanese Beetles,Insect,,,12,Liberty Bifen FC; Capture LFR Soil Insecticide; F4120-1; Brigade 2EC Insecticide/Miticide; BIFEN 25% EC,,,,,,
Japanese beetle larvae,Japanese Beetles,Insect,,,4,VST-006330 EP,,,,,,
Japanese Beetles,Japanese Beetles,Insect,,,202,AgriDiatomSil; 0.5% PERMETHRIN AEROSOL SPRAY; Arena 50 WDG Insecticide; Assault II; 887 Multi-Use Insecticide Spray,,,,,,
Japanese beetles,Japanese Beetles,Insect,,,218,AmTide Imidacloprid 2F T&O; Avalaire Imidacloprid 2 SC; AmTide Imidacloprid 75% WDG Insecticide; A171.06™; AmTide Imidacloprid 2F Insecticide,,,,,,
Japanese Beetles (Adult),Japanese Beetles,Insect,,,1,Sharda Imidacloprid 11.3% + Bifenthrin 11.3% SC,,,,,,
Japanese Beetles (adult),Japanese Beetles,Insect,,,1,Bifenthrin 25.1% EC,,,,,,
Japanese beetles (adult),Japanese Beetles,Insect,,,6,Liberty Imidacloprid Bifenthrin; Liberty BIFEN-IMIDA 2-1 SC; SKYRAIDER; Imidacloprid Plus Bifenthrin 1 + 1 SC; Brigadier Insecticide,,,,,,
Japanese Beetles (Adults),Japanese Beetles,Insect,,,8,Sharda Lambda-Cyhalothrin 120 EC; BIFENTURE 10DF Insecticide/Miticide; Liberty Bifen SC; A110.03; Sharda Bifenthrin 17.15% LFC,,,,,,
Japanese beetles (Adults),Japanese Beetles,Insect,,,2,LAMBDA 0.5% CONCENTRATE; Dominion 1.47% Plus Lambda 0.5% Liquid,,,,,,
Japanese beetles (adults),Japanese Beetles,Insect,,,20,A171.13; LADA 1.0G Nursery Insecticide; Mallet®2F T&O Insecticide; Chemsico Insecticide Concentrate 16L; Merit 2 Greenhouse and Nursery Insecticide,,,,,,
Japanese Beetles Adults,Japanese Beetles,Insect,,,2,Bifenthrin 2EC; GCS Bifenthrin LFC,,,,,,
Japanese beetles adults,Japanese Beetles,Insect,,,1,Capture 2EC Insecticide/Miticide,,,,,,
Jerusalem artichoke,Jerusalem artichoke,Other,,,1,LIBERTY CLOP,Review needed - unclear target type,,,,,
Jim Hill,Jim Hill,Other,,,3,Omni Brand Metribuzin 4SC; Velpar® L CU,Review needed - unclear target type,,,,,
Jim Hill (tumble),Jim Hill,Other,,,2,Velpar DF CU,Review needed - unclear target type,,,,,
Jimsonweed,Jimsonweed,Weed,,,130,Avalaire Clopyralid 3 SL; A342.01; A339.01; A342.02; A335.05,,,,,,
jimsonweed,Jimsonweed,Weed,,,2,GF-1966; GF-2551,,,,,,
Joe-Pye-Weed,Joe-Pye-Weed,Weed,,,1,LIBERTY CLOP,,,,,,
Johnsongrass,Johnsongrass,Weed,,,57,Aceto Sulfosulfuron 75% WDGB Herbicide; A374.01; A363.01; Aceto Sulfosulfuron 75WDG Herbicide; A342.02,,,,,,
johnsongrass,Johnsongrass,Weed,,,2,Aceto Sulfosulfuron 75% WDGC Herbicide,,,,,,
Johnsongrass (from seed),Johnsongrass,Weed,,,13,FreeHand 1.75G Herbicide; Prodiamine Pro F 0.20% Herbicide,,,,,,
Johnsongrass (seedling),Johnsongrass,Weed,,,14,TIGRIS MTZ 4 F; Metribuzin 4L; Rim 25 Herbicide,,,,,,
Johnsongrass seedling,Johnsongrass,Weed,,,2,Sharda Metribuzin 75% DF; Willowood Clomazone 3ME,,,,,,
Jointed goatgrass,Jointed goatgrass,Weed,,,11,Battalion Pro,,,,,,
Jointvetch,Jointvetch,Other,,,2,V-10142 Ag Herbicide,Review needed - unclear target type,,,,,
Juncus spp.,Juncus spp.,Other,,,1,Rotam Mesotrione 480 SC,Review needed - unclear target type,,,,,
June Beetle,June Beetles,Insect,,,142,Adama Lambda CY VC 223; Avalaire Lambda-Cy 1 EC; A115.04; Argyle Insecticide; A115.02,,,,,,
June beetle,June Beetles,Insect,,,59,Acti-Min FE; Brigadier HPG Insecticide; AZ Lambda 2ME; Brigade 2EC Insecticide/Miticide; BIFEN 25% EC,,,,,,
june beetle,June Beetles,Insect,,,7,CHA 1525-03; CHA 1550-03,,,,,,
June Beetle (Adult),June Beetles,Insect,,,4,Karate Insecticide with Zeon Technology,,,,,,
June beetle (adult),June Beetles,Insect,,,1,Brigadier HPG Insecticide,,,,,,
June Beetle Grubs,June Beetles,Insect,,,1,Bifenthrin 2E,,,,,,
June Beetle species,June Beetles,Insect,,,50,Avalaire Lambda-Cy 1 EC; A115.04; AX LAMBDA-CY CRI; A115.02; Cyhella Insecticide,,,,,,
June beetle species,June Beetles,Insect,,,3,LIBERTY LAMBDA 2 ME; Bonide FT09; AZ Lambda 2ME,,,,,,
June Beetle spp.,June Beetles,Insect,,,22,Lambda Cyhalothrin 12.7% EC; CSI Lambda 1EC; Lambda Cyhalothrin 11.4% EC; Adama Lambda CY VC 223; Actylis Lambda-Cy Insecticide,,,,,,
June beetle spp.,June Beetles,Insect,,,4,Drexel L-C Insecticide; DECLARE; Sharda Gamma-Cyhalothrin 14.40% CS,,,,,,
june beetle spp.,June Beetles,Insect,,,1,CHA 1550-03,,,,,,
June Beetles,June Beetles,Insect,,,12,ACETO BIFENTHRIN 2 EC; Discipline 2EC; FG14002-80; Besiege Insecticide; 2016BIFENTHRIN,,,,,,
June beetles,June Beetles,Insect,,,9,Bonide Lambda 0.5% Concentrate; SEVIN 80 Solupak; Sevin XLR PLUS Carbaryl Insecticide; Carbaryl 4L; Sharda Bifenthrin 2E,,,,,,
June beetles (Adults),June Beetles,Insect,,,2,LAMBDA 0.5% CONCENTRATE; Dominion 1.47% Plus Lambda 0.5% Liquid,,,,,,
June beetles (adults),June Beetles,Insect,,,3,Chemsico Insecticide Concentrate 16L; LAMBDA 0.002% READY TO USE,,,,,,
June drop,June drop,Other,,,2,A573.01; Avalaire Prohex 27.5 WDG,Review needed - unclear target type,,,,,
Junglerice,Junglerice,Other,,,37,F7127 SE HERBICIDE; LIBERTY X-METCHLORBUZIN; LPI.A014; A335.05; FreeHand 1.75G Herbicide,Review needed - unclear target type,,,,,
juniper scale,Scales,Insect,Juniper,,5,Acme® Dormant Oil Spray,,,,,,
Kangaroo Rats,Kangaroo Rats,Vertebrate,,,2,Prozap Zinc Phosphide Pellets; ZP Rodent Bait AG,,,,,,
Katydid,Katydids,Other,,,82,A197.05; A198.01; A167.08; A198.03; A177.04,Review needed - unclear target type,,,,,
Katydid (Nymphs),Katydids,Insect,,,5,Sharda Indoxacarb 30% WDG,,,,,,
Katydid (nymphs),Katydids,Insect,,,27,E2Y45-848 insect control; Altacor Insect Control; EXCELIPROLE 4SC; AVAUNT; Chlorantraniliprole 47.85SC Insecticide,,,,,,
Katydid Grasshoppers,Katydids,Insect,,,2,LPI.A045,,,,,,
Katydid nymphs,Katydids,Insect,,,5,Altus; FDF 50 SL Concentrate; AVAUNT® eVo insect control,,,,,,
Katydids,Katydids,Other,,,132,A167.02; Ax Diflu WSG; Avalaire Diflubenzuron 2 L; Aerosol NEU1161 RTU; Agri-Flex Miticide/Insecticide,Review needed - unclear target type,,,,,
katydids,Katydids,Other,,,9,A1101.04; GF-1587 SC-NC; Captain Jack's Deadbug Brew Flower & Vegetable Garden Dust; A1101.19; Conserve SC Turf and Ornamental,Review needed - unclear target type,,,,,
Kentucky,Kentucky,Other,,,18,Willowood Pronamide 3.3SC; KERB 3.3 SC,Review needed - unclear target type,,,,,
Kentucky (perennial),Kentucky,Other,,,4,Velpar DF CU; Velpar® L CU,Review needed - unclear target type,,,,,
Kentucky bluegrass,Kentucky bluegrass,Weed,,,2,Tide Hexazinone 75 WDG,,,,,,
Kernel Rot,Kernel Rot,Disease,,,26,Biorend Cu; AG Copp 75; Champ Dry Prill; Badge SC; Badge X2,,,,,,
Kernel rot,Kernel Rot,Disease,,,9,ET-F; ALONGLIFE™; Agri-Life; Carb-O-Nator; Karbicure 85 SG,,,,,,
Kernel Rot (Phytophthora cactorum),Kernel Rot,Disease,,,1,GWN-4620,,,,,,
Kernel rot (Phytophthora cactorum),Kernel Rot,Disease,,,1,KOP-OXY 85,,,,,,
kernel rot),Kernel Rot,Disease,,,1,Carb-O-Nator,,,,,,
Khapra Beetle,Khapra Beetles,Insect,,,1,VAPORPH3OS® Phosphine Fumigant,,,,,,
Khapra beetle,Khapra Beetles,Insect,,,1,Metabrom 100,,,,,,
khapra beetle,Khapra Beetles,Insect,,,4,Meth-O-Gas 100; Methyl Bromide 100,,,,,,
Khapra Beetles,Khapra Beetles,Insect,,,4,Entech Fog-10 Space Spray; PYRENONE 3-15 Space Spray,,,,,,
Kikuyu Grass,Kikuyu Grass,Weed,,,6,BIATHLON,,,,,,
kikuyu grass,Kikuyu Grass,Weed,,,16,Chemsico Herbicide Formula D,,,,,,
kikuyugrass,Kikuyu Grass,Weed,,,12,Quali-Pro Dithiopyr L; Dimension® 0.25G,,,,,,
Knotweed,Knotweed,Weed,,,31,F7127 SE HERBICIDE; BLASTWAVE 480 SC; A229.02; Liberty Fluroxypyr Herbicide; IMAZETHAPYR 240 SL,,,,,,
knotweed,Knotweed,Weed,,,4,Dimension® 0.25G,,,,,,
knotweed (prostrate),Knotweed,Weed,,,16,Chemsico Herbicide Formula D,,,,,,
Knotweed prostrate,Knotweed,Weed,,,1,Sulfentrazone 4SC Select ABN: Sulfentrazone 4SC Prime,,,,,,
Knotweed spp.,Knotweed,Weed,,,10,LIBERTY X-METCHLORBUZIN; LPI.A014; A335.05,,,,,,
KOA Seedworm,Koa Seedworms,Insect,,,8,CIDETRAK CMDA+OFM MESO,,,,,,
Koa Seedworm,Koa Seedworms,Insect,,,26,CheckMate OFM-SL+; CIDETRAK® CM-OFM COMBO; CheckMate OFM-F,,,,,,
Koa seedworm,Koa Seedworms,Insect,,,49,CheckMate OFM-SL+I; Cidetrak OFM-L; CheckMate OFM Dispenser; CIDETRAK® OFM MEC; CheckMate® OFMI,,,,,,
Koa seedworm (Cryptophlebia illepida),Koa Seedworms,Insect,,,13,CIDETRAK® OFM,,,,,,
Kochia,Kochia,Other,,,138,A363.01; A313.01; A342.01; Avalaire Metribuzin 4 F; A342.02,Review needed - unclear target type,,,,,
Kochia (ALS and Triazine Resistant),Kochia,Insect,,,13,F7127 SE HERBICIDE; RIGHTLINE SULFENCORE; F9021-2 SE CAL Herbicide; F6482 45DF Herbicide; F9021-2 SE Herbicide,,,,,,
Kochia (ALS and Triazine resistant),Kochia,Insect,,,15,LPI.A003; F7488-1 Herbicide; A308.10; A308.04; SAUSX-01B,,,,,,
Kochia (ALS- and Triazine-Resistant),Kochia,Insect,,,4,Metribuzin 27% + Sulfentrazone 18% WG; Sharda Metribuzin 27% + Sulfentrazone 18% DF,,,,,,
Kochia (non-ALS resistant),Kochia,Insect,,,3,IMAZETHAPYR 240 SL,,,,,,
Kochia (suppression),Kochia,Other,,,6,A335.05,Review needed - unclear target type,,,,,
Kochia scoparia,Kochia,Other,,,8,F6285 4F CAL Herbicide,Review needed - unclear target type,,,,,
Kudzu Bug,Kudzu Bugs,Insect,,,2,Argyle Insecticide; Ridgeback,,,,,,
Kudzu bug,Kudzu Bugs,Insect,,,1,Sniper,,,,,,
Kudzu bugs,Kudzu Bugs,Insect,,,1,LAMBDA 0.5% CONCENTRATE,,,,,,
kudzu bugs,Kudzu Bugs,Insect,,,1,Chemsico Insecticide Concentrate 16L,,,,,,
Kyllinga species,Kyllinga species,Other,,,5,FreeHand 1.75G Herbicide,Review needed - unclear target type,,,,,
Lacanobia,Lacanobia Fruitworms,Other,,,2,SURROUND CF AGRICULTURAL CROP PROTECTANT,Review needed - unclear target type,,,,,
Lacanobia Fruitworm,Lacanobia Fruitworms,Insect,,,9,AX-NOVAL; A122.03; ADA 11280 Insecticide; A122.05; Sharda Indoxacarb 30% WDG,,,,,,
Lacanobia fruitworm,Lacanobia Fruitworms,Insect,,,9,AVAUNT® eVo insect control; A197.05; A122.01™; AVAUNT; Enkounter Insecticide,,,,,,
lacanobia fruitworm,Lacanobia Fruitworms,Insect,,,2,Methoxyfenozide 2SC,,,,,,
Lace Bags,Lace Bugs,Other,,,1,LN 1% PY,Review needed - unclear target type,,,,,
Lace Bug,Lace Bugs,Insect,,,9,ORTHENE 97 PELLETS; ACECAP Systemic Insecticide Implants,,,,,,
Lace bug,Lace Bugs,Insect,,,1,Gordon's Chemicals Permanone General Purpose Aqueous Insecticide II,,,,,,
lace bug,Lace Bugs,Insect,,,1,Surround WP Agricultural Crop Protectant,,,,,,
Lace Bugs,Lace Bugs,Insect,,,154,Aerosol NEU1161 RTU; 0.5% PERMETHRIN AEROSOL SPRAY; Assault II; 887 Multi-Use Insecticide Spray; 0.3% Bifenthrin Liquid Concentrate,,,,,,
Lace bugs,Lace Bugs,Insect,,,181,AmTide Imidacloprid 2F T&O; Bonide Lambda 0.5% Concentrate; A171.13; Bane 75 WSP; A24902A Conc,,,,,,
lace bugs,Lace Bugs,Insect,,,32,"Acti-Min FE; Concern INSECT KILLING SOAP Ready To Use; Green Light Roach, Ant & Spider Control; Chemsico Insecticide Concentrate 16L; BONIDE HOME PEST ELIMINATOR",,,,,,
Lacebug,Lace Bugs,Insect,,,36,Bifen 0.3% Concentrate; Bifenthrin RTU,,,,,,
Lacebugs,Lace Bugs,Insect,,,93,IMA-jet 10%; Bonide Systemic Insect Control; Arena 0.25 G Insecticide; F6141 EW Insecticide; IMI 2 LB Greenhouse & Nursery Insecticide,,,,,,
Laconobia,Lacanobia Fruitworms,Other,,,2,Proclaim Insecticide,Review needed - unclear target type,,,,,
Laconobia fruitworm,Lacanobia Fruitworms,Insect,,,5,Confirm® 70 WSP Insecticide; Success; Radiant SC,,,,,,
laconobia fruitworm,Lacanobia Fruitworms,Insect,,,6,GF-1587 SC-NC; A1101.04; GF-1640 WG-NC,,,,,,
Laconobia fruitworm species,Lacanobia Fruitworms,Insect,,,2,A152.03,,,,,,
Lacy (russet),Lacy (russet) scab,Other,,,1,Ensign 720 Flowable Fungicide,Review needed - unclear target type,,,,,
Lacy (russet) Scab,Lacy (russet) scab,Disease,,,1,PEGASUS 6L,,,,,,
Lacy (russet) scab,Lacy (russet) scab,Disease,,,11,Applause DF Fungicide; Terranil™ 900F WSP; SA 50 Liquid Ornamental and Vegetable Flowable Fungicide,,,,,,
Lacy Scab,Lacy (russet) scab,Disease,,,4,Equus 720 SST Fungicide,,,,,,
Lacy scab,Lacy (russet) scab,Disease,,,10,Bravo 825 Agricultural Fungicide; Chlorothalonil-ZN; A265.01; HMO-1601 Fungicide,,,,,,
Lady Beetle,Ladybeetles,Insect,,,4,A110.04; F4120-1; Bifenthrin 17.15 FC; VCP-030,,,,,,
Lady Beetle (Scymnus species),Ladybeetles,Insect,,,1,VCP-03 1.75 SC Insecticide,,,,,,
Lady Beetle (Scymnus spp.),Ladybeetles,Insect,,,8,GCS Bifenthrin LFC; Capture LFR Soil Insecticide; AX BIFEN LFR FC; Bifender FC 3.1; A110.05,,,,,,
Lady Beetle (Scymnus),Ladybeetles,Insect,,,1,Brigade 2EC Insecticide/Miticide,,,,,,
Lady beetle (Scymnus),Ladybeetles,Insect,,,2,Athena Insecticide; Sniper,,,,,,
Lady Bird Beetle,Ladybeetles,Insect,,,9,F9114 EC Insecticide; A198.01; A198.03; F9318; Ax Zeta-Cyper 915,,,,,,
Lady bird beetle,Ladybeetles,Insect,,,2,F6126 EW Insecticide; HERO Insecticide,,,,,,
Lady’s-thumb,Ladybeetles,Other,,,2,Metribuzin 4L,Review needed - unclear target type,,,,,
Ladybeetles,Ladybeetles,Insect,,,5,LAMBDA 0.5% CONCENTRATE; Ortho ZBP Granules,,,,,,
ladybeetles,Ladybeetles,Insect,,,1,Chemsico Insecticide Concentrate 16L,,,,,,
Ladysthumb,Ladysthumb,Other,,,78,Avalaire Metribuzin 4 F; A342.01; AVALAIRE METRIBUZIN 75 DF; A342.02; A335.05,Review needed - unclear target type,,,,,
Ladysthumb Smartweed,Ladysthumb,Weed,,,1,Valor WP Herbicide,,,,,,
Ladythumb,Ladysthumb,Other,,,2,LIBERTY X-METCHLORBUZIN,Review needed - unclear target type,,,,,
Lambquarters,Lambsquarters,Other,,,5,A342.02,Review needed - unclear target type,,,,,
Lambsquarter,Lambsquarters,Other,,,17,AX Clomazone 31.3; Prodiamine Pro F 0.20% Herbicide; HYVAR X Herbicide; IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
Lambsquarters,Lambsquarters,Weed,,,304,A319.06; A308.10; A308.04; A229.02; A335.05,,,,,,
Lambsquarters common,Lambsquarters,Weed,,,5,Sulfentrazone 4SC Select ABN: Sulfentrazone 4SC Prime,,,,,,
Lance (Hoplolaimus spp.),Lance nematodes,Other,,Hoplolaimus spp.,20,Fluensulfone 480EC,Review needed - unclear target type,,,,,
Lance nematodes,Lance nematodes,Other,,,33,LALNIX ACT DC; Biostat 10% WP; DiTera ES Biological Nematicide,Review needed - unclear target type,,,,,
lance nematodes,Lance nematodes,Other,,,19,MustGro Invest; DiTera DF,Review needed - unclear target type,,,,,
Lantana,Lantana,Insect,,,9,OBTAIN 40% WDG Herbicide; A313.01; Comet Selective Herbicide; LPI.A011; Liberty Fluroxypyr Herbicide,,,,,,
Large,Large,Other,,,14,Omni Brand Metribuzin 75 WDG; DREXEL Me-Try-Buzin 4L; Metri 4F Herbicide; Omni Brand Metribuzin 4SC; IMAZETHAPYR 240 SL,Review needed - unclear target type,,,,,
large,Large,Other,,,41,Dimension® 0.25G; Avalaire Metribuzin 4 F; A363.01; AVALAIRE METRIBUZIN 75 DF; A342.02,Review needed - unclear target type,,,,,
Large Crabgrass,Crabgrass,Weed,Large,,25,METRIBUZIN 4L; Clomate 3ME; Willowood Clomazone 3ME; PRUVIN® Herbicide,,,,,,
Large crabgrass,Crabgrass,Weed,Large,,56,LPI Rimsulfuron; FreeHand 1.75G Herbicide; Metribuzin 4L; Glory; Avalaire Rimsulfuron 25 SG,,,,,,
Large Orange Sulphur,Large Orange Sulphur,Other,,,1,Tempo Concentrate Insecticide,Review needed - unclear target type,,,,,
Larger,Large,Other,,,2,GA3 20%; ProGibb 4% Plant Growth Regulator Solution,Review needed - unclear target type,,,,,
larvae),Larvae,Insect,,,1,SWAGGER,,,,,,
late,Late,Other,,,1,TNO RTU,Review needed - unclear target type,,,,,
Late Blight,Late Blight,Disease,,,480,A20259 Crop; A-Zox 25SC; 3 LB. COPPER FLOWABLE FUNGICIDE; A19649 Crop; A-Zox 50WDG,,,,,,
Late blight,Late Blight,Disease,,,348,A225.05; A228.03; A265.01; A253.11; 16-002-C,,,,,,
late blight,Late Blight,Disease,,,17,Terrastat 5.523-S; Dithane F-45; Jet-Ag® 15%; OXYSAN Acid Sanitizer; Dithane M45,,,,,,
Late blight (Alternaria alternata),Late Blight,Disease,,Alternaria alternata,1,Bonide Copper Spray or Dust,,,,,,
Late blight (Dryland culture only),Late Blight,Disease,,,1,Bravo S,,,,,,
Late Blight (Phytophthora infestans),Late Blight,Disease,,Phytophthora infestans,16,OxiPhos; Vibrance Ultra Potato; MAXIPHITE Fungicide; PHC 25279,,,,,,
Late blight (Phytophthora infestans),Late Blight,Disease,,Phytophthora infestans,14,AX Fluazi-Difeno; LPI.A045; Revus Top; Avalaire Cyazofamid 400 SC; Forum Fungicide,,,,,,
Late Blight (Suppression),Late Blight,Disease,,,1,Tepera Plus Fungicide,,,,,,
Late Blight (suppression),Late Blight,Disease,,,8,Fluoxastrobin 480 SC Fungicide; OLD BRIDGE COPPER SULFATE; TEPERA Plus HD fungicide + insecticide,,,,,,
Late blight (suppression),Late Blight,Disease,,,2,Merivon Xemium Brand Fungicide; Cymoxanil 60 WDG,,,,,,
Late blight and root rot,Late Blight,Disease,,,1,HM-0210-A,,,,,,
Late blight disease,Late Blight,Disease,,,1,Gramoxone 3LB,,,,,,
Late Blight Fruit Rot,Late Blight,Disease,,,3,Nufarm CTN 82.5; EQUUS DF; Equus 720 SST Fungicide,,,,,,
