Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename
5481-585,PREMION FUNGICIDE  (MAX APP. RATE: 0.72 LBS TEBUCONAZOLE WITH A MAX ANNUAL RATE 2.16 LBS PER ACRE),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,231809,"AQUATIC INVERTEBRATES, FISH",TURF,TRUE,PREMION_FUNGICIDE__(MAX_APP._RATE:_0.72_LBS_TEBUCONAZOLE_WITH_A_MAX_ANNUAL_RATE_2.16_LBS_PER_ACRE)_5481-585_PRIMARY_LABEL_573786.pdf
5481-592,WISDOM 2EC INSECTICIDE/MITICIDE (NYS SPECIFIC LANGUAGE),5481,DISCONTINUED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, MITICIDE, TERMITICIDE",FALSE,Liquid,218785,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",TRUE,WISDOM_2EC_INSECTICIDE_MITICIDE_(NYS_SPECIFIC_LANGUAGE)_5481-592_PRIMARY_LABEL_554427.pdf
5481-609,XPEDIENT PLUS V (NO APPLICATION WITHIN 100 FEET OF COASTAL MARSH OR STREAMS THAT DRAIN TO A COASTAL MARSH),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,225138,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,TRUE,XPEDIENT_PLUS_V_(NO_APPLICATION_WITHIN_100_FEET_OF_COASTAL_MARSH_OR_STREAMS_THAT_DRAIN_TO_A_COASTAL_MARSH)_5481-609_PRIMARY_LABEL_580602.pdf
5481-612,ImpactZ Herbicide,5481,REGISTERED,1303786,CLOSED,ROUTINE,2025-07-15,SHAUN PETERSON,HERBICIDE,FALSE,Liquid,229150,AQUATIC INVERTEBRATES,AGRICULTURAL,TRUE,ImpactZ_Herbicide_5481-612_PRIMARY_LABEL_600868.pdf
5481-614,FF III Fungicide,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,227231,"AQUATIC INVERTEBRATES, FISH, WILDLIFE",TURF,TRUE,FF_III_Fungicide_5481-614_PRIMARY_LABEL_556954.pdf
5481-615,PARAZONE 3SL,5481,DISCONTINUED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"DEFOLIANT, HERBICIDE",FALSE,Liquid,228261,WILDLIFE,"AGRICULTURAL, NON-CROP, ORNAMENTAL",TRUE,PARAZONE_3SL_5481-615_PRIMARY_LABEL_571892.pdf
5481-619,EQUUS 720 SST,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,228099,"AQUATIC INVERTEBRATES, WILDLIFE","AGRICULTURAL, NURSERY, ORNAMENTAL",TRUE,EQUUS_720_SST_5481-619_PRIMARY_LABEL_561075.pdf
5481-621,ABBA ULTRA MITICIDE/INSECTICIDE (AERIAL APPLICATION PROHIBITED IN NYS) (not for greenhouse use in nys),5481,REGISTERED,1310755,CLOSED,ROUTINE,2025-11-10,SHAUN PETERSON,"INSECTICIDE, MITICIDE",FALSE,Liquid,228250,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,TRUE,ABBA_ULTRA_MITICIDE_INSECTICIDE_(AERIAL_APPLICATION_PROHIBITED_IN_NYS)_(not_for_greenhouse_use_in_nys)_5481-621_PRIMARY_LABEL_603020.pdf
5481-626,Previa Fungicide,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"FUNGICIDE, HERBICIDE",FALSE,Liquid,231042,"AQUATIC INVERTEBRATES, WILDLIFE","AGRICULTURAL, COMMERCIAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL, TURF",TRUE,Previa_Fungicide_5481-626_PRIMARY_LABEL_562690.pdf
5481-626,PREVIA FUNGICIDE (METHOD OF APPLICATION-Dilution),5481,REGISTERED,1210344,CLOSED,2EE,2020-12-17,SHAUN PETERSON,"FUNGICIDE, HERBICIDE",FALSE,Liquid,246789,"AQUATIC INVERTEBRATES, WILDLIFE","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,PREVIA_FUNGICIDE_(METHOD_OF_APPLICATION-Dilution)_5481-626_PRIMARY_LABEL_571317.pdf
5481-627,AVENSIS INSECTICIDE/MITICIDE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, MITICIDE",FALSE,Liquid,233689,"BEES, FISH, WILDLIFE","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,AVENSIS_INSECTICIDE_MITICIDE_5481-627_PRIMARY_LABEL_585256.pdf
5481-637,SINATE HERBICIDE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,FALSE,Liquid,242727,NONE,AGRICULTURAL,TRUE,SINATE_HERBICIDE_5481-637_PRIMARY_LABEL_587951.pdf
5481-646,"ASSURE II HERBICIDE (NO USE ON ENLIST FIELD CORN IN NYS) (no pome, stone, or small vine climbing fruit in NYS)",5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,FALSE,Liquid,242653,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP",TRUE,"ASSURE_II_HERBICIDE_(NO_USE_ON_ENLIST_FIELD_CORN_IN_NYS)_(no_pome,_stone,_or_small_vine_climbing_fruit_in_NYS)_5481-646_PRIMARY_LABEL_578799.pdf"
5481-648,"IMPACT CORE HERBICIDE (NO SALE, USE OR DISTRIBUTION IN NASSAU OR SUFFOLK COUNTIES)",5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,TRUE,Liquid,243321,FISH,AGRICULTURAL,TRUE,"IMPACT_CORE_HERBICIDE_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_OR_SUFFOLK_COUNTIES)_5481-648_PRIMARY_LABEL_568933.pdf"
5481-651,STIFLE SC MITICIDE (NO AERIAL APP IN NY),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MITICIDE,FALSE,Liquid,241650,AQUATIC INVERTEBRATES,AGRICULTURAL,TRUE,STIFLE_SC_MITICIDE_(NO_AERIAL_APP_IN_NY)_5481-651_PRIMARY_LABEL_579146.pdf
5481-676,FIRSTRATE HERBICIDE (AERIAL APPLICATION PROHIBITED IN NY),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,FALSE,Solid,245110,NONE,AGRICULTURAL,TRUE,FIRSTRATE_HERBICIDE_(AERIAL_APPLICATION_PROHIBITED_IN_NY)_5481-676_PRIMARY_LABEL_570765.pdf
5481-677,PYTHON HERBICIDE (NO USE IN NASSAU & SUFFOLK COUNITES NY) (NO AERIAL APPL. in NYS),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,TRUE,Solid,244984,NONE,AGRICULTURAL,TRUE,PYTHON_HERBICIDE_(NO_USE_IN_NASSAU_and_SUFFOLK_COUNITES_NY)_(NO_AERIAL_APPL._in_NYS)_5481-677_PRIMARY_LABEL_586702.pdf
5481-678,HORNET HERBICIDE  (NO USE IN NASSAU & SUFFOLK COUNITES),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,TRUE,Solid,245230,NONE,AGRICULTURAL,TRUE,HORNET_HERBICIDE__(NO_USE_IN_NASSAU_and_SUFFOLK_COUNITES)_5481-678_PRIMARY_LABEL_570796.pdf
5481-681,CLASSIC HERBICIDE (no aerial application in NYS),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,FALSE,Solid,245222,NONE,"AGRICULTURAL, NON-CROP",TRUE,CLASSIC_HERBICIDE_(no_aerial_application_in_NYS)_5481-681_PRIMARY_LABEL_570797.pdf
5481-682,WISDOM PRO L&H  [NYS SPECIFIC LANGUAGE],5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",FALSE,Liquid,261718,"AQUATIC INVERTEBRATES, BEES, FISH","NON-CROP, ORNAMENTAL, RESIDENTIAL, STRUCTURAL",TRUE,WISDOM_PRO_LandH__[NYS_SPECIFIC_LANGUAGE]_5481-682_PRIMARY_LABEL_592919.pdf
5481-683,"WISDOM G L/N (NO USE WITHIN 100 FT OF WATER BODY IN NY) (NO USE ON sod farms IN NASSAU OR SUFFOLK COUNTIES, NY)",5481,REGISTERED,1296937,CLOSED,ROUTINE,2025-03-27,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,273151,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, NON-CROP, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,"WISDOM_G_L_N_(NO_USE_WITHIN_100_FT_OF_WATER_BODY_IN_NY)_(NO_USE_ON_sod_farms_IN_NASSAU_OR_SUFFOLK_COUNTIES,_NY)_5481-683_PRIMARY_LABEL_599366.pdf"
5481-686,ZALO HERBICIDE (NOT FOR USE IN NASSAU AND SUFFOLK COUNTIES) (POME AND STONE FRUITS -NO USE IN NYS),5481,REGISTERED,1308392,CLOSED,ROUTINE,2025-09-30,KATHERINE HETTER,HERBICIDE,TRUE,Liquid,268103,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,TRUE,ZALO_HERBICIDE_(NOT_FOR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_(POME_AND_STONE_FRUITS_-NO_USE_IN_NYS)_5481-686_PRIMARY_LABEL_602239.pdf
5481-8971,"ORTHENE TURF, TREE & ORNAMENTAL WSP",5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,196869,"BEES, BIRDS, WILDLIFE","GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL, TURF",TRUE,"ORTHENE_TURF,_TREE_and_ORNAMENTAL_WSP_5481-8971_PRIMARY_LABEL_597998.pdf"
5481-8973,ORTHENE PCO PELLETS,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,143267,"BEES, BIRDS","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,ORTHENE_PCO_PELLETS_5481-8973_PRIMARY_LABEL_561378.pdf
5481-8978,"ORTHENE TURF, TREE & ORNAMENTAL 97 SPRAY",5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,170343,"BEES, BIRDS","GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL, TURF",TRUE,"ORTHENE_TURF,_TREE_and_ORNAMENTAL_97_SPRAY_5481-8978_PRIMARY_LABEL_598038.pdf"
5481-8978,ORTHENE 97,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,143268,"BEES, BIRDS","AGRICULTURAL, GREENHOUSE, NON-CROP",TRUE,ORTHENE_97_5481-8978_PRIMARY_LABEL_598078.pdf
5481-8988,TURFCIDE 10G,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,179270,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,TURFCIDE_10G_5481-8988_PRIMARY_LABEL_572236.pdf
5481-8988,BLOCKER 10G,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,171324,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,BLOCKER_10G_5481-8988_PRIMARY_LABEL_574838.pdf
5481-8992,TERRACLOR 400,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,169989,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,TERRACLOR_400_5481-8992_PRIMARY_LABEL_572162.pdf
5481-8992,BLOCKER 4F,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,171325,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE",TRUE,BLOCKER_4F_5481-8992_PRIMARY_LABEL_572316.pdf
5481-8992,TURFCIDE 400,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,169990,"AQUATIC INVERTEBRATES, FISH",TURF,TRUE,TURFCIDE_400_5481-8992_PRIMARY_LABEL_573455.pdf
5481-9027,BASAMID G,5481,REGISTERED,1310745,CLOSED,ROUTINE,2025-11-10,SHAUN PETERSON,"FUNGICIDE, HERBICIDE, NEMATICIDE",FALSE,Solid,193922,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,BASAMID_G_5481-9027_PRIMARY_LABEL_603019.pdf
5481-9040,MOCAP 15% GRANULAR NEMATICIDE - INSECTICIDE   [NO USE ON LONG ISLAND],5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",TRUE,Solid,173468,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH, WILDLIFE",AGRICULTURAL,TRUE,MOCAP_15%_GRANULAR_NEMATICIDE_-_INSECTICIDE___[NO_USE_ON_LONG_ISLAND]_5481-9040_PRIMARY_LABEL_580456.pdf
5481-9040,MOCAP NEMATICIDE-INSECTICIDE MOCAP 15% GRANULAR LOCK'N LOAD CLOSED LOADING SYSTEM [NO USE ON LONG ISLAND],5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",TRUE,Solid,173467,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH, WILDLIFE",AGRICULTURAL,TRUE,MOCAP_NEMATICIDE-INSECTICIDE_MOCAP_15%_GRANULAR_LOCK'N_LOAD_CLOSED_LOADING_SYSTEM_[NO_USE_ON_LONG_ISLAND]_5481-9040_PRIMARY_LABEL_578442.pdf
5481-9041,MOCAP EC NEMATICIDE - INSECTICIDE    [NO USE ON LONG ISLAND],5481,REGISTERED,1304889,CLOSED,ROUTINE,2025-08-08,MATTHEW J GOGIS,"INSECTICIDE, NEMATICIDE",TRUE,Liquid,173469,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH, WILDLIFE",AGRICULTURAL,TRUE,MOCAP_EC_NEMATICIDE_-_INSECTICIDE____[NO_USE_ON_LONG_ISLAND]_5481-9041_PRIMARY_LABEL_602083.pdf
5481-91,DURHAM METALDEHYDE GRANULES 3.5 (RESTRICTED USE AS OF 11/10/15)                                       ,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MOLLUSCICIDE,FALSE,Solid,213186,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL",TRUE,DURHAM_METALDEHYDE_GRANULES_3.5_(RESTRICTED_USE_AS_OF_11_10_15)_5481-91_PRIMARY_LABEL_585378.pdf
6836-350-5481,DEADLINE GT,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MOLLUSCICIDE,FALSE,Solid,201068,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY, ORNAMENTAL",TRUE,DEADLINE_GT_6836-350-5481_PRIMARY_LABEL_563948.pdf
74530-53-5481,AVESTA CS (In NYS Do Not Apply Within 100 Ft of Coastal Marshes or Streams That Drain Into Coastal Marshes),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,222161,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",TRUE,AVESTA_CS_(In_NYS_Do_Not_Apply_Within_100_Ft_of_Coastal_Marshes_or_Streams_That_Drain_Into_Coastal_Marshes)_74530-53-5481_PRIMARY_LABEL_559969.pdf
87320-2-5481,REJUVENATE SEED TREATMENT,5481,DISCONTINUED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,183905,NONE,"AGRICULTURAL, SEED TREATMENT",TRUE,REJUVENATE_SEED_TREATMENT_87320-2-5481_PRIMARY_LABEL_535373.pdf
10324-63-550,QUAT DS,550,REGISTERED,1273335,CLOSED,ROUTINE,2024-02-08,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, FUNGICIDE, SANITIZER",FALSE,Liquid,168042,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INDUSTRIAL, INSTITUTIONAL",TRUE,QUAT_DS_10324-63-550_PRIMARY_LABEL_592577.pdf
550-198,LIQUICHLOR 12.5% SOLUTION,550,REGISTERED,1273335,CLOSED,ROUTINE,2024-02-08,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,38950,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, LAUNDRY, SWIMMING POOLS/SPAS",TRUE,LIQUICHLOR_12.5%_SOLUTION_550-198_PRIMARY_LABEL_579456.pdf
1839-220-55051,PURPLE POWER DISINFECTANT HEAVY DUTY MULTI-SURFACE CLEANER,55051,REGISTERED,1292459,CLOSED,ROUTINE,2025-01-14,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,246331,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1",TRUE,PURPLE_POWER_DISINFECTANT_HEAVY_DUTY_MULTI-SURFACE_CLEANER_1839-220-55051_PRIMARY_LABEL_575646.pdf
45728-26-55146,SIGNET 480 FS SEED TREATMENT,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,138175,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",SEED TREATMENT,TRUE,SIGNET_480_FS_SEED_TREATMENT_45728-26-55146_PRIMARY_LABEL_568638.pdf
55146-1,CHAMP WG,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Solid,119831,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE",TRUE,CHAMP_WG_55146-1_PRIMARY_LABEL_600599.pdf
55146-101,SATIVA 309 FS,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,161353,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",SEED TREATMENT,TRUE,SATIVA_309_FS_55146-101_PRIMARY_LABEL_558237.pdf
55146-106,SEBRING 480 FS,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,140734,NONE,SEED TREATMENT,TRUE,SEBRING_480_FS_55146-106_PRIMARY_LABEL_582976.pdf
55146-107,SEBRING 318 FS FUNGICIDE,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,143277,NONE,SEED TREATMENT,TRUE,SEBRING_318_FS_FUNGICIDE_55146-107_PRIMARY_LABEL_581260.pdf
55146-111,SATIVA IM RTU (RESTRICTED USE AS OF 1/1/2023),55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",FALSE,Liquid,161350,"AQUATIC INVERTEBRATES, BIRDS",SEED TREATMENT,TRUE,SATIVA_IM_RTU_(RESTRICTED_USE_AS_OF_1_1_2023)_55146-111_PRIMARY_LABEL_568664.pdf
55146-115,CHAMPION ++ FUNGICIDE/BACTERICIDE,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",FALSE,Solid,195808,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,CHAMPION_++_FUNGICIDE_BACTERICIDE_55146-115_PRIMARY_LABEL_600598.pdf
55146-116,SPIRATO 480 FS,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,179084,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,TRUE,SPIRATO_480_FS_55146-116_PRIMARY_LABEL_533625.pdf
55146-118,SPIRATO M 185 FS,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,223417,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,TRUE,SPIRATO_M_185_FS_55146-118_PRIMARY_LABEL_583008.pdf
55146-127,ST-METHYL 540 FS,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,183402,NONE,SEED TREATMENT,TRUE,ST-METHYL_540_FS_55146-127_PRIMARY_LABEL_559144.pdf
55146-147,SAXONY 100 FS SEED TREATMENT FUNGICIDE,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,247852,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,TRUE,SAXONY_100_FS_SEED_TREATMENT_FUNGICIDE_55146-147_PRIMARY_LABEL_573485.pdf
55146-148,SALIENT 372 FS SEED TREATMENT FUNGICIDE,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,212405,NONE,AGRICULTURAL,TRUE,SALIENT_372_FS_SEED_TREATMENT_FUNGICIDE_55146-148_PRIMARY_LABEL_581576.pdf
55146-152,SATIVA M2F RTU                                                       ,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,212406,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,TRUE,SATIVA_M2F_RTU_55146-152_PRIMARY_LABEL_569672.pdf
55146-153,SPIRATO IMTM 348 FS (RESTRICTED USE AS OF 1/1/2023),55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",FALSE,Liquid,223418,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH",SEED TREATMENT,TRUE,SPIRATO_IMTM_348_FS_(RESTRICTED_USE_AS_OF_1_1_2023)_55146-153_PRIMARY_LABEL_584436.pdf
55146-154,Spirato MTM 285 FS,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,223419,"AQUATIC INVERTEBRATES, FISH",SEED TREATMENT,TRUE,Spirato_MTM_285_FS_55146-154_PRIMARY_LABEL_559997.pdf
55146-159,SALIENT TMI seed treatment,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",FALSE,Liquid,233099,"AQUATIC INVERTEBRATES, BEES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",SEED TREATMENT,TRUE,SALIENT_TMI_seed_treatment_55146-159_PRIMARY_LABEL_568949.pdf
55146-162,Trunemco Corn,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,NEMATICIDE,FALSE,Liquid,268258,NONE,SEED TREATMENT,TRUE,Trunemco_Corn_55146-162_PRIMARY_LABEL_593340.pdf
55146-162,Trunemco Cotton,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,NEMATICIDE,FALSE,Liquid,247832,NONE,SEED TREATMENT,TRUE,Trunemco_Cotton_55146-162_PRIMARY_LABEL_584427.pdf
55146-162,Trunemco Soybean,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,NEMATICIDE,FALSE,Liquid,268257,NONE,SEED TREATMENT,TRUE,Trunemco_Soybean_55146-162_PRIMARY_LABEL_593339.pdf
55146-162,Trunemco Nematode Management,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,NEMATICIDE,FALSE,Liquid,239069,NONE,SEED TREATMENT,TRUE,Trunemco_Nematode_Management_55146-162_PRIMARY_LABEL_566289.pdf
55146-162,TRUNEMCO CORN/SOY,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,NEMATICIDE,FALSE,Liquid,247833,NONE,SEED TREATMENT,TRUE,TRUNEMCO_CORN_SOY_55146-162_PRIMARY_LABEL_584141.pdf
55146-165,PRECINCT,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,250929,NONE,SEED TREATMENT,TRUE,PRECINCT_55146-165_PRIMARY_LABEL_600527.pdf
55146-166,Ultra Flourish XHL,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,257981,NONE,AGRICULTURAL,TRUE,Ultra_Flourish_XHL_55146-166_PRIMARY_LABEL_583170.pdf
55146-64,CHAMP FORMULA 2 FLOWABLE  [UNRESTRICTED AS OF 9/21/2005],55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",FALSE,Liquid,28510,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NURSERY, SEED TREATMENT",TRUE,CHAMP_FORMULA_2_FLOWABLE__[UNRESTRICTED_AS_OF_9_21_2005]_55146-64_PRIMARY_LABEL_586584.pdf
55146-73,ULTRA FLOURISH,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,FUNGICIDE,FALSE,Liquid,34506,NONE,AGRICULTURAL,TRUE,ULTRA_FLOURISH_55146-73_PRIMARY_LABEL_568665.pdf
55146-78,TYPY PLANT GROWTH REGULATOR solution,55146,REGISTERED,1308535,CLOSED,ROUTINE,2025-10-23,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,35249,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,TYPY_PLANT_GROWTH_REGULATOR_solution_55146-78_PRIMARY_LABEL_559373.pdf
