Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval
239-2701-538,"ROUNDUP FOR LAWNS BUG DESTROYER (NO USE WITHIN 100 FEET OF WATER) (NO SALE, USE, DISTRIBUTION IN NASSAU, SUFFOLK, KINGS & QUEENS COUNTIES)",538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,INSECTICIDE,True,Solid,228436,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","ORNAMENTAL, RESIDENTIAL, TURF",True,"ROUNDUP_FOR_LAWNS_BUG_DESTROYER_(NO_USE_WITHIN_100_FEET_OF_WATER)_(NO_SALE,_USE,_DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS_and_QUEENS_COUNTIES)_239-2701-538_PRIMARY_LABEL_554108.pdf",,,,,,True,,,,,,,,Original,
239-2701-538,"SCOTTS BUG KILLER FOR LAWNS [NO USE WITHIN 100 FT. OF SURFACE WATER; NO SALE, DISTRIBUTION, OR USE IN NASSAU & SUFFOLK COUNTIES, NY]",538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,INSECTICIDE,True,Solid,237540,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","ORNAMENTAL, RESIDENTIAL, TURF",True,"SCOTTS_BUG_KILLER_FOR_LAWNS_[NO_USE_WITHIN_100_FT._OF_SURFACE_WATER;_NO_SALE,_DISTRIBUTION,_OR_USE_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY]_239-2701-538_PRIMARY_LABEL_562515.pdf",,,,,,True,,,,,,,,Original,
239-2740-538,Roundup for lawns crabgrass destroyer,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Liquid,231595,NONE,"RESIDENTIAL, TURF",True,Roundup_for_lawns_crabgrass_destroyer_239-2740-538_PRIMARY_LABEL_557004.pdf,,,,,,True,,,,,,,,Original,
239-2743-538,Roundup for lawns crabgrass destroyer1,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Liquid,231596,NONE,"RESIDENTIAL, TURF",True,Roundup_for_lawns_crabgrass_destroyer1_239-2743-538_PRIMARY_LABEL_557005.pdf,,,,,,True,,,,,,,,Original,
239-2743-538,Scotts Crabgrass Killer For Lawns,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Liquid,237430,NONE,"RESIDENTIAL, TURF",True,Scotts_Crabgrass_Killer_For_Lawns_239-2743-538_PRIMARY_LABEL_562313.pdf,,,,,,True,,,,,,,,Original,
279-3203-538,TURF BUILDER SUMMERGUARD LAWN FOOD WITH INSECT CONTROL [NO APPLICATIONS WITHIN 100' OF SURFACE WATERS IN NYS],538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,INSECTICIDE,False,Solid,180806,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_SUMMERGUARD_LAWN_FOOD_WITH_INSECT_CONTROL_[NO_APPLICATIONS_WITHIN_100'_OF_SURFACE_WATERS_IN_NYS]_279-3203-538_PRIMARY_LABEL_585658.pdf,,,,,,True,,,,,,,,Original,
538-190,TURF BUILDER ESSENTIALS HALTS CRABGRASS PREVENTER WITH LAWN FOOD,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,230429,FISH,TURF,True,TURF_BUILDER_ESSENTIALS_HALTS_CRABGRASS_PREVENTER_WITH_LAWN_FOOD_538-190_PRIMARY_LABEL_556397.pdf,,,,,,True,,,,,,,,Original,
538-190,SCOtTS TURF BUILDER ANNUAL PROGRAM EARLY SPRING,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,226375,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOtTS_TURF_BUILDER_ANNUAL_PROGRAM_EARLY_SPRING_538-190_PRIMARY_LABEL_552274.pdf,,,,,,True,,,,,,,,Original,
538-190,SCOTTS MAX CRABGRASS PREVENTER WITH LAWN FOOD,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,261890,FISH,"RESIDENTIAL, TURF",True,SCOTTS_MAX_CRABGRASS_PREVENTER_WITH_LAWN_FOOD_538-190_PRIMARY_LABEL_586957.pdf,,,,,,True,,,,,,,,Original,
538-190,LAWN FERTILIZER WITH CRABGRASS PREVENTER 30-0-4,538,DISCONTINUED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,41922,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,LAWN_FERTILIZER_WITH_CRABGRASS_PREVENTER_30-0-4_538-190_PRIMARY_LABEL_506434.pdf,,,,,,True,,,,,,,,Original,
538-190,TURF BUILDER HALTS CRABGRASS PREVENTER AND LAWN FOODB,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,186262,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_HALTS_CRABGRASS_PREVENTER_AND_LAWN_FOODB_538-190_PRIMARY_LABEL_536174.pdf,,,,,,True,,,,,,,,Original,
538-190,STEP 1 CRABGRASS PREVENTER PLUS LAWN FOOD,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,173108,"AQUATIC INVERTEBRATES, FISH","HOME GARDEN, RESIDENTIAL, TURF",True,STEP_1_CRABGRASS_PREVENTER_PLUS_LAWN_FOOD_538-190_PRIMARY_LABEL_545766.pdf,,,,,,True,,,,,,,,Original,
538-190,SCOTTS TURF BUILDER HALTS CRABGRASS PREVENTER WITH LAWN FOOD,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,173109,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_TURF_BUILDER_HALTS_CRABGRASS_PREVENTER_WITH_LAWN_FOOD_538-190_PRIMARY_LABEL_582477.pdf,,,,,,True,,,,,,,,Original,
538-192,weedex prevent with HALTS,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,231172,FISH,"RESIDENTIAL, TURF",True,weedex_prevent_with_HALTS_538-192_PRIMARY_LABEL_556710.pdf,,,,,,True,,,,,,,,Original,
538-192,SCOTTS landscape weed preventer,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,237543,"AQUATIC INVERTEBRATES, FISH","ORNAMENTAL, RESIDENTIAL",True,SCOTTS_landscape_weed_preventer_538-192_PRIMARY_LABEL_562471.pdf,,,,,,True,,,,,,,,Original,
538-192,HALTS CRABGRASS & GRASSY WEED PREVENTER,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,179467,FISH,"RESIDENTIAL, TURF",True,HALTS_CRABGRASS_and_GRASSY_WEED_PREVENTER_538-192_PRIMARY_LABEL_570744.pdf,,,,,,True,,,,,,,,Original,
538-192,ROUNDUP LANDSCAPE WEED PREVENTeR,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,225841,FISH,"ORNAMENTAL, RESIDENTIAL",True,ROUNDUP_LANDSCAPE_WEED_PREVENTeR_538-192_PRIMARY_LABEL_558536.pdf,,,,,,True,,,,,,,,Original,
538-202,SCOTTS CRABGRASS PRE-EMERGENT & FERTILIZER (26-0-3),538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,252130,FISH,"RESIDENTIAL, TURF",True,SCOTTS_CRABGRASS_PRE-EMERGENT_and_FERTILIZER_(26-0-3)_538-202_PRIMARY_LABEL_577864.pdf,,,,,,True,,,,,,,,Original,
538-202,CRABGRASS PREVENTER PLUS LAWN FERTILIZER 26-0-3,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,72958,FISH,"RESIDENTIAL, TURF",True,CRABGRASS_PREVENTER_PLUS_LAWN_FERTILIZER_26-0-3_538-202_PRIMARY_LABEL_527834.pdf,,,,,,True,,,,,,,,Original,
538-223,Scotts MossEx,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,230759,NONE,"RESIDENTIAL, TURF",True,Scotts_MossEx_538-223_PRIMARY_LABEL_571140.pdf,,,,,,True,,,,,,,,Original,
538-223,SCOTTS TURF BUILDER TRIPLE ACTION FOR MOSS CONTROL,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,263509,NONE,"RESIDENTIAL, TURF",True,SCOTTS_TURF_BUILDER_TRIPLE_ACTION_FOR_MOSS_CONTROL_538-223_PRIMARY_LABEL_588447.pdf,,,,,,True,,,,,,,,Original,
538-223,TURF BUILDER WITH MOSS CONTROL,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,162049,NONE,"RESIDENTIAL, TURF",True,TURF_BUILDER_WITH_MOSS_CONTROL_538-223_PRIMARY_LABEL_590580.pdf,,,,,,True,,,,,,,,Original,
538-223,TURF BUILDER MOSS CONTROL WITH LAWN FOOD,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,185654,NONE,"RESIDENTIAL, TURF",True,TURF_BUILDER_MOSS_CONTROL_WITH_LAWN_FOOD_538-223_PRIMARY_LABEL_536146.pdf,,,,,,True,,,,,,,,Original,
538-270,STEP 2 WEED CONTROL PLUS LAWN FOOD,538,DISCONTINUED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,174307,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,STEP_2_WEED_CONTROL_PLUS_LAWN_FOOD_538-270_PRIMARY_LABEL_531619.pdf,,,,,,True,,,,,,,,Original,
538-270,WEED & FEED WEED CONTROL PLUS LAWN FERTILIZER (VAR FERT BLENDS),538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,37574,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,WEED_and_FEED_WEED_CONTROL_PLUS_LAWN_FERTILIZER_(VAR_FERT_BLENDS)_538-270_PRIMARY_LABEL_533027.pdf,,,,,,True,,,,,,,,Original,
538-270,SCOTTS WEED & FEEDI (26-0-3),538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,252249,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_WEED_and_FEEDI_(26-0-3)_538-270_PRIMARY_LABEL_577923.pdf,,,,,,True,,,,,,,,Original,
538-282,SCOtTS TURF BUILDER ANNUAL PROGRAM SPRING,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,226373,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOtTS_TURF_BUILDER_ANNUAL_PROGRAM_SPRING_538-282_PRIMARY_LABEL_552268.pdf,,,,,,True,,,,,,,,Original,
538-282,Scotts TURF BUILDER annual program fall,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,226374,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,Scotts_TURF_BUILDER_annual_program_fall_538-282_PRIMARY_LABEL_552272.pdf,,,,,,True,,,,,,,,Original,
538-282,TURF BUILDER WINTERGUARD FALL WEED & FEED 3,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,206810,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_WINTERGUARD_FALL_WEED_and_FEED_3_538-282_PRIMARY_LABEL_546108.pdf,,,,,,True,,,,,,,,Original,
538-282,STEP 2 WEED CONTROL PLUS LAWN FOOD 2,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,203747,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,STEP_2_WEED_CONTROL_PLUS_LAWN_FOOD_2_538-282_PRIMARY_LABEL_546549.pdf,,,,,,True,,,,,,,,Original,
538-282,TURF BUILDER ESSENTIALS WEED & FEED1 (28-0-3),538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,256610,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_ESSENTIALS_WEED_and_FEED1_(28-0-3)_538-282_PRIMARY_LABEL_582136.pdf,,,,,,True,,,,,,,,Original,
538-282,TURF BUILDER WEED & FEED 3                                               ,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,197938,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_WEED_and_FEED_3_538-282_PRIMARY_LABEL_544952.pdf,,,,,,True,,,,,,,,Original,
538-299,TURF BUILDER TRIPLE ACTION,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,225013,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_TRIPLE_ACTION_538-299_PRIMARY_LABEL_588447.pdf,,,,,,True,,,,,,,,Original,
538-306,"GRUBEX1 (NO NASSAU, SUFFOLK, KINGS, OR QUEENS) (NYS BUFFER ZONES)",538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,INSECTICIDE,True,Solid,148649,AQUATIC INVERTEBRATES,"RESIDENTIAL, TURF",True,"GRUBEX1_(NO_NASSAU,_SUFFOLK,_KINGS,_OR_QUEENS)_(NYS_BUFFER_ZONES)_538-306_PRIMARY_LABEL_556415.pdf",,,,,,True,,,,,,,,Original,
538-314,TURF BUILDER WEED & FEEDB,538,DISCONTINUED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,181981,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_WEED_and_FEEDB_538-314_PRIMARY_LABEL_534589.pdf,,,,,,True,,,,,,,,Original,
538-317,STEP 1 FOR SEEDING STARTER LAWN FOOD WITH WEED PREVENTER,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,174308,NONE,"RESIDENTIAL, TURF",True,STEP_1_FOR_SEEDING_STARTER_LAWN_FOOD_WITH_WEED_PREVENTER_538-317_PRIMARY_LABEL_531618.pdf,,,,,,True,,,,,,,,Original,
538-317,TURF BUILDER STARTER FOOD FOR NEW GRASS + WEED PREVENTER,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,173686,NONE,"RESIDENTIAL, TURF",True,TURF_BUILDER_STARTER_FOOD_FOR_NEW_GRASS_+_WEED_PREVENTER_538-317_PRIMARY_LABEL_548528.pdf,,,,,,True,,,,,,,,Original,
538-317,TURF BUILDER STARTER BRAND FERTILIZER WITH WEED PREVENTER,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,161862,NONE,TURF,True,TURF_BUILDER_STARTER_BRAND_FERTILIZER_WITH_WEED_PREVENTER_538-317_PRIMARY_LABEL_527885.pdf,,,,,,True,,,,,,,,Original,
538-317,TRIPLE ACTION BUILT FOR SEEDING,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,241651,NONE,"RESIDENTIAL, TURF",True,TRIPLE_ACTION_BUILT_FOR_SEEDING_538-317_PRIMARY_LABEL_566927.pdf,,,,,,True,,,,,,,,Original,
538-328,SCOTTS TURF BUILDER LIQUID LAWN FOOD PLUS WEED CONTROL,538,REGISTERED,1310977,CLOSED,ROUTINE,2025-11-11,SHAUN PETERSON,HERBICIDE,False,Liquid,275858,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_TURF_BUILDER_LIQUID_LAWN_FOOD_PLUS_WEED_CONTROL_538-328_PRIMARY_LABEL_601404.pdf,,,,,,True,,,,,,,,Original,
538-330,sCOTTS dISEASEEX LAWN FUNGICIDE,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,FUNGICIDE,False,Solid,224735,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,sCOTTS_dISEASEEX_LAWN_FUNGICIDE_538-330_PRIMARY_LABEL_566323.pdf,,,,,,True,,,,,,,,Original,
538-333,SCOTTS MAX WEED & FEED1 26-0-2,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,261668,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_MAX_WEED_and_FEED1_26-0-2_538-333_PRIMARY_LABEL_586704.pdf,,,,,,True,,,,,,,,Original,
538-333,scotts turf builder winterguard fall weed & feed5 (26-0-2),538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,255154,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,scotts_turf_builder_winterguard_fall_weed_and_feed5_(26-0-2)_538-333_PRIMARY_LABEL_580379.pdf,,,,,,True,,,,,,,,Original,
538-333,SCOTTS MAX FALL WEED & FEED1,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,261574,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_MAX_FALL_WEED_and_FEED1_538-333_PRIMARY_LABEL_586601.pdf,,,,,,True,,,,,,,,Original,
538-333,TURF BUILDER WEED & FEED 5,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,254882,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_WEED_and_FEED_5_538-333_PRIMARY_LABEL_580072.pdf,,,,,,True,,,,,,,,Original,
538-336,TURF BUILDER TRIPLE ACTION1,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,244331,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,TURF_BUILDER_TRIPLE_ACTION1_538-336_PRIMARY_LABEL_570096.pdf,,,,,,True,,,,,,,,Original,
538-346,SCOTTS HEALTHY TURF BUILDER FUNGICIDE AND LAWN FOOD (19-0-10),538,REGISTERED,1274306,CLOSED,ROUTINE,2024-01-26,KATHERINE HETTER,FUNGICIDE,False,Solid,266956,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_HEALTHY_TURF_BUILDER_FUNGICIDE_AND_LAWN_FOOD_(19-0-10)_538-346_PRIMARY_LABEL_592457.pdf,,,,,,True,,,,,,,,Original,
67702-12-538,SCOTTS 3-IN-1 MOSS CONTROL READY-SPRAY,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,"ALGAECIDE, HERBICIDE",False,Liquid,176988,AQUATIC INVERTEBRATES,"RESIDENTIAL, STRUCTURAL, TURF",True,SCOTTS_3-IN-1_MOSS_CONTROL_READY-SPRAY_67702-12-538_PRIMARY_LABEL_540335.pdf,,,,,,True,,,,,,,,Original,
67702-12-538,scotts mossex 3-in-1 ready-spray,538,REGISTERED,1275246,CLOSED,ROUTINE,2024-02-19,KEVIN J RODRIGUEZ,"ALGAECIDE, FUNGICIDE, HERBICIDE",False,Liquid,231856,AQUATIC INVERTEBRATES,"RESIDENTIAL, STRUCTURAL, TURF",True,scotts_mossex_3-in-1_ready-spray_67702-12-538_PRIMARY_LABEL_592199.pdf,,,,,,True,,,,,,,,Original,
67702-27-538,scotts pursue spot weed control,538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Liquid,262709,NONE,"RESIDENTIAL, TURF",True,scotts_pursue_spot_weed_control_67702-27-538_PRIMARY_LABEL_587839.pdf,,,,,,True,,,,,,,,Original,
279-3607-53883,martin's malathion 57%,53883,DISCONTINUED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,222783,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, NON-CROP, ORNAMENTAL",True,martin's_malathion_57%_279-3607-53883_PRIMARY_LABEL_547587.pdf,,,,,,True,,,,,,,,Original,
279-3612-53883,OPTIMATE CS (no app within 100 ft of coastal marsh),53883,DISCONTINUED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,222782,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, INSTITUTIONAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,OPTIMATE_CS_(no_app_within_100_ft_of_coastal_marsh)_279-3612-53883_PRIMARY_LABEL_547589.pdf,,,,,,True,,,,,,,,Original,
4-350-53883,PERMETHRIN 13.3%,53883,REGISTERED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,INSECTICIDE,False,Liquid,257153,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, DOMESTIC ANIMALS, LIVESTOCK, ORNAMENTAL, RESIDENTIAL",True,PERMETHRIN_13.3%_4-350-53883_PRIMARY_LABEL_582549.pdf,,,,,,True,,,,,,,,Original,
42750-258-53883,"Nullify A/P  (No Use in Nassau & Suffolk Counties, NY)",53883,DISCONTINUED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,HERBICIDE,True,Liquid,237650,NONE,"AGRICULTURAL, GREENHOUSE, NON-CROP",True,"Nullify_A_P__(No_Use_in_Nassau_and_Suffolk_Counties,_NY)_42750-258-53883_PRIMARY_LABEL_562581.pdf",,,,,,True,,,,,,,,Original,
53883-118,BIFEN I/T (NYS SPECIFIC LANGUAGE TURF AREAS),53883,REGISTERED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",False,,110208,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, GREENHOUSE, HOUSEHOLD, INDUSTRIAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,BIFEN_I_T_(NYS_SPECIFIC_LANGUAGE_TURF_AREAS)_53883-118_PRIMARY_LABEL_575016.pdf,,,,,,True,,,,,,,,Original,
53883-124,BIFEN L/P INSECTICIDE GRANULES           (NYS SPECIFIC LANGUAGE),53883,DISCONTINUED,1301560,CLOSED,ROUTINE,2025-06-06,,INSECTICIDE,False,Solid,120262,"AQUATIC INVERTEBRATES, FISH","NON-CROP, ORNAMENTAL, TURF",True,BIFEN_L_P_INSECTICIDE_GRANULES___________(NYS_SPECIFIC_LANGUAGE)_53883-124_PRIMARY_LABEL_588337.pdf,,,,,,True,,,,,,,,Original,
53883-124,BIFEN L/P INSECTICIDE GRANULES (NYS SPECIFIC LANGUAGE) (UNRESTRICTED 6-18-2025),53883,REGISTERED,1302027,CLOSED,ROUTINE,2025-06-18,MATTHEW J GOGIS,INSECTICIDE,False,Solid,275477,"AQUATIC INVERTEBRATES, FISH","NON-CROP, ORNAMENTAL, TURF",True,BIFEN_L_P_INSECTICIDE_GRANULES_(NYS_SPECIFIC_LANGUAGE)_(UNRESTRICTED_6-18-2025)_53883-124_PRIMARY_LABEL_600338.pdf,,,,,,True,,,,,,,,Original,
53883-145,CYONARA 9.7 INSECTICIDE  (NO APPLICATION WITHIN 100 FT. OF COASTAL MARSHES),53883,REGISTERED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,INSECTICIDE,False,Liquid,119037,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, NON-CROP, STRUCTURAL, TURF",True,CYONARA_9.7_INSECTICIDE__(NO_APPLICATION_WITHIN_100_FT._OF_COASTAL_MARSHES)_53883-145_PRIMARY_LABEL_543321.pdf,,,,,,True,,,,,,,,Original,
53883-189,BIFEN XTS INSECTICIDE/TERMITICIDE (NYS SPECIFIC LANGUAGE),53883,REGISTERED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",False,Liquid,119545,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INSTITUTIONAL, NON-CROP, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,BIFEN_XTS_INSECTICIDE_TERMITICIDE_(NYS_SPECIFIC_LANGUAGE)_53883-189_PRIMARY_LABEL_534136.pdf,,,,,,True,,,,,,,,Original,
53883-197,MARTIN'S CYONARA LAWN & GARDEN INSECT CONTROL (NO USE WITHIN 100 FT OF COASTAL MARSH),53883,DISCONTINUED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,INSECTICIDE,False,Liquid,119768,"BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",True,MARTIN'S_CYONARA_LAWN_and_GARDEN_INSECT_CONTROL_(NO_USE_WITHIN_100_FT_OF_COASTAL_MARSH)_53883-197_PRIMARY_LABEL_584200.pdf,,,,,,True,,,,,,,,Original,
53883-197,MARTIN'S CYONARA LAWN & GARDEN INSECT CONTROL READY-TO-SPRAY (NO USE WITHIN 100 FT OF COASTAL MARSH),53883,DISCONTINUED,1288087,CLOSED,ROUTINE,2024-10-29,KATHERINE HETTER,INSECTICIDE,False,Liquid,121391,"BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",True,MARTIN'S_CYONARA_LAWN_and_GARDEN_INSECT_CONTROL_READY-TO-SPRAY_(NO_USE_WITHIN_100_FT_OF_COASTAL_MARSH)_53883-197_PRIMARY_LABEL_541077.pdf,,,,,,True,,,,,,,,Original,
53883-197,MARTIN'S CYONARA HOME & GARDEN INSECT CONTROL (NO USE WITHIN 100 FT OF COASTAL MARSH),53883,REGISTERED,1292066,CLOSED,ROUTINE,2024-12-23,MATTHEW J GOGIS,INSECTICIDE,False,Liquid,272641,"BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,MARTIN'S_CYONARA_HOME_and_GARDEN_INSECT_CONTROL_(NO_USE_WITHIN_100_FT_OF_COASTAL_MARSH)_53883-197_PRIMARY_LABEL_597367.pdf,,,,,,True,,,,,,,,Original,
