original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list
"Canola, volunteer",Corn,Weeds,Weeds,Volunteer Canola,,,LLM:gpt-5.2,True,False
Carelessweed,Corn,Weeds,Weeds,Carelessweed,,,LLM:gpt-5.2,True,False
Carpet Burweed,Corn,Weeds,Weeds,Carpet Burweed,,,LLM:gpt-5.2,True,False
"Carrot, wild",Corn,Weeds,Weeds,Wild Carrot,,,LLM:gpt-5.2,True,False
"Cereals, volunteer",Corn,Weeds,Weeds,Volunteer Cereals,,,LLM:gpt-5.2,True,False
"Chamomile, false",Corn,Weeds,Weeds,False Chamomile,,,LLM:gpt-5.2,True,False
"Chamomile, mayweed",Corn,Weeds,Weeds,Mayweed Chamomile,,,LLM:gpt-5.2,True,False
Chenopodium album,Corn,Weeds,Weeds,Common Lambsquarters,,,LLM:gpt-5.2,True,False
"Chickweed, mouseear",Corn,Weeds,Weeds,Mouseear Chickweed,,,LLM:gpt-5.2,True,False
"Clair, red",Corn,Weeds,Weeds,Redroot Pigweed,,,LLM:gpt-5.2,True,False
Clover Species,Corn,Weeds,Weeds,Clover Species,,,LLM:gpt-5.2,True,False
"Clover, Red",Corn,Weeds,Weeds,Red Clover,,,LLM:gpt-5.2,True,False
Common lambsquarters,Corn,Weeds,Weeds,Common Lambsquarters,,,LLM:gpt-5.2,True,False
Common waterhemp,Corn,Weeds,Weeds,Common Waterhemp,,,LLM:gpt-5.2,True,False
"Copperleaf, hophornbeam",Corn,Weeds,Weeds,Hophornbeam Copperleaf,,,LLM:gpt-5.2,True,False
Corn,Corn,Weeds,Other,,,,,True,False
Corn speedwell,Corn,Weeds,Weeds,Corn Speedwell,,,LLM:gpt-5.2,True,False
"Corn, volunteer (non-glyphosate-resistant)",Corn,Weeds,Weeds,Volunteer Corn,,,LLM:gpt-5.2,True,False
Crabgrass species,Corn,Weeds,Weeds,Crabgrass,,,LLM:gpt-5.2,True,False
"Crabgrass, Large (Hairy)",Corn,Weeds,Weeds,Large Crabgrass,,,LLM:gpt-5.2,True,False
"Crotalaria, showy",Corn,Weeds,Weeds,Showy Crotalaria,,,LLM:gpt-5.2,True,False
"Croton, tropic",Corn,Weeds,Weeds,Tropic Croton,,,LLM:gpt-5.2,True,False
Crowfootgrass,Corn,Weeds,Weeds,Crowfootgrass,,,LLM:gpt-5.2,True,False
"Cupgrass, southwestern",Corn,Weeds,Weeds,Southwestern Cupgrass,,,LLM:gpt-5.2,True,False
"Cupgrass, woolly",Corn,Weeds,Weeds,Woolly Cupgrass,,,LLM:gpt-5.2,True,False
Cutleaf Evening primrose,Corn,Weeds,Weeds,Cutleaf Evening Primrose,,,LLM:gpt-5.2,True,False
Cyperus esculentus,Corn,Weeds,Weeds,Yellow Nutsedge,,,LLM:gpt-5.2,True,False
"Dandelion, common",Corn,Weeds,Weeds,Common Dandelion,,,LLM:gpt-5.2,True,False
Datura stramonium,Corn,Weeds,Weeds,Jimsonweed,,,LLM:gpt-5.2,True,False
Desmodium tortuosum,Corn,Weeds,Weeds,Florida Beggarweed,,,LLM:gpt-5.2,True,False
Devilsclaw,Corn,Weeds,Weeds,Devil's Claw,,,LLM:gpt-5.2,True,False
Digitaria ischaemum,Corn,Weeds,Weeds,Smooth Crabgrass,,,LLM:gpt-5.2,True,False
Digitaria sanguinalis,Corn,Weeds,Weeds,Large Crabgrass,,,LLM:gpt-5.2,True,False
"Dock, curly",Corn,Weeds,Weeds,Curly Dock,,,LLM:gpt-5.2,True,False
Dogbane,Corn,Weeds,Weeds,Hemp Dogbane,,,LLM:gpt-5.2,True,False
Echinochloa crus-galli,Corn,Weeds,Weeds,Barnyardgrass,,,LLM:gpt-5.2,True,False
Eclipta,Corn,Weeds,Weeds,Eclipta,,,LLM:gpt-5.2,True,False
Eleusine indica,Corn,Weeds,Weeds,Goosegrass,,,LLM:gpt-5.2,True,False
Emerged annual and perennial weeds,Corn,Weeds,Weeds,Emerged Annual and Perennial Weeds,,,LLM:gpt-5.2,True,False
"Emerged, young, actively growing weeds",Corn,Weeds,Weeds,Emerged Weeds,,,LLM:gpt-5.2,True,False
"Fescue, rattail",Corn,Weeds,Weeds,Rattail Fescue,,,LLM:gpt-5.2,True,False
Field sandbur,Corn,Weeds,Weeds,Field Sandbur,,,LLM:gpt-5.2,True,False
"Flatsedge, rice",Corn,Weeds,Weeds,Rice Flatsedge,,,LLM:gpt-5.2,True,False
Florida pusley,Corn,Weeds,Weeds,Florida Pusley,,,LLM:gpt-5.2,True,False
Foxtail,Corn,Weeds,Weeds,Foxtail,,,LLM:gpt-5.2,True,False
"Foxtail (bristly, giant, green, yellow)",Corn,Weeds,Weeds,Foxtail,,,LLM:gpt-5.2,True,False
Foxtail spp.,Corn,Weeds,Weeds,Foxtail,,Setaria spp.,LLM:gpt-5.2,True,False
"Foxtail, bristly",Corn,Weeds,Weeds,Bristly Foxtail,,,LLM:gpt-5.2,True,False
"Foxtail, robust (purple, white)",Corn,Weeds,Weeds,Robust Foxtail,,,LLM:gpt-5.2,True,False
"Foxtail, robust purple",Corn,Weeds,Weeds,Robust Foxtail,,,LLM:gpt-5.2,True,False
"Foxtail, robust white",Corn,Weeds,Weeds,Robust Foxtail,,,LLM:gpt-5.2,True,False
"Foxtails (bristly, giant, green, yellow)",Corn,Weeds,Weeds,Foxtail,,,LLM:gpt-5.2,True,False
"Foxtails, bristly",Corn,Weeds,Weeds,Bristly Foxtail,,,LLM:gpt-5.2,True,False
"Foxtails, giant",Corn,Weeds,Weeds,Giant Foxtail,,,LLM:gpt-5.2,True,False
"Foxtails, green",Corn,Weeds,Weeds,Green Foxtail,,,LLM:gpt-5.2,True,False
"Foxtails, yellow",Corn,Weeds,Weeds,Yellow Foxtail,,,LLM:gpt-5.2,True,False
Galinsoga spp.,Corn,Weeds,Weeds,Galinsoga,,Galinsoga spp.,LLM:gpt-5.2,True,False
"Galinsoga, hairy",Corn,Weeds,Weeds,Hairy Galinsoga,,,LLM:gpt-5.2,True,False
"Galinsoga, smallflower",Corn,Weeds,Weeds,Smallflower Galinsoga,,,LLM:gpt-5.2,True,False
"Garlic, Wild",Corn,Weeds,Weeds,Wild Garlic,,,LLM:gpt-5.2,True,False
Goosegrass,Corn,Weeds,Weeds,Goosegrass,,,LLM:gpt-5.2,True,False
Grass Weeds Controlled,Corn,Weeds,Weeds,Grasses,,,LLM:gpt-5.2,True,False
Grasses (1-2 inches),Corn,Weeds,Weeds,Grasses,,,LLM:gpt-5.2,True,False
"Groundcherry, smooth",Corn,Weeds,Weeds,Smooth Groundcherry,,,LLM:gpt-5.2,True,False
"Groundsel, common",Corn,Weeds,Weeds,Common Groundsel,,,LLM:gpt-5.2,True,False
Hairy Nightshade,Corn,Weeds,Weeds,Hairy Nightshade,,,LLM:gpt-5.2,True,False
Hemp,Corn,Weeds,Weeds,Hemp,,,LLM:gpt-5.2,True,False
Hop Clover,Corn,Weeds,Weeds,Hop Clover,,,LLM:gpt-5.2,True,False
Horsenettle,Corn,Weeds,Weeds,Horsenettle,,,LLM:gpt-5.2,True,False
Horseweed (marestail),Corn,Weeds,Weeds,Horseweed (Marestail),,,LLM:gpt-5.2,True,False
Ipomoea purpurea,Corn,Weeds,Weeds,Common Morningglory,,,LLM:gpt-5.2,True,False
Italian ryegrass,Corn,Weeds,Weeds,Italian Ryegrass,,,LLM:gpt-5.2,True,False
Itchgrass,Corn,Weeds,Weeds,Itchgrass,,,LLM:gpt-5.2,True,False
Jerusalem artichoke,Corn,Weeds,Weeds,Jerusalem Artichoke,,,LLM:gpt-5.2,True,False
Johnsongrass,Corn,Weeds,Weeds,Johnsongrass,,,LLM:gpt-5.2,True,False
Johnsongrass (seedling),Corn,Weeds,Weeds,Johnsongrass,,,LLM:gpt-5.2,True,False
Johnsongrass rhizome,Corn,Weeds,Weeds,Johnsongrass,,,LLM:gpt-5.2,True,False
"Johnsongrass, seedling or rhizome",Corn,Weeds,Weeds,Johnsongrass,,,LLM:gpt-5.2,True,False
Knotweed,Corn,Weeds,Weeds,Knotweed,,,LLM:gpt-5.2,True,False
Kochia (ALS-sensitive),Corn,Weeds,Weeds,Kochia,,,LLM:gpt-5.2,True,False
Kochia scoparia,Corn,Weeds,Weeds,Kochia,,,LLM:gpt-5.2,True,False
Lamium amplexicaule,Corn,Weeds,Weeds,Henbit,,,LLM:gpt-5.2,True,False
"Lentils, volunteer",Corn,Weeds,Weeds,Volunteer Lentils,,,LLM:gpt-5.2,True,False
Leptochloa filiformis,Corn,Weeds,Weeds,Red Sprangletop,,,LLM:gpt-5.2,True,False
"Lettuce, prickly",Corn,Weeds,Weeds,Prickly Lettuce,,,LLM:gpt-5.2,True,False
Listed Broadleaf Weeds,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Little Mallow,Corn,Weeds,Weeds,Common Mallow,,,LLM:gpt-5.2,True,False
"Mallow, common",Corn,Weeds,Weeds,Common Mallow,,,LLM:gpt-5.2,True,False
Marshelder,Corn,Weeds,Weeds,Marshelder,,,LLM:gpt-5.2,True,False
Mayweed/Dogfennel,Corn,Weeds,Weeds,Mayweed,,,LLM:gpt-5.2,True,False
Mayweed/False Chamomile,Corn,Weeds,Weeds,Mayweed,,,LLM:gpt-5.2,True,False
"Millet, wild-proso",Corn,Weeds,Weeds,Wild Proso Millet,,,LLM:gpt-5.2,True,False
Mollugo verticillata,Corn,Weeds,Weeds,Carpetweed,,,LLM:gpt-5.2,True,False
Morningglory,Corn,Weeds,Weeds,Morningglory,,,LLM:gpt-5.2,True,False
Morningglory (annual),Corn,Weeds,Weeds,Annual Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory (entireleaf, ivyleaf, pitted)",Corn,Weeds,Weeds,Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory (ivyleaf, pitted)",Corn,Weeds,Weeds,Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory (ivyleaf, pitted, tall)",Corn,Weeds,Weeds,Morningglory,,,LLM:gpt-5.2,True,False
Morningglory spp.,Corn,Weeds,Weeds,Morningglory,,Ipomoea spp.,LLM:gpt-5.2,True,False
"Morningglory, cypressvine",Corn,Weeds,Weeds,Cypressvine Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory, entireleaf",Corn,Weeds,Weeds,Entireleaf Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory, ivyleaf",Corn,Weeds,Weeds,Ivyleaf Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory, pitted",Corn,Weeds,Weeds,Pitted Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory, smallflower",Corn,Weeds,Weeds,Smallflower Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory, tail",Corn,Weeds,Weeds,Tall Morningglory,,,LLM:gpt-5.2,True,False
"Morningglory, tall",Corn,Weeds,Weeds,Tall Morningglory,,,LLM:gpt-5.2,True,False
Mouseear Chickweed,Corn,Weeds,Weeds,Mouseear Chickweed,,,LLM:gpt-5.2,True,False
"Muhly, wirestem",Corn,Weeds,Weeds,Wirestem Muhly,,,LLM:gpt-5.2,True,False
"Mustard (birdsrape, black)",Corn,Weeds,Weeds,Mustards,,,LLM:gpt-5.2,True,False
"Mustard (birdsrape, black, wild)",Corn,Weeds,Weeds,Mustards,,,LLM:gpt-5.2,True,False
,Corn,Weeds,Other,,,,,True,False
"Nightshade (black, eastern black)",Corn,Weeds,Weeds,Black Nightshade,,,LLM:gpt-5.2,True,False
"Nightshade (hairy, black)",Corn,Weeds,Weeds,Nightshade,,,LLM:gpt-5.2,True,False
Nightshade (watergrass),Corn,Weeds,Weeds,Barnyardgrass,,,LLM:gpt-5.2,True,False
"Nightshade, Eastern black",Corn,Weeds,Weeds,Eastern Black Nightshade,,,LLM:gpt-5.2,True,False
"Nightshade, black",Corn,Weeds,Weeds,Black Nightshade,,,LLM:gpt-5.2,True,False
"Nightshade, hairy",Corn,Weeds,Weeds,Hairy Nightshade,,,LLM:gpt-5.2,True,False
"Nutsedge, purple",Corn,Weeds,Weeds,Purple Nutsedge,,,LLM:gpt-5.2,True,False
"Nutsedge, yellow",Corn,Weeds,Weeds,Yellow Nutsedge,,,LLM:gpt-5.2,True,False
"Oat, wild",Corn,Weeds,Weeds,Wild Oat,,,LLM:gpt-5.2,True,False
Oryza sativa,Corn,Weeds,Other,,,,,True,False
Panicum,Corn,Weeds,Weeds,Panicum,,,LLM:gpt-5.2,True,False
"Panicum (Texas, browntop)",Corn,Weeds,Weeds,Panicum,,,LLM:gpt-5.2,True,False
"Panicum (Texas, browntop, fall)",Corn,Weeds,Weeds,Panicum,,,LLM:gpt-5.2,True,False
Panicum capillare,Corn,Weeds,Weeds,Witchgrass,,,LLM:gpt-5.2,True,False
Panicum dichotomiflorum,Corn,Weeds,Weeds,Fall Panicum,,,LLM:gpt-5.2,True,False
Panicum fasciculatum,Corn,Weeds,Weeds,Browntop Panicum,,,LLM:gpt-5.2,True,False
"Panicum, Texas",Corn,Weeds,Weeds,Texas Panicum,,,LLM:gpt-5.2,True,False
"Panicum, fall & Texas",Corn,Weeds,Weeds,Panicum,,,LLM:gpt-5.2,True,False
"Peas, volunteer",Corn,Weeds,Weeds,Volunteer Peas,,,LLM:gpt-5.2,True,False
Pennsylvania smartweed,Corn,Weeds,Weeds,Pennsylvania Smartweed,,,LLM:gpt-5.2,True,False
Perennial Grasses and Sedge,Corn,Weeds,Weeds,Perennial Grasses and Sedges,,,LLM:gpt-5.2,True,False
Perennial broadleaf weed seedlings and existing cover crops,Corn,Weeds,Weeds,Perennial Broadleaf Weeds and Cover Crops,,,LLM:gpt-5.2,True,False
Perennial broadleaf weeds,Corn,Weeds,Weeds,Perennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Perennial weed seedlings,Corn,Weeds,Weeds,Perennial Weeds,,,LLM:gpt-5.2,True,False
Perennial weed seedlings and existing cover crops,Corn,Weeds,Weeds,Perennial Weeds,,,LLM:gpt-5.2,True,False
Physalis angulata,Corn,Weeds,Weeds,Cutleaf Groundcherry,,,LLM:gpt-5.2,True,False
Physalis spp.,Corn,Weeds,Weeds,Groundcherry,,Physalis spp.,LLM:gpt-5.2,True,False
"Pigweed (prostrate, redroot, smooth)",Corn,Weeds,Weeds,Pigweed,,,LLM:gpt-5.2,True,False
"Pigweed (redroot, smooth)",Corn,Weeds,Weeds,Pigweed,,,LLM:gpt-5.2,True,False
"Pigweed (redroot, smooth, tumble)",Corn,Weeds,Weeds,Pigweed,,,LLM:gpt-5.2,True,False
Pigweed spp.,Corn,Weeds,Weeds,Pigweed (Amaranthus spp.),,Amaranthus spp.,LLM:gpt-5.2,True,False
"Pigweed, prostrate",Corn,Weeds,Weeds,Prostrate Pigweed,,,LLM:gpt-5.2,True,False
"Pigweed, tumble",Corn,Weeds,Weeds,Tumble Pigweed,,,LLM:gpt-5.2,True,False
Pigweed; Carelessweed,Corn,Weeds,Weeds,Pigweed,,,LLM:gpt-5.2,True,False
"Poinsettia, wild",Corn,Weeds,Weeds,Wild Poinsettia,,,LLM:gpt-5.2,True,False
Pokeweed*,Corn,Weeds,Weeds,Common Pokeweed,,,LLM:gpt-5.2,True,False
"Pokeweed, common",Corn,Weeds,Weeds,Common Pokeweed,,,LLM:gpt-5.2,True,False
Polygonum pensylvanicum,Corn,Weeds,Weeds,Pennsylvania Smartweed,,,LLM:gpt-5.2,True,False
Polygonum persicaria,Corn,Weeds,Weeds,Ladysthumb,,,LLM:gpt-5.2,True,False
Portulaca oleracea,Corn,Weeds,Weeds,Common Purslane,,,LLM:gpt-5.2,True,False
"Potato, volunteer",Corn,Weeds,Weeds,Volunteer Potato,,,LLM:gpt-5.2,True,False
"Potatoes, volunteer",Corn,Weeds,Weeds,Volunteer Potato,,,LLM:gpt-5.2,True,False
Powell amaranth,Corn,Weeds,Weeds,Powell Amaranth,,,LLM:gpt-5.2,True,False
Prickly Sowthistle,Corn,Weeds,Weeds,Prickly Sowthistle,,,LLM:gpt-5.2,True,False
Prostrate Pigweed,Corn,Weeds,Weeds,Prostrate Pigweed,,,LLM:gpt-5.2,True,False
Puncturevine,Corn,Weeds,Weeds,Puncturevine,,,LLM:gpt-5.2,True,False
"Purslane, common",Corn,Weeds,Weeds,Common Purslane,,,LLM:gpt-5.2,True,False
"Pusley, Florida",Corn,Weeds,Weeds,Florida Pusley,,,LLM:gpt-5.2,True,False
Quackgrass,Corn,Weeds,Weeds,Quackgrass,,,LLM:gpt-5.2,True,False
"Radish, volunteer",Corn,Weeds,Weeds,Volunteer Radish,,,LLM:gpt-5.2,True,False
"Ragweed, giant",Corn,Weeds,Weeds,Giant Ragweed,,,LLM:gpt-5.2,True,False
Red rice,Corn,Weeds,Weeds,Red Rice,,,LLM:gpt-5.2,True,False
Redmaids,Corn,Weeds,Weeds,Redmaids,,,LLM:gpt-5.2,True,False
Redroot pigweed,Corn,Weeds,Weeds,Redroot Pigweed,,,LLM:gpt-5.2,True,False
Redweed,Corn,Weeds,Weeds,Redweed,,,LLM:gpt-5.2,True,False
Richardia scabra,Corn,Weeds,Weeds,Florida Pusley,,,LLM:gpt-5.2,True,False
Russian thistle,Corn,Weeds,Weeds,Russian Thistle,,,LLM:gpt-5.2,True,False
"Russian thistle, seedling",Corn,Weeds,Weeds,Russian Thistle,,,LLM:gpt-5.2,True,False
"Ryegrass (Italian, perennial)",Corn,Weeds,Weeds,Ryegrass,,,LLM:gpt-5.2,True,False
"Ryegrass, Italian",Corn,Weeds,Weeds,Italian Ryegrass,,,LLM:gpt-5.2,True,False
"Ryegrass, perennial",Corn,Weeds,Weeds,Perennial Ryegrass,,,LLM:gpt-5.2,True,False
"Rygrass (Italian, perennial)",Corn,Weeds,Weeds,Ryegrass,,,LLM:gpt-5.2,True,False
Sandbur,Corn,Weeds,Weeds,Sandbur,,,LLM:gpt-5.2,True,False
"Sandbur (field, longspine)*",Corn,Weeds,Weeds,Sandbur,,,LLM:gpt-5.2,True,False
"Sandbur, field",Corn,Weeds,Weeds,Field Sandbur,,,LLM:gpt-5.2,True,False
"Sandbur, longspine",Corn,Weeds,Weeds,Longspine Sandbur,,,LLM:gpt-5.2,True,False
"Sandbur, southern",Corn,Weeds,Weeds,Southern Sandbur,,,LLM:gpt-5.2,True,False
See WEEDS CONTROLLED table,Corn,Weeds,Weeds,Weeds,,,LLM:gpt-5.2,True,False
Seedling Dock,Corn,Weeds,Weeds,Curly Dock,,,LLM:gpt-5.2,True,False
"Senna, coffee",Corn,Weeds,Weeds,Coffee Senna,,,LLM:gpt-5.2,True,False
"Sesbania, hemp",Corn,Weeds,Weeds,Hemp Sesbania,,,LLM:gpt-5.2,True,False
Setaria faberi,Corn,Weeds,Weeds,Giant Foxtail,,,LLM:gpt-5.2,True,False
Setaria lutescens,Corn,Weeds,Weeds,Yellow Foxtail,,,LLM:gpt-5.2,True,False
Setaria viridis,Corn,Weeds,Weeds,Green Foxtail,,,LLM:gpt-5.2,True,False
Shattercane,Corn,Weeds,Weeds,Shattercane,,,LLM:gpt-5.2,True,False
Shepherd’s-purse,Corn,Weeds,Weeds,Shepherd's-purse,,,LLM:gpt-5.2,True,False
Sida spinosa,Corn,Weeds,Weeds,Prickly Sida,,,LLM:gpt-5.2,True,False
"Sida, prickly (teaweed)",Corn,Weeds,Weeds,Prickly Sida,,,LLM:gpt-5.2,True,False
"Signalgrass, Narrowleaf",Corn,Weeds,Weeds,Narrowleaf Signalgrass,,,LLM:gpt-5.2,True,False
"Signalgrass, browntop",Corn,Weeds,Weeds,Browntop Signalgrass,,,LLM:gpt-5.2,True,False
Smallflower Morningglory,Corn,Weeds,Weeds,Smallflower Morningglory,,,LLM:gpt-5.2,True,False
"Smartweed (ladysthumb, pale, Pennsylvania)",Corn,Weeds,Weeds,Smartweed,,,LLM:gpt-5.2,True,False
"Smartweed, PA",Corn,Weeds,Weeds,Pennsylvania Smartweed,,,LLM:gpt-5.2,True,False
"Smartweed, green",Corn,Weeds,Weeds,Green Smartweed,,,LLM:gpt-5.2,True,False
"Smartweed, ladysthumb",Corn,Weeds,Weeds,Ladysthumb,,,LLM:gpt-5.2,True,False
"Smartweed, pale",Corn,Weeds,Weeds,Pale Smartweed,,,LLM:gpt-5.2,True,False
"Smartweeds (ladysthumb, PA)",Corn,Weeds,Weeds,Smartweed,,,LLM:gpt-5.2,True,False
"Smartweeds (ladysthumb, Pennsylvania)",Corn,Weeds,Weeds,Smartweed,,,LLM:gpt-5.2,True,False
Smooth pigweed,Corn,Weeds,Weeds,Smooth Pigweed,,,LLM:gpt-5.2,True,False
Solanum nigrum,Corn,Weeds,Weeds,Black Nightshade,,,LLM:gpt-5.2,True,False
Solanum sarrachoides,Corn,Weeds,Weeds,Hairy Nightshade,,,LLM:gpt-5.2,True,False
Sorghum,Corn,Weeds,Weeds,Sorghum,,,LLM:gpt-5.2,True,False
Sorghum almum,Corn,Weeds,Weeds,Johnsongrass,,,LLM:gpt-5.2,True,False
"Sorghum, album",Corn,Weeds,Weeds,Johnsongrass,,,LLM:gpt-5.2,True,False
"Sowthistle, perennial",Corn,Weeds,Weeds,Perennial Sowthistle,,,LLM:gpt-5.2,True,False
"Soybean, Volunteer",Corn,Weeds,Weeds,Volunteer Soybean,,,LLM:gpt-5.2,True,False
"Spiderwort, tropical",Corn,Weeds,Weeds,Tropical Spiderwort,,,LLM:gpt-5.2,True,False
Spiny Amaranth,Corn,Weeds,Weeds,Spiny Amaranth,,,LLM:gpt-5.2,True,False
Spotted Spurge,Corn,Weeds,Weeds,Spotted Spurge,,,LLM:gpt-5.2,True,False
"Spurge, nodding",Corn,Weeds,Weeds,Nodding Spurge,,,LLM:gpt-5.2,True,False
"Spurge, prostrate",Corn,Weeds,Weeds,Prostrate Spurge,,,LLM:gpt-5.2,True,False
"Spurge, spotted",Corn,Weeds,Weeds,Spotted Spurge,,,LLM:gpt-5.2,True,False
Spurweed,Corn,Weeds,Weeds,Spurweed,,,LLM:gpt-5.2,True,False
"Starbur, bristly",Corn,Weeds,Weeds,Bristly Starbur,,,LLM:gpt-5.2,True,False
Stinkgrass,Corn,Weeds,Weeds,Stinkgrass,,,LLM:gpt-5.2,True,False
Striga asiatica,Corn,Weeds,Weeds,Witchweed,,,LLM:gpt-5.2,True,False
"Sugar beet, volunteer",Corn,Weeds,Weeds,Volunteer Sugar Beet,,,LLM:gpt-5.2,True,False
"Sunflower, volunteer",Corn,Weeds,Weeds,Volunteer Sunflower,,,LLM:gpt-5.2,True,False
"Sunflower, wild",Corn,Weeds,Weeds,Wild Sunflower,,,LLM:gpt-5.2,True,False
"Sunflower, wild (common)",Corn,Weeds,Weeds,Wild Sunflower,,,LLM:gpt-5.2,True,False
Susceptible broadleaf weeds up to 2 inches tall,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Tall waterhemp,Corn,Weeds,Weeds,Tall Waterhemp,,,LLM:gpt-5.2,True,False
Tansymustard,Corn,Weeds,Weeds,Tansymustard,,,LLM:gpt-5.2,True,False
Teaweed,Corn,Weeds,Weeds,Prickly Sida,,,LLM:gpt-5.2,True,False
Texas panicum,Corn,Weeds,Weeds,Texas Panicum,,,LLM:gpt-5.2,True,False
"Thistle, Canada",Corn,Weeds,Weeds,Canada Thistle,,,LLM:gpt-5.2,True,False
Timothy,Corn,Weeds,Weeds,Timothy,,,LLM:gpt-5.2,True,False
Triticum aestivum,Corn,Weeds,Weeds,Wheat,,,LLM:gpt-5.2,True,False
Tumble Pigweed,Corn,Weeds,Weeds,Tumble Pigweed,,,LLM:gpt-5.2,True,False
Various broadleaf and grass weeds,Corn,Weeds,Weeds,Broadleaf and Grass Weeds,,,LLM:gpt-5.2,True,False
Venice mallow,Corn,Weeds,Weeds,Venice Mallow,,,LLM:gpt-5.2,True,False
Volunteer Roundup Ready field corn,Corn,Weeds,Weeds,Volunteer Corn,,,LLM:gpt-5.2,True,False
Volunteer cereals,Corn,Weeds,Weeds,Volunteer Cereals,,,LLM:gpt-5.2,True,False
"Volunteer cereals (barley, oats, rye, triticale, wheat)",Corn,Weeds,Weeds,Volunteer Cereals,,,LLM:gpt-5.2,True,False
Volunteer glyphosate resistant field corn,Corn,Weeds,Weeds,Volunteer Corn,,,LLM:gpt-5.2,True,False
Waterhemp,Corn,Weeds,Weeds,Waterhemp,,,LLM:gpt-5.2,True,False
Waterhemp spp.,Corn,Weeds,Weeds,Waterhemp,,Amaranthus spp.,LLM:gpt-5.2,True,False
"Waterhemp, common",Corn,Weeds,Weeds,Common Waterhemp,,,LLM:gpt-5.2,True,False
"Waterhemp, tail",Corn,Weeds,Weeds,Tall Waterhemp,,,LLM:gpt-5.2,True,False
"Waterhemp, tall & common",Corn,Weeds,Weeds,Waterhemp,,,LLM:gpt-5.2,True,False
Weed seed production,Corn,Weeds,Weeds,Weed Seed Production,,,LLM:gpt-5.2,True,False
Weed species,Corn,Weeds,Weeds,Weeds,,,LLM:gpt-5.2,True,False
Weeds that interfere with harvest,Corn,Weeds,Weeds,Weeds,,,LLM:gpt-5.2,True,False
Wild Radish,Corn,Weeds,Weeds,Wild Radish,,,LLM:gpt-5.2,True,False
Wild mustard,Corn,Weeds,Weeds,Wild Mustard,,,LLM:gpt-5.2,True,False
Wild proso millet,Corn,Weeds,Weeds,Wild Proso Millet,,,LLM:gpt-5.2,True,False
Wirestem muhly,Corn,Weeds,Weeds,Wirestem Muhly,,,LLM:gpt-5.2,True,False
Witchgrass (Panicum Yellow capillare),Corn,Weeds,Weeds,Witchgrass,,,LLM:gpt-5.2,True,False
Woody brush and trees,Corn,Weeds,Weeds,Woody Brush and Trees,,,LLM:gpt-5.2,True,False
"Wormwood, biennial",Corn,Weeds,Weeds,Biennial Wormwood,,,LLM:gpt-5.2,True,False
Xanthium strumarium,Corn,Weeds,Weeds,Common Cocklebur,,,LLM:gpt-5.2,True,False
annual and perennial broadleaf weeds,Corn,Weeds,Weeds,Annual and Perennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
annual and perennial grass and broadleaf weeds,Corn,Weeds,Weeds,Annual and Perennial Grasses and Broadleaf Weeds,,,LLM:gpt-5.2,True,False
annual and perennial weeds,Corn,Weeds,Weeds,Annual and Perennial Weeds,,,LLM:gpt-5.2,True,False
annual grass and broadleaf weeds,Corn,Weeds,Weeds,Annual Broadleaf and Grass Weeds,,,LLM:gpt-5.2,True,False
annual grasses,Corn,Weeds,Weeds,Annual Grasses,,,LLM:gpt-5.2,True,False
annual morningglory,Corn,Weeds,Weeds,Annual Morningglory,,,LLM:gpt-5.2,True,False
annual sowthistle,Corn,Weeds,Weeds,Annual Sowthistle,,,LLM:gpt-5.2,True,False
annual weeds,Corn,Weeds,Weeds,Annual Weeds,,,LLM:gpt-5.2,True,False
barnyardgrass (watergrass),Corn,Weeds,Weeds,Barnyardgrass,,,LLM:gpt-5.2,True,False
biennial broadleaf weeds,Corn,Weeds,Weeds,Biennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
biennial weeds,Corn,Weeds,Weeds,Biennial Weeds,,,LLM:gpt-5.2,True,False
biennial wormwood,Corn,Weeds,Weeds,Biennial Wormwood,,,LLM:gpt-5.2,True,False
broad spectrum of broadleaf and grassy weeds,Corn,Weeds,Weeds,Broadleaf and Grass Weeds,,,LLM:gpt-5.2,True,False
broadleaf and grass weeds,Corn,Weeds,Weeds,Broadleaf and Grass Weeds,,,LLM:gpt-5.2,True,False
broadleaf weed control,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
broadleaf weed seedlings,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
broadleaves,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
