original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list,__needs
Potato Flea Beetles,Dry Beans,Disease,,,,,,True,False,True
Potato Leafroll Virus,Dry Beans,Disease,,,,,,True,False,True
Potato Psyllid,Dry Beans,Disease,,,,,,True,False,True
Potato Virus Y,Dry Beans,Disease,,,,,,True,False,True
Potato leafhopper,Dry Beans,Disease,,,,,,True,False,True
Powdery Mildew,Dry Beans,Disease,,,,,,True,False,True
Powdery Mildew of pea,Dry Beans,Disease,,,,,,True,False,True
Powdery Mildew of pea (Erysiphe pisi),Dry Beans,Disease,,,,,,True,False,True
Powdery mildew (Erysiphe spp.),Dry Beans,Disease,,,,,,True,False,True
Pratylenchus spp.,Dry Beans,Disease,,,,,,True,False,True
Psylla,Dry Beans,Disease,,,,,,True,False,True
Psyllids,Dry Beans,Disease,,,,,,True,False,True
Pythium,Dry Beans,Disease,,,,,,True,False,True
Pythium (Aerial Blight Phase),Dry Beans,Disease,,,,,,True,False,True
Pythium Damping Off and Root Rots,Dry Beans,Disease,,,,,,True,False,True
Pythium aphanidermatum (Pythium/Cottony leak),Dry Beans,Disease,,,,,,True,False,True
Pythium damping off,Dry Beans,Disease,,,,,,True,False,True
Pythium seed rot,Dry Beans,Disease,,,,,,True,False,True
Pythium seed rot and damping-off,Dry Beans,Disease,,,,,,True,False,True
Pythium species,Dry Beans,Disease,,,,,,True,False,True
Pythium spp.,Dry Beans,Disease,,,,,,True,False,True
Pythium ultimum,Dry Beans,Disease,,,,,,True,False,True
Radopholus spp.,Dry Beans,Disease,,,,,,True,False,True
Ralstonia solanacearum,Dry Beans,Disease,,,,,,True,False,True
Red Spider Mites,Dry Beans,Disease,,,,,,True,False,True
Reniform nematode (Rotylenchulus reniformis),Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia Root Rot,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia Root Rot / Damping off,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia Seedling Blight,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia rots,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia solani,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia species,Dry Beans,Disease,,,,,,True,False,True
Rhizoctonia spp,Dry Beans,Disease,,,,,,True,False,True
"Ring nematodes (Criconemoides, Criconemella and Mesocriconema species)",Dry Beans,Disease,,,,,,True,False,True
Root Knot Nematode (Meloidogyne spp.),Dry Beans,Disease,,,,,,True,False,True
Root Rot,Dry Beans,Disease,,,,,,True,False,True
Root Rot (Pythium spp.),Dry Beans,Disease,,,,,,True,False,True
Root Worms,Dry Beans,Disease,,,,,,True,False,True
Root aphids,Dry Beans,Disease,,,,,,True,False,True
Root maggot,Dry Beans,Disease,,,,,,True,False,True
Root or crown diseases,Dry Beans,Disease,,,,,,True,False,True
Root rot (Fusarium spp.),Dry Beans,Disease,,,,,,True,False,True
Root-knot nematodes (Meloidogyne species),Dry Beans,Disease,,,,,,True,False,True
"Rot, Black Mold Rot, Black Root Rot, Bottom Stem Rot, Early Blight",Dry Beans,Disease,,,,,,True,False,True
Rotylenchulus spp.,Dry Beans,Disease,,,,,,True,False,True
Rust,Dry Beans,Disease,,,,,,True,False,True
Rust (Uromyces appendiculatus),Dry Beans,Disease,,,,,,True,False,True
"Rust (Uromyces spp., Phakopsora spp.)",Dry Beans,Disease,,,,,,True,False,True
Rust (Uromyces),Dry Beans,Disease,,,,,,True,False,True
Rust mites,Dry Beans,Disease,,,,,,True,False,True
Rust(s),Dry Beans,Disease,,,,,,True,False,True
Salmonella enterica,Dry Beans,Disease,,,,,,True,False,True
Saltmarsh caterpillar,Dry Beans,Disease,,,,,,True,False,True
San Jose Scale,Dry Beans,Disease,,,,,,True,False,True
Sap Beetle,Dry Beans,Disease,,,,,,True,False,True
Scab,Dry Beans,Disease,,,,,,True,False,True
Scales,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia Sclerotiorum,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia Stem Rot,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia White Mold/ Stem Rot,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia White Mold/ Stem Rot (Sclerotinia sclerotiorum),Dry Beans,Disease,,,,,,True,False,True
Sclerotinia homeocarpa,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia minor,Dry Beans,Disease,,,,,,True,False,True
"Sclerotinia rot, white mold",Dry Beans,Disease,,,,,,True,False,True
"Sclerotinia rot, white mold (Sclerotinia spp.)",Dry Beans,Disease,,,,,,True,False,True
Sclerotinia species,Dry Beans,Disease,,,,,,True,False,True
Sclerotinia spp.,Dry Beans,Disease,,,,,,True,False,True
Sclerotium Rolfsii,Dry Beans,Disease,,,,,,True,False,True
Sclerotium spp.,Dry Beans,Disease,,,,,,True,False,True
"Seed Decay (including Phomopsis spp., Fusarium spp.)",Dry Beans,Disease,,,,,,True,False,True
Seed Decay (such as Fusarium spp.),Dry Beans,Disease,,,,,,True,False,True
"Seed Decay (such as Phomopsis spp., Fusarium spp.)",Dry Beans,Disease,,,,,,True,False,True
Seed and soil-borne Anthracnose (Colletoctrichum lindemuthianum),Dry Beans,Disease,,,,,,True,False,True
"Seed and soilborne fungal diseases related to wilt, root rot and damping off caused by Fusarium spp.",Dry Beans,Disease,,,,,,True,False,True
Seed corn beetle,Dry Beans,Disease,,,,,,True,False,True
Seed rot and seedling blight caused by seed-borne Phomopsis species,Dry Beans,Disease,,,,,,True,False,True
"Seed rot, damping off and seedling blight (seed- and/or soil-borne Fusarium spp. and Rhizoctonia solani.)",Dry Beans,Disease,,,,,,True,False,True
"Seed rot/pre-emergence damping-off, post-emergence damping-off, and seedling blight caused by Fusarium, Pythium, and Rhizoctonia species",Dry Beans,Disease,,,,,,True,False,True
Seed rots (seed- and soil-borne Aspergillus spp. and Penicillium spp.),Dry Beans,Disease,,,,,,True,False,True
Seed rots (seed-borne Aspergillus spp. and Penicillium spp.),Dry Beans,Disease,,,,,,True,False,True
Seed-borne Botrytis and Sclerotinia,Dry Beans,Disease,,,,,,True,False,True
Seed-borne Botrytis sp. and Sclerotinia sp.,Dry Beans,Disease,,,,,,True,False,True
Seed-borne and Soil-borne fungi causing decay,Dry Beans,Disease,,,,,,True,False,True
"Seed-borne and soil-borne fungi causing decay, damping-off and seedling blight.",Dry Beans,Disease,,,,,,True,False,True
"Seed-borne seed rot, damping off and seedling blight (Ascochyta spp.)",Dry Beans,Disease,,,,,,True,False,True
Seedcorn Maggot (adult),Dry Beans,Disease,,,,,,True,False,True
Seedcorn maggots,Dry Beans,Disease,,,,,,True,False,True
Seedling Blight,Dry Beans,Disease,,,,,,True,False,True
Seedling Blight (soilborne Fusarium spp. and Rhizoctonia spp.),Dry Beans,Disease,,,,,,True,False,True
Seedling blight (seed-borne Ascochyta spp.),Dry Beans,Disease,,,,,,True,False,True
Seedling blight caused by seed-borne and soil-borne fungi,Dry Beans,Disease,,,,,,True,False,True
Seedling damping-off (Rhizoctonia solani),Dry Beans,Disease,,,,,,True,False,True
Seedling diseases caused by Fusarium spp.,Dry Beans,Disease,,,,,,True,False,True
Seedling wilt,Dry Beans,Disease,,,,,,True,False,True
Septoria,Dry Beans,Disease,,,,,,True,False,True
Septoria Brown Spot,Dry Beans,Disease,,,,,,True,False,True
Septoria Leaf/Speckled Leaf Spot/Blotch,Dry Beans,Disease,,,,,,True,False,True
Septoria blotch,Dry Beans,Disease,,,,,,True,False,True
Septoria blotch (Septoria spp.),Dry Beans,Disease,,,,,,True,False,True
Septoria leaf spot,Dry Beans,Disease,,,,,,True,False,True
Sharpshooters,Dry Beans,Disease,,,,,,True,False,True
Shiga-toxin producing Escherichia coli O157:H7,Dry Beans,Disease,,,,,,True,False,True
Silverleaf whitefly,Dry Beans,Disease,,,,,,True,False,True
Silverspotted skipper,Dry Beans,Disease,,,,,,True,False,True
Sour Rot,Dry Beans,Disease,,,,,,True,False,True
Southern Blight,Dry Beans,Disease,,,,,,True,False,True
Southern armyworm,Dry Beans,Disease,,,,,,True,False,True
Soybean Aphid,Dry Beans,Disease,,,,,,True,False,True
Soybean Looper,Dry Beans,Disease,,,,,,True,False,True
Sphaceloma (spot anthracnose),Dry Beans,Disease,,,,,,True,False,True
Spider mite,Dry Beans,Disease,,,,,,True,False,True
Spiral nematodes (Helicotylenchus and Rotylenchus species),Dry Beans,Disease,,,,,,True,False,True
Spittlebug,Dry Beans,Disease,,,,,,True,False,True
Spotted wing drosophila,Dry Beans,Disease,,,,,,True,False,True
Spring Black Stem,Dry Beans,Disease,,,,,,True,False,True
Squash Beetle,Dry Beans,Disease,,,,,,True,False,True
Stalk Borer,Dry Beans,Disease,,,,,,True,False,True
Stem nematode (Ditylenchus dipsaci),Dry Beans,Disease,,,,,,True,False,True
Stem-End Rot Complex,Dry Beans,Disease,,,,,,True,False,True
Sting nematode (Belonolaimus longicaudatus),Dry Beans,Disease,,,,,,True,False,True
Stink Bug species,Dry Beans,Disease,,,,,,True,False,True
Stink Bug spp.,Dry Beans,Disease,,,,,,True,False,True
Stink Bugs,Dry Beans,Disease,,,,,,True,False,True
Strawberry mite,Dry Beans,Disease,,,,,,True,False,True
Strawberry spider mite,Dry Beans,Disease,,,,,,True,False,True
Stubby root nematodes (Trichodorus and Paratrichodorus species),Dry Beans,Disease,,,,,,True,False,True
Stunt nematodes (Tylenchorhynchus species),Dry Beans,Disease,,,,,,True,False,True
Sucker Ants,Dry Beans,Disease,,,,,,True,False,True
Sudden Death Syndrome (SDS),Dry Beans,Disease,,,,,,True,False,True
"Suppression of damping off, seedling blights, and root or crown diseases caused by Pythium, Rhizoctonia, Fusarium, or Phytophthora",Dry Beans,Disease,,,,,,True,False,True
Sweetpotato Whitefly,Dry Beans,Disease,,,,,,True,False,True
Symphylans,Dry Beans,Disease,,,,,,True,False,True
Target Spot,Dry Beans,Disease,,,,,,True,False,True
Tarnished Plant Bug,Dry Beans,Disease,,,,,,True,False,True
Thielaviopsis,Dry Beans,Disease,,,,,,True,False,True
Threecornered alfalfa hopper,Dry Beans,Disease,,,,,,True,False,True
Thrips,Dry Beans,Disease,,,,,,True,False,True
Thrips species,Dry Beans,Disease,,,,,,True,False,True
Thrips spp.,Dry Beans,Disease,,,,,,True,False,True
Tobacco Budworm,Dry Beans,Disease,,,,,,True,False,True
Tobacco Etch Virus,Dry Beans,Disease,,,,,,True,False,True
Tobacco Thrips,Dry Beans,Disease,,,,,,True,False,True
Trichodorus spp.,Dry Beans,Disease,,,,,,True,False,True
True armyworm,Dry Beans,Disease,,,,,,True,False,True
Two spotted spider mite,Dry Beans,Disease,,,,,,True,False,True
Two-Spotted mite,Dry Beans,Disease,,,,,,True,False,True
Tylenchorhynchus spp.,Dry Beans,Disease,,,,,,True,False,True
Tylenchulus semipenetrans,Dry Beans,Disease,,,,,,True,False,True
Uromyces appendiculatus,Dry Beans,Disease,,,,,,True,False,True
Variegated Cutworm,Dry Beans,Disease,,,,,,True,False,True
Velvetbean Caterpillar,Dry Beans,Disease,,,,,,True,False,True
Venturia inaequalis,Dry Beans,Disease,,,,,,True,False,True
Verticillium,Dry Beans,Disease,,,,,,True,False,True
Verticillium spp.,Dry Beans,Disease,,,,,,True,False,True
Verticillium wilt,Dry Beans,Disease,,,,,,True,False,True
Watermelon Mosaic Virus 2,Dry Beans,Disease,,,,,,True,False,True
Web Blight,Dry Beans,Disease,,,,,,True,False,True
Web Blotch,Dry Beans,Disease,,,,,,True,False,True
Webworm,Dry Beans,Disease,,,,,,True,False,True
Webworm species,Dry Beans,Disease,,,,,,True,False,True
Webworm spp.,Dry Beans,Disease,,,,,,True,False,True
Weevils,Dry Beans,Disease,,,,,,True,False,True
Western Bean Cutworm,Dry Beans,Disease,,,,,,True,False,True
Western Yellowstriped Armyworm,Dry Beans,Disease,,,,,,True,False,True
Western flower thrips,Dry Beans,Disease,,,,,,True,False,True
White Mold,Dry Beans,Disease,,,,,,True,False,True
White Mold (Sclerotinia sclerotiorum) (suppression),Dry Beans,Disease,,,,,,True,False,True
White Mold (Sclerotinia spp.),Dry Beans,Disease,,,,,,True,False,True
White flies,Dry Beans,Disease,,,,,,True,False,True
White grubs,Dry Beans,Disease,,,,,,True,False,True
White mold (Sclerotinia sclerotiorum),Dry Beans,Disease,,,,,,True,False,True
White mold (Sclerotinia),Dry Beans,Disease,,,,,,True,False,True
White mold/Sclerotinia stem rot,Dry Beans,Disease,,,,,,True,False,True
Whitefly spp.,Dry Beans,Disease,,,,,,True,False,True
Wilt,Dry Beans,Disease,,,,,,True,False,True
Wireworms,Dry Beans,Disease,,,,,,True,False,True
Woolly Bear Caterpillar,Dry Beans,Disease,,,,,,True,False,True
Worms,Dry Beans,Disease,,,,,,True,False,True
Xanthomonas,Dry Beans,Disease,,,,,,True,False,True
Xanthomonas camestris,Dry Beans,Disease,,,,,,True,False,True
Xiphinema spp.,Dry Beans,Disease,,,,,,True,False,True
Yellow-striped Armyworm,Dry Beans,Disease,,,,,,True,False,True
Zucchini Yellow Mosaic Virus,Dry Beans,Disease,,,,,,True,False,True
annual grasses,Dry Beans,Disease,,,,,,True,False,True
broadleaf weeds,Dry Beans,Disease,,,,,,True,False,True
certain soil borne diseases,Dry Beans,Disease,,,,,,True,False,True
crickets,Dry Beans,Disease,,,,,,True,False,True
decay,Dry Beans,Disease,,,,,,True,False,True
deer,Dry Beans,Disease,,,,,,True,False,True
early season Phytophthora,Dry Beans,Disease,,,,,,True,False,True
early season Phytophthora protection,Dry Beans,Disease,,,,,,True,False,True
early season Phytophthora root rot,Dry Beans,Disease,,,,,,True,False,True
early season soil dwelling insects,Dry Beans,Disease,,,,,,True,False,True
earwigs,Dry Beans,Disease,,,,,,True,False,True
fungal diseases,Dry Beans,Disease,,,,,,True,False,True
grapevine trunk diseases,Dry Beans,Disease,,,,,,True,False,True
grass,Dry Beans,Disease,,,,,,True,False,True
mayweed (dog fennel),Dry Beans,Disease,,,,,,True,False,True
milkweed,Dry Beans,Disease,,,,,,True,False,True
moss,Dry Beans,Disease,,,,,,True,False,True
other insects,Dry Beans,Disease,,,,,,True,False,True
pea leaf weevil,Dry Beans,Disease,,,,,,True,False,True
perennial weeds,Dry Beans,Disease,,,,,,True,False,True
plant-parasitic nematodes,Dry Beans,Disease,,,,,,True,False,True
quackgrass,Dry Beans,Disease,,,,,,True,False,True
russet mites,Dry Beans,Disease,,,,,,True,False,True
seed decay,Dry Beans,Disease,,,,,,True,False,True
seed maggots,Dry Beans,Disease,,,,,,True,False,True
seed-borne fungi,Dry Beans,Disease,,,,,,True,False,True
seedling rot,Dry Beans,Disease,,,,,,True,False,True
soil-borne fungi,Dry Beans,Disease,,,,,,True,False,True
soil-dwelling insects,Dry Beans,Disease,,,,,,True,False,True
tomato hornworm,Dry Beans,Disease,,,,,,True,False,True
Aphids (all life stages except adult),Dry Beans,Growth Regul,,,,,,True,False,True
Bacterial Blast,Dry Beans,Growth Regul,,,,,,True,False,True
Blue Mold spp.,Dry Beans,Growth Regul,,,,,,True,False,True
Borers (all life stages),Dry Beans,Growth Regul,,,,,,True,False,True
Brown Patch,Dry Beans,Growth Regul,,,,,,True,False,True
Citrus Canker,Dry Beans,Growth Regul,,,,,,True,False,True
"Corn Borers (egg, larvae)",Dry Beans,Growth Regul,,,,,,True,False,True
Corn Ear Worm (all life stages except adult),Dry Beans,Growth Regul,,,,,,True,False,True
Corn Root Maggot (all life stages except adult),Dry Beans,Growth Regul,,,,,,True,False,True
"Corn Root Worm (egg, larvae instars)",Dry Beans,Growth Regul,,,,,,True,False,True
"Crickets (egg, larvae)",Dry Beans,Growth Regul,,,,,,True,False,True
Curvularia spp.,Dry Beans,Growth Regul,,,,,,True,False,True
Fairy Ring,Dry Beans,Growth Regul,,,,,,True,False,True
Gall nematode (Anguina spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Garlic and Onion White Rot,Dry Beans,Growth Regul,,,,,,True,False,True
Goss Wilt,Dry Beans,Growth Regul,,,,,,True,False,True
"Grasshoppers (egg, nymph)",Dry Beans,Growth Regul,,,,,,True,False,True
Guava nematode (Meloidogyne spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Lance nematode (Hoplolaimus spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Melanose,Dry Beans,Growth Regul,,,,,,True,False,True
Mites (all life stages except adult),Dry Beans,Growth Regul,,,,,,True,False,True
Onion Pink Root Rot,Dry Beans,Growth Regul,,,,,,True,False,True
Pea Weevils (all life stages except adult),Dry Beans,Growth Regul,,,,,,True,False,True
Phyllachora spp.,Dry Beans,Growth Regul,,,,,,True,False,True
Pine Beetles,Dry Beans,Growth Regul,,,,,,True,False,True
"Plant Bugs (egg, nymph)",Dry Beans,Growth Regul,,,,,,True,False,True
Potato cyst nematode (Globodera spp.),Dry Beans,Growth Regul,,,,,,True,False,True
"Psyllids (egg, all 5 instar stages)",Dry Beans,Growth Regul,,,,,,True,False,True
Reniform nematode (Rotylenchulus spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Root-lesion nematode (Pratylenchus spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Slugs (all life stages),Dry Beans,Growth Regul,,,,,,True,False,True
Snails (all life stages),Dry Beans,Growth Regul,,,,,,True,False,True
Sooty Mold,Dry Beans,Growth Regul,,,,,,True,False,True
"Southern Cowpea Weevil (egg, larvae, maggot)",Dry Beans,Growth Regul,,,,,,True,False,True
Soybean Cyst Nematode (Heterodera spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Spiral nematode (Helicotylenchus spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Stem nematode (Ditylenchus spp.),Dry Beans,Growth Regul,,,,,,True,False,True
Sting nematode (Belonolaimus spp.),Dry Beans,Growth Regul,,,,,,True,False,True
"Stink Bugs (egg, nymph)",Dry Beans,Growth Regul,,,,,,True,False,True
Sugarcane Aphids (all life stages except adult),Dry Beans,Growth Regul,,,,,,True,False,True
"Thrips (egg, larvae, pre-pupal, pupal)",Dry Beans,Growth Regul,,,,,,True,False,True
Tilletia spp.,Dry Beans,Growth Regul,,,,,,True,False,True
Ustilago spp.,Dry Beans,Growth Regul,,,,,,True,False,True
"White flies (egg, nymph)",Dry Beans,Growth Regul,,,,,,True,False,True
"Wireworms (egg, larvae)",Dry Beans,Growth Regul,,,,,,True,False,True
early season growth,Dry Beans,Growth Regul,,,,,,True,False,True
All Listed Pests,Dry Beans,Insects,,,,,,True,False,True
All Listed Pests (except as specified below),Dry Beans,Insects,,,,,,True,False,True
Angoumois grain moths,Dry Beans,Insects,,,,,,True,False,True
"Ants (except harvester ants, pharaoh ants and carpenter ants)",Dry Beans,Insects,,,,,,True,False,True
Aphid species,Dry Beans,Insects,,,,,,True,False,True
Aphids (excluding Black bean Aphid),Dry Beans,Insects,,,,,,True,False,True
Armyworm species (including True*),Dry Beans,Insects,,,,,,True,False,True
"Armyworm, Beet",Dry Beans,Insects,,,,,,True,False,True
"Armyworm, true",Dry Beans,Insects,,,,,,True,False,True
"Armyworm, yellowstriped",Dry Beans,Insects,,,,,,True,False,True
Armyworms (1st and 2nd instars),Dry Beans,Insects,,,,,,True,False,True
Armyworms (excluding Beet Armyworm),Dry Beans,Insects,,,,,,True,False,True
Avocado red spider,Dry Beans,Insects,,,,,,True,False,True
Banks grass,Dry Beans,Insects,,,,,,True,False,True
Barnyardgrass,Dry Beans,Insects,,,,,,True,False,True
Bean Beetles,Dry Beans,Insects,,,,,,True,False,True
Bean Leaf,Dry Beans,Insects,,,,,,True,False,True
Bean Leafroller,Dry Beans,Insects,,,,,,True,False,True
Bean Leafskeletonizer,Dry Beans,Insects,,,,,,True,False,True
Bean common mosaic virus,Dry Beans,Insects,,,,,,True,False,True
Bean common mosaic virus (BCMV),Dry Beans,Insects,,,,,,True,False,True
Bean golden mosaic virus,Dry Beans,Insects,,,,,,True,False,True
Bean golden mosaic virus (BGMV),Dry Beans,Insects,,,,,,True,False,True
Beet Fall,Dry Beans,Insects,,,,,,True,False,True
Beet Southern,Dry Beans,Insects,,,,,,True,False,True
Beet Yellowstriped,Dry Beans,Insects,,,,,,True,False,True
Beet curly top hybrid geminivirus (BCTV),Dry Beans,Insects,,,,,,True,False,True
Beet curly top virus,Dry Beans,Insects,,,,,,True,False,True
Big-Headed Ant,Dry Beans,Insects,,,,,,True,False,True
Black bean aphid,Dry Beans,Insects,,,,,,True,False,True
Black vine and other root weevils,Dry Beans,Insects,,,,,,True,False,True
Black vine weevil,Dry Beans,Insects,,,,,,True,False,True
Blister Beetles,Dry Beans,Insects,,,,,,True,False,True
Brown almond,Dry Beans,Insects,,,,,,True,False,True
Cabbage lopper,Dry Beans,Insects,,,,,,True,False,True
Carpetweed,Dry Beans,Insects,,,,,,True,False,True
Centipedes,Dry Beans,Insects,,,,,,True,False,True
"Chickweed, Common",Dry Beans,Insects,,,,,,True,False,True
Citrus leafminers,Dry Beans,Insects,,,,,,True,False,True
Citrus red,Dry Beans,Insects,,,,,,True,False,True
Clover,Dry Beans,Insects,,,,,,True,False,True
Cocklebur,Dry Beans,Insects,,,,,,True,False,True
"Cocklebur, Common",Dry Beans,Insects,,,,,,True,False,True
Coleoptera grubs and larvae,Dry Beans,Insects,,,,,,True,False,True
Common chickweed,Dry Beans,Insects,,,,,,True,False,True
"Corn Borer, European",Dry Beans,Insects,,,,,,True,False,True
